t_s,D_compressed_um,D_extended_um,eps_axial_pct,sigma_on
11.749812,189.1162,205.4419,5.441881,0
11.759190,189.1758,205.4121,5.412107,0
11.768567,189.2309,205.3846,5.384570,0
11.777944,189.2819,205.3591,5.359069,0
11.787322,189.3292,205.3354,5.335423,0
11.796699,189.3731,205.3135,5.313466,0
11.806077,189.4139,205.2930,5.293048,0
11.815454,189.4519,205.2740,5.274030,0
11.824831,189.4874,205.2563,5.256288,0
11.834209,189.5206,205.2397,5.239709,0
11.843586,189.5516,205.2242,5.224188,0
11.852963,189.5807,205.2096,5.209632,0
11.862341,189.6081,205.1960,5.195954,0
11.871718,189.6338,205.1831,5.183076,0
11.881095,189.6581,205.1709,5.170926,0
11.890473,189.6811,205.1594,5.159441,0
11.899850,189.7029,205.1486,5.148561,0
11.909227,189.7235,205.1382,5.138232,0
11.918605,189.7432,205.1284,5.128405,0
11.927982,189.7619,205.1190,5.119036,0
11.937359,189.7798,205.1101,5.110084,0
11.946737,189.7970,205.1015,5.101513,0
11.956114,189.8134,205.0933,5.093288,0
11.965491,189.8292,205.0854,5.085379,0
11.974869,189.8445,205.0778,5.077757,0
11.984246,189.8592,205.0704,5.070399,0
11.993623,189.8734,205.0633,5.063280,0
12.003001,189.8872,205.0564,5.056380,0
12.012378,189.9006,205.0497,5.049679,0
12.021755,189.9137,205.0432,5.043159,0
12.031133,189.9264,205.0368,5.036806,0
12.040510,189.9388,205.0306,5.030605,0
12.049887,189.9509,205.0245,5.024541,0
12.059265,189.9628,205.0186,5.018604,0
12.068642,189.9744,205.0128,5.012783,0
12.078020,189.9859,205.0071,5.007067,0
12.087397,189.9971,205.0014,5.001447,0
12.096774,190.0082,204.9959,4.995916,0
12.106152,190.0191,204.9905,4.990465,0
12.115529,190.0298,204.9851,4.985088,0
12.124906,190.0404,204.9798,4.979779,0
12.134284,190.0509,204.9745,4.974532,0
12.143661,190.0613,204.9693,4.969341,0
12.153038,190.0716,204.9642,4.964203,0
12.162416,190.0818,204.9591,4.959113,0
12.171793,190.0919,204.9541,4.954066,0
12.181170,190.1019,204.9491,4.949060,0
12.190548,190.1118,204.9441,4.944091,0
12.199925,190.1217,204.9392,4.939156,0
12.209302,190.1315,204.9343,4.934253,0
12.218680,190.1412,204.9294,4.929379,0
12.228057,190.1509,204.9245,4.924532,0
12.237434,190.1606,204.9197,4.919709,0
12.246812,190.1702,204.9149,4.914910,0
12.256189,190.1797,204.9101,4.910132,0
12.265566,190.1893,204.9054,4.905374,0
12.274944,190.1987,204.9006,4.900634,0
12.284321,190.2082,204.8959,4.895911,0
12.293698,190.2176,204.8912,4.891204,0
12.303076,190.2270,204.8865,4.886513,0
12.312453,190.2363,204.8818,4.881835,0
12.321830,190.2457,204.8772,4.877170,0
12.331208,190.2550,204.8725,4.872518,0
12.340585,190.2642,204.8679,4.867878,0
12.349962,190.2735,204.8632,4.863248,0
12.359340,190.2827,204.8586,4.858628,0
12.368717,190.2920,204.8540,4.854019,0
12.378095,190.3012,204.8494,4.849419,0
12.387472,190.3103,204.8448,4.844827,0
12.396849,190.3195,204.8402,4.840244,0
12.406227,190.3287,204.8357,4.835669,0
12.415604,190.3378,204.8311,4.831102,0
12.424981,190.3469,204.8265,4.826542,0
12.434359,190.3560,204.8220,4.821989,0
12.443736,190.3651,204.8174,4.817444,0
12.453113,190.3742,204.8129,4.812904,0
12.462491,190.3833,204.8084,4.808371,0
12.471868,190.3923,204.8038,4.803845,0
12.481245,190.4014,204.7993,4.799324,0
12.490623,190.4104,204.7948,4.794809,0
12.500000,190.4194,204.7903,4.790300,0
12.509377,190.4284,204.7858,4.785797,0
12.518755,190.4374,204.7813,4.781298,0
12.528132,190.4464,204.7768,4.776806,0
12.537509,190.4554,204.7723,4.772318,0
12.546887,190.4643,204.7678,4.767836,0
12.556264,190.4733,204.7634,4.763358,0
12.565641,190.4822,204.7589,4.758886,0
12.575019,190.4912,204.7544,4.754418,0
12.584396,190.5001,204.7500,4.749956,0
12.593773,190.5090,204.7455,4.745498,0
12.603151,190.5179,204.7410,4.741044,0
12.612528,190.5268,204.7366,4.736596,0
12.621905,190.5357,204.7322,4.732152,0
12.631283,190.5446,204.7277,4.727712,0
12.640660,190.5534,204.7233,4.723277,0
12.650038,190.5623,204.7188,4.718847,0
12.659415,190.5712,204.7144,4.714421,0
12.668792,190.5800,204.7100,4.709999,0
12.678170,190.5888,204.7056,4.705582,0
12.687547,190.5977,204.7012,4.701169,0
12.696924,190.6065,204.6968,4.696761,0
12.706302,190.6153,204.6924,4.692357,0
12.715679,190.6241,204.6880,4.687957,0
12.725056,190.6329,204.6836,4.683561,0
12.734434,190.6417,204.6792,4.679170,0
12.743811,190.6504,204.6748,4.674783,0
12.753188,190.6592,204.6704,4.670400,0
12.762566,190.6680,204.6660,4.666022,0
12.771943,190.6767,204.6616,4.661647,0
12.781320,190.6854,204.6573,4.657277,0
12.790698,190.6942,204.6529,4.652911,0
12.800075,190.7029,204.6485,4.648549,0
12.809452,190.7116,204.6442,4.644191,0
12.818830,190.7203,204.6398,4.639838,0
12.828207,190.7290,204.6355,4.635488,0
12.837584,190.7377,204.6311,4.631143,0
12.846962,190.7464,204.6268,4.626802,0
12.856339,190.7551,204.6225,4.622464,0
12.865716,190.7637,204.6181,4.618131,0
12.875094,190.7724,204.6138,4.613803,0
12.884471,190.7810,204.6095,4.609478,0
12.893848,190.7897,204.6052,4.605157,0
12.903226,190.7983,204.6008,4.600840,0
12.912603,190.8069,204.5965,4.596528,0
12.921980,190.8156,204.5922,4.592219,0
12.931358,190.8242,204.5879,4.587915,0
12.940735,190.8328,204.5836,4.583614,0
12.950113,190.8414,204.5793,4.579318,0
12.959490,190.8499,204.5750,4.575026,0
12.968867,190.8585,204.5707,4.570737,0
12.978245,190.8671,204.5665,4.566453,0
12.987622,190.8757,204.5622,4.562173,0
12.996999,190.8842,204.5579,4.557897,0
13.006377,190.8928,204.5536,4.553625,0
13.015754,190.9013,204.5494,4.549356,0
13.025131,190.9098,204.5451,4.545092,0
13.034509,190.9183,204.5408,4.540832,0
13.043886,190.9268,204.5366,4.536576,0
13.053263,190.9354,204.5323,4.532324,0
13.062641,190.9438,204.5281,4.528076,0
13.072018,190.9523,204.5238,4.523831,0
13.081395,190.9608,204.5196,4.519591,0
13.090773,190.9693,204.5154,4.515355,0
13.100150,190.9778,204.5111,4.511123,0
13.109527,190.9862,204.5069,4.506894,0
13.118905,190.9947,204.5027,4.502670,0
13.128282,191.0031,204.4984,4.498450,0
13.137659,191.0115,204.4942,4.494233,0
13.147037,191.0200,204.4900,4.490021,0
13.156414,191.0284,204.4858,4.485812,0
13.165791,191.0368,204.4816,4.481608,0
13.175169,191.0452,204.4774,4.477407,0
13.184546,191.0536,204.4732,4.473211,0
13.193923,191.0620,204.4690,4.469018,0
13.203301,191.0703,204.4648,4.464829,0
13.212678,191.0787,204.4606,4.460644,0
13.222056,191.0871,204.4565,4.456463,0
13.231433,191.0954,204.4523,4.452286,0
13.240810,191.1038,204.4481,4.448113,0
13.250188,191.1121,204.4439,4.443944,0
13.259565,191.1204,204.4398,4.439779,0
13.268942,191.1288,204.4356,4.435617,0
13.278320,191.1371,204.4315,4.431460,0
13.287697,191.1454,204.4273,4.427306,0
13.297074,191.1537,204.4232,4.423156,0
13.306452,191.1620,204.4190,4.419011,0
13.315829,191.1703,204.4149,4.414869,0
13.325206,191.1785,204.4107,4.410731,0
13.334584,191.1868,204.4066,4.406596,0
13.343961,191.1951,204.4025,4.402466,0
13.353338,191.2033,204.3983,4.398340,0
13.362716,191.2116,204.3942,4.394217,0
13.372093,191.2198,204.3901,4.390099,0
13.381470,191.2280,204.3860,4.385984,0
13.390848,191.2363,204.3819,4.381873,0
13.400225,191.2445,204.3778,4.377766,0
13.409602,191.2527,204.3737,4.373662,0
13.418980,191.2609,204.3696,4.369563,0
13.428357,191.2691,204.3655,4.365467,0
13.437734,191.2772,204.3614,4.361376,0
13.447112,191.2854,204.3573,4.357288,0
13.456489,191.2936,204.3532,4.353204,0
13.465866,191.3018,204.3491,4.349123,0
13.475244,191.3099,204.3450,4.345047,0
13.484621,191.3181,204.3410,4.340974,0
13.493998,191.3262,204.3369,4.336906,0
13.503376,191.3343,204.3328,4.332841,0
13.512753,191.3424,204.3288,4.328780,0
13.522131,191.3506,204.3247,4.324722,0
13.531508,191.3587,204.3207,4.320669,0
13.540885,191.3668,204.3166,4.316619,0
13.550263,191.3749,204.3126,4.312573,0
13.559640,191.3829,204.3085,4.308531,0
13.569017,191.3910,204.3045,4.304492,0
13.578395,191.3991,204.3005,4.300458,0
13.587772,191.4071,204.2964,4.296427,0
13.597149,191.4152,204.2924,4.292400,0
13.606527,191.4232,204.2884,4.288377,0
13.615904,191.4313,204.2844,4.284357,0
13.625281,191.4393,204.2803,4.280342,0
13.634659,191.4473,204.2763,4.276330,0
13.644036,191.4554,204.2723,4.272322,0
13.653413,191.4634,204.2683,4.268317,0
13.662791,191.4714,204.2643,4.264316,0
13.672168,191.4794,204.2603,4.260320,0
13.681545,191.4873,204.2563,4.256326,0
13.690923,191.4953,204.2523,4.252337,0
13.700300,191.5033,204.2484,4.248351,0
13.709677,191.5113,204.2444,4.244369,0
13.719055,191.5192,204.2404,4.240391,0
13.728432,191.5272,204.2364,4.236417,0
13.737809,191.5351,204.2324,4.232446,0
13.747187,191.5430,204.2285,4.228479,0
13.756564,191.5510,204.2245,4.224515,0
13.765941,191.5589,204.2206,4.220556,0
13.775319,191.5668,204.2166,4.216600,0
13.784696,191.5747,204.2126,4.212648,0
13.794074,191.5826,204.2087,4.208699,0
13.803451,191.5905,204.2048,4.204754,0
13.812828,191.5984,204.2008,4.200813,0
13.822206,191.6062,204.1969,4.196876,0
13.831583,191.6141,204.1929,4.192942,0
13.840960,191.6220,204.1890,4.189012,0
13.850338,191.6298,204.1851,4.185086,0
13.859715,191.6377,204.1812,4.181163,0
13.869092,191.6455,204.1772,4.177244,0
13.878470,191.6533,204.1733,4.173329,0
13.887847,191.6612,204.1694,4.169417,0
13.897224,191.6690,204.1655,4.165509,0
13.906602,191.6768,204.1616,4.161605,0
13.915979,191.6846,204.1577,4.157704,0
13.925356,191.6924,204.1538,4.153807,0
13.934734,191.7002,204.1499,4.149914,0
13.944111,191.7080,204.1460,4.146024,0
13.953488,191.7157,204.1421,4.142138,0
13.962866,191.7235,204.1383,4.138256,0
13.972243,191.7312,204.1344,4.134377,0
13.981620,191.7390,204.1305,4.130502,0
13.990998,191.7467,204.1266,4.126630,0
14.000375,191.7545,204.1228,4.122763,0
14.009752,191.7622,204.1189,4.118898,0
14.019130,191.7699,204.1150,4.115038,0
14.028507,191.7776,204.1112,4.111181,0
14.037884,191.7853,204.1073,4.107327,0
14.047262,191.7930,204.1035,4.103478,0
14.056639,191.8007,204.0996,4.099631,0
14.066017,191.8084,204.0958,4.095789,0
14.075394,191.8161,204.0919,4.091950,0
14.084771,191.8238,204.0881,4.088114,0
14.094149,191.8314,204.0843,4.084283,0
14.103526,191.8391,204.0805,4.080454,0
14.112903,191.8467,204.0766,4.076630,0
14.122281,191.8544,204.0728,4.072809,0
14.131658,191.8620,204.0690,4.068991,0
14.141035,191.8696,204.0652,4.065178,0
14.150413,191.8773,204.0614,4.061367,0
14.159790,191.8849,204.0576,4.057561,0
14.169167,191.8925,204.0538,4.053758,0
14.178545,191.9001,204.0500,4.049958,0
14.187922,191.9077,204.0462,4.046162,0
14.197299,191.9153,204.0424,4.042370,0
14.206677,191.9228,204.0386,4.038581,0
14.216054,191.9304,204.0348,4.034795,0
14.225431,191.9380,204.0310,4.031013,0
14.234809,191.9455,204.0272,4.027235,0
14.244186,191.9531,204.0235,4.023461,0
14.253563,191.9606,204.0197,4.019689,0
14.262941,191.9682,204.0159,4.015922,0
14.272318,191.9757,204.0122,4.012158,0
14.281695,191.9832,204.0084,4.008397,0
14.291073,191.9907,204.0046,4.004640,0
14.300450,191.9982,204.0009,4.000886,0
14.309827,192.0057,203.9971,3.997136,0
14.319205,192.0132,203.9934,3.993390,0
14.328582,192.0207,203.9896,3.989647,0
14.337959,192.0282,203.9859,3.985908,0
14.347337,192.0357,203.9822,3.982172,0
14.356714,192.0431,203.9784,3.978439,0
14.366092,192.0506,203.9747,3.974710,0
14.375469,192.0580,203.9710,3.970985,0
14.384846,192.0655,203.9673,3.967263,0
14.394224,192.0729,203.9635,3.963544,0
14.403601,192.0803,203.9598,3.959829,0
14.412978,192.0878,203.9561,3.956118,0
14.422356,192.0952,203.9524,3.952410,0
14.431733,192.1026,203.9487,3.948705,0
14.441110,192.1100,203.9450,3.945004,0
14.450488,192.1174,203.9413,3.941306,0
14.459865,192.1248,203.9376,3.937612,0
14.469242,192.1322,203.9339,3.933921,0
14.478620,192.1395,203.9302,3.930234,0
14.487997,192.1469,203.9266,3.926550,0
14.497374,192.1543,203.9229,3.922870,0
14.506752,192.1616,203.9192,3.919193,0
14.516129,192.1690,203.9155,3.915520,0
14.525506,192.1763,203.9118,3.911850,0
14.534884,192.1836,203.9082,3.908183,0
14.544261,192.1910,203.9045,3.904520,0
14.553638,192.1983,203.9009,3.900860,0
14.563016,192.2056,203.8972,3.897204,0
14.572393,192.2129,203.8936,3.893551,0
14.581770,192.2202,203.8899,3.889902,0
14.591148,192.2275,203.8863,3.886256,0
14.600525,192.2348,203.8826,3.882613,0
14.609902,192.2421,203.8790,3.878974,0
14.619280,192.2493,203.8753,3.875338,0
14.628657,192.2566,203.8717,3.871706,0
14.638035,192.2638,203.8681,3.868077,0
14.647412,192.2711,203.8645,3.864452,0
14.656789,192.2783,203.8608,3.860829,0
14.666167,192.2856,203.8572,3.857211,0
14.675544,192.2928,203.8536,3.853595,0
14.684921,192.3000,203.8500,3.849983,0
14.694299,192.3073,203.8464,3.846375,0
14.703676,192.3145,203.8428,3.842770,0
14.713053,192.3217,203.8392,3.839168,0
14.722431,192.3289,203.8356,3.835569,0
14.731808,192.3361,203.8320,3.831974,0
14.741185,192.3432,203.8284,3.828383,0
14.750563,192.3504,203.8248,3.824794,0
14.759940,192.3576,203.8212,3.821209,0
14.769317,192.3647,203.8176,3.817628,0
14.778695,192.3719,203.8140,3.814050,0
14.788072,192.3791,203.8105,3.810475,0
14.797449,192.3862,203.8069,3.806903,0
14.806827,192.3933,203.8033,3.803335,0
14.816204,192.4005,203.7998,3.799770,0
14.825581,192.4076,203.7962,3.796209,0
14.834959,192.4147,203.7927,3.792650,0
14.844336,192.4218,203.7891,3.789096,0
14.853713,192.4289,203.7855,3.785544,0
14.863091,192.4360,203.7820,3.781996,0
14.872468,192.4431,203.7785,3.778451,0
14.881845,192.4502,203.7749,3.774910,0
14.891223,192.4573,203.7714,3.771371,0
14.900600,192.4643,203.7678,3.767836,0
14.909977,192.4714,203.7643,3.764305,0
14.919355,192.4784,203.7608,3.760777,0
14.928732,192.4855,203.7573,3.757252,0
14.938110,192.4925,203.7537,3.753730,0
14.947487,192.4996,203.7502,3.750212,0
14.956864,192.5066,203.7467,3.746697,0
14.966242,192.5136,203.7432,3.743185,0
14.975619,192.5206,203.7397,3.739676,0
14.984996,192.5277,203.7362,3.736171,0
14.994374,192.5347,203.7327,3.732669,0
15.003751,192.5417,203.7292,3.729171,0
15.013128,192.5486,203.7257,3.725675,0
15.022506,192.5556,203.7222,3.722183,0
15.031883,192.5626,203.7187,3.718695,0
15.041260,192.5696,203.7152,3.715209,0
15.050638,192.5765,203.7117,3.711727,0
15.060015,192.5835,203.7082,3.708248,0
15.069392,192.5905,203.7048,3.704772,0
15.078770,192.5974,203.7013,3.701300,0
15.088147,192.6043,203.6978,3.697830,0
15.097524,192.6113,203.6944,3.694364,0
15.106902,192.6182,203.6909,3.690902,0
15.116279,192.6251,203.6874,3.687442,0
15.125656,192.6320,203.6840,3.683986,0
15.135034,192.6389,203.6805,3.680533,0
15.144411,192.6458,203.6771,3.677083,0
15.153788,192.6527,203.6736,3.673637,0
15.163166,192.6596,203.6702,3.670194,0
15.172543,192.6665,203.6668,3.666753,0
15.181920,192.6734,203.6633,3.663317,0
15.191298,192.6802,203.6599,3.659883,0
15.200675,192.6871,203.6565,3.656453,0
15.210053,192.6939,203.6530,3.653025,0
15.219430,192.7008,203.6496,3.649601,0
15.228807,192.7076,203.6462,3.646181,0
15.238185,192.7145,203.6428,3.642763,0
15.247562,192.7213,203.6393,3.639349,0
15.256939,192.7281,203.6359,3.635938,0
15.266317,192.7349,203.6325,3.632530,0
15.275694,192.7417,203.6291,3.629125,0
15.285071,192.7486,203.6257,3.625723,0
15.294449,192.7553,203.6223,3.622325,0
15.303826,192.7621,203.6189,3.618930,0
15.313203,192.7689,203.6155,3.615538,0
15.322581,192.7757,203.6121,3.612149,0
15.331958,192.7825,203.6088,3.608763,0
15.341335,192.7892,203.6054,3.605381,0
15.350713,192.7960,203.6020,3.602002,0
15.360090,192.8027,203.5986,3.598625,0
15.369467,192.8095,203.5953,3.595253,0
15.378845,192.8162,203.5919,3.591883,0
15.388222,192.8230,203.5885,3.588516,0
15.397599,192.8297,203.5852,3.585153,0
15.406977,192.8364,203.5818,3.581792,0
15.416354,192.8431,203.5784,3.578435,0
15.425731,192.8498,203.5751,3.575081,0
15.435109,192.8565,203.5717,3.571730,0
15.444486,192.8632,203.5684,3.568382,0
15.453863,192.8699,203.5650,3.565038,0
15.463241,192.8766,203.5617,3.561696,0
15.472618,192.8833,203.5584,3.558358,0
15.481995,192.8900,203.5550,3.555023,0
15.491373,192.8966,203.5517,3.551690,0
15.500750,192.9033,203.5484,3.548362,0
15.510128,192.9099,203.5450,3.545036,0
15.519505,192.9166,203.5417,3.541713,0
15.528882,192.9232,203.5384,3.538393,0
15.538260,192.9298,203.5351,3.535077,0
15.547637,192.9365,203.5318,3.531763,0
15.557014,192.9431,203.5285,3.528453,0
15.566392,192.9497,203.5251,3.525146,0
15.575769,192.9563,203.5218,3.521842,0
15.585146,192.9629,203.5185,3.518541,0
15.594524,192.9695,203.5152,3.515243,0
15.603901,192.9761,203.5119,3.511948,0
15.613278,192.9827,203.5087,3.508656,0
15.622656,192.9893,203.5054,3.505368,0
15.632033,192.9958,203.5021,3.502082,0
15.641410,193.0024,203.4988,3.498800,0
15.650788,193.0090,203.4955,3.495520,0
15.660165,193.0155,203.4922,3.492244,0
15.669542,193.0221,203.4890,3.488971,0
15.678920,193.0286,203.4857,3.485700,0
15.688297,193.0351,203.4824,3.482433,0
15.697674,193.0417,203.4792,3.479169,0
15.707052,193.0482,203.4759,3.475908,0
15.716429,193.0547,203.4727,3.472650,0
15.725806,193.0612,203.4694,3.469395,0
15.735184,193.0677,203.4661,3.466143,0
15.744561,193.0742,203.4629,3.462895,0
15.753938,193.0807,203.4596,3.459649,0
15.763316,193.0872,203.4564,3.456406,0
15.772693,193.0937,203.4532,3.453167,0
15.782071,193.1001,203.4499,3.449930,0
15.791448,193.1066,203.4467,3.446696,0
15.800825,193.1131,203.4435,3.443466,0
15.810203,193.1195,203.4402,3.440238,0
15.819580,193.1260,203.4370,3.437014,0
15.828957,193.1324,203.4338,3.433792,0
15.838335,193.1389,203.4306,3.430574,0
15.847712,193.1453,203.4274,3.427358,0
15.857089,193.1517,203.4241,3.424146,0
15.866467,193.1581,203.4209,3.420936,0
15.875844,193.1645,203.4177,3.417730,0
15.885221,193.1709,203.4145,3.414527,0
15.894599,193.1773,203.4113,3.411326,0
15.903976,193.1837,203.4081,3.408129,0
15.913353,193.1901,203.4049,3.404934,0
15.922731,193.1965,203.4017,3.401743,0
15.932108,193.2029,203.3986,3.398554,0
15.941485,193.2093,203.3954,3.395369,0
15.950863,193.2156,203.3922,3.392186,0
15.960240,193.2220,203.3890,3.389007,0
15.969617,193.2283,203.3858,3.385831,0
15.978995,193.2347,203.3827,3.382657,0
15.988372,193.2410,203.3795,3.379486,0
15.997749,193.2474,203.3763,3.376319,0
16.007127,193.2537,203.3732,3.373154,0
16.016504,193.2600,203.3700,3.369993,0
16.025881,193.2663,203.3668,3.366834,0
16.035259,193.2726,203.3637,3.363678,0
16.044636,193.2789,203.3605,3.360525,0
16.054014,193.2852,203.3574,3.357376,0
16.063391,193.2915,203.3542,3.354229,0
16.072768,193.2978,203.3511,3.351085,0
16.082146,193.3041,203.3479,3.347944,0
16.091523,193.3104,203.3448,3.344806,0
16.100900,193.3167,203.3417,3.341671,0
16.110278,193.3229,203.3385,3.338539,0
16.119655,193.3292,203.3354,3.335410,0
16.129032,193.3354,203.3323,3.332283,0
16.138410,193.3417,203.3292,3.329160,0
16.147787,193.3479,203.3260,3.326040,0
16.157164,193.3542,203.3229,3.322922,0
16.166542,193.3604,203.3198,3.319808,0
16.175919,193.3666,203.3167,3.316696,0
16.185296,193.3728,203.3136,3.313587,0
16.194674,193.3790,203.3105,3.310481,0
16.204051,193.3852,203.3074,3.307378,0
16.213428,193.3914,203.3043,3.304278,0
16.222806,193.3976,203.3012,3.301181,0
16.232183,193.4038,203.2981,3.298087,0
16.241560,193.4100,203.2950,3.294996,0
16.250938,193.4162,203.2919,3.291908,0
16.260315,193.4224,203.2888,3.288822,0
16.269692,193.4285,203.2857,3.285739,0
16.279070,193.4347,203.2827,3.282660,0
16.288447,193.4408,203.2796,3.279583,0
16.297824,193.4470,203.2765,3.276509,0
16.307202,193.4531,203.2734,3.273438,0
16.316579,193.4593,203.2704,3.270370,0
16.325956,193.4654,203.2673,3.267304,0
16.335334,193.4715,203.2642,3.264242,0
16.344711,193.4776,203.2612,3.261182,0
16.354089,193.4837,203.2581,3.258126,0
16.363466,193.4899,203.2551,3.255072,0
16.372843,193.4960,203.2520,3.252021,0
16.382221,193.5021,203.2490,3.248973,0
16.391598,193.5081,203.2459,3.245928,0
16.400975,193.5142,203.2429,3.242885,0
16.410353,193.5203,203.2398,3.239846,0
16.419730,193.5264,203.2368,3.236809,0
16.429107,193.5324,203.2338,3.233775,0
16.438485,193.5385,203.2307,3.230744,0
16.447862,193.5446,203.2277,3.227716,0
16.457239,193.5506,203.2247,3.224691,0
16.466617,193.5567,203.2217,3.221668,0
16.475994,193.5627,203.2186,3.218649,0
16.485371,193.5687,203.2156,3.215632,0
16.494749,193.5748,203.2126,3.212618,0
16.504126,193.2582,203.3709,3.370895,1
16.513503,192.5719,203.7140,3.714049,1
16.522881,191.9381,204.0309,4.030936,1
16.532258,191.3522,204.3239,4.323905,1
16.541635,190.8098,204.5951,4.595092,1
16.551013,190.3071,204.8464,4.846442,1
16.560390,189.8405,205.0797,5.079727,1
16.569767,189.4069,205.2966,5.296560,1
16.579145,189.0032,205.4984,5.498409,1
16.588522,188.6268,205.6866,5.686611,1
16.597899,188.2752,205.8624,5.862384,1
16.607277,187.9463,206.0268,6.026836,1
16.616654,187.6380,206.1810,6.180977,1
16.626032,187.3486,206.3257,6.325725,1
16.635409,187.0762,206.4619,6.461916,1
16.644786,186.8194,206.5903,6.590313,1
16.654164,186.5768,206.7116,6.711610,1
16.663541,186.3471,206.8264,6.826437,1
16.672918,186.1293,206.9354,6.935369,1
16.682296,185.9221,207.0389,7.038931,1
16.691673,185.7248,207.1376,7.137598,1
16.701050,185.5364,207.2318,7.231805,1
16.710428,185.3561,207.3219,7.321947,1
16.719805,185.1832,207.4084,7.408384,1
16.729182,185.0171,207.4914,7.491443,1
16.738560,184.8572,207.5714,7.571422,1
16.747937,184.7028,207.6486,7.648594,1
16.757314,184.5536,207.7232,7.723205,1
16.766692,184.4090,207.7955,7.795480,1
16.776069,184.2688,207.8656,7.865625,1
16.785446,184.1323,207.9338,7.933826,1
16.794824,183.9995,208.0003,8.000252,1
16.804201,183.8699,208.0651,8.065060,1
16.813578,183.7432,208.1284,8.128389,1
16.822956,183.6193,208.1904,8.190369,1
16.832333,183.4978,208.2511,8.251115,1
16.841710,183.3785,208.3107,8.310734,1
16.851088,183.2614,208.3693,8.369323,1
16.860465,183.1461,208.4270,8.426969,1
16.869842,183.0325,208.4838,8.483755,1
16.879220,182.9205,208.5398,8.539752,1
16.888597,182.8099,208.5950,8.595026,1
16.897974,182.7007,208.6496,8.649640,1
16.907352,182.5927,208.7036,8.703647,1
16.916729,182.4858,208.7571,8.757098,1
16.926107,182.3799,208.8100,8.810039,1
16.935484,182.2750,208.8625,8.862512,1
16.944861,182.1709,208.9146,8.914554,1
16.954239,182.0676,208.9662,8.966200,1
16.963616,181.9650,209.0175,9.017481,1
16.972993,181.8631,209.0684,9.068426,1
16.982371,181.7619,209.1191,9.119062,1
16.991748,181.6612,209.1694,9.169411,1
17.001125,181.6501,209.1749,9.174941,0
17.010503,182.2606,208.8697,8.869680,0
17.019880,182.8175,208.5913,8.591260,0
17.029257,183.3254,208.3373,8.337279,0
17.038635,183.7889,208.1055,8.105548,0
17.048012,184.2118,207.8941,7.894078,0
17.057389,184.5979,207.7011,7.701055,0
17.066767,184.9503,207.5248,7.524829,0
17.076144,185.2722,207.3639,7.363895,0
17.085521,185.5662,207.2169,7.216887,0
17.094899,185.8349,207.0826,7.082557,0
17.104276,186.0805,206.9598,6.959771,0
17.113653,186.3050,206.8475,6.847498,0
17.123031,186.5104,206.7448,6.744795,0
17.132408,186.6984,206.6508,6.650807,0
17.141785,186.8705,206.5648,6.564754,0
17.151163,187.0281,206.4859,6.485927,0
17.160540,187.1726,206.4137,6.413678,0
17.169917,187.3052,206.3474,6.347420,0
17.179295,187.4268,206.2866,6.286617,0
17.188672,187.5384,206.2308,6.230781,0
17.198050,187.6411,206.1795,6.179468,0
17.207427,187.7355,206.1323,6.132273,0
17.216804,187.8223,206.0888,6.088829,0
17.226182,187.9024,206.0488,6.048799,0
17.235559,187.9762,206.0119,6.011879,0
17.244936,188.0444,205.9778,5.977792,0
17.254314,188.1074,205.9463,5.946282,0
17.263691,188.1658,205.9171,5.917122,0
17.273068,188.2198,205.8901,5.890100,0
17.282446,188.2699,205.8650,5.865025,0
17.291823,188.3166,205.8417,5.841725,0
17.301200,188.3599,205.8200,5.820040,0
17.310578,188.4003,205.7998,5.799826,0
17.319955,188.4381,205.7810,5.780952,0
17.329332,188.4734,205.7633,5.763298,0
17.338710,188.5065,205.7468,5.746757,0
17.348087,188.5375,205.7312,5.731228,0
17.357464,188.5668,205.7166,5.716621,0
17.366842,188.5943,205.7029,5.702855,0
17.376219,188.6203,205.6899,5.689854,0
17.385596,188.6449,205.6776,5.677551,0
17.394974,188.6682,205.6659,5.665883,0
17.404351,188.6904,205.6548,5.654794,0
17.413728,188.7115,205.6442,5.644233,0
17.423106,188.7317,205.6342,5.634152,0
17.432483,188.7510,205.6245,5.624510,0
17.441860,188.7695,205.6153,5.615267,0
17.451238,188.7872,205.6064,5.606389,0
17.460615,188.8043,205.5978,5.597842,0
17.469992,188.8208,205.5896,5.589598,0
17.479370,188.8367,205.5816,5.581630,0
17.488747,188.8522,205.5739,5.573913,0
17.498125,188.8671,205.5664,5.566427,0
17.507502,188.8817,205.5591,5.559150,0
17.516879,188.8959,205.5521,5.552064,0
17.526257,188.9097,205.5452,5.545152,0
17.535634,188.9232,205.5384,5.538400,0
17.545011,188.9364,205.5318,5.531793,0
17.554389,188.9494,205.5253,5.525320,0
17.563766,188.9621,205.5190,5.518967,0
17.573143,188.9745,205.5127,5.512726,0
17.582521,188.9868,205.5066,5.506586,0
17.591898,188.9989,205.5005,5.500539,0
17.601275,189.0108,205.4946,5.494577,0
17.610653,189.0226,205.4887,5.488693,0
17.620030,189.0342,205.4829,5.482880,0
17.629407,189.0457,205.4771,5.477132,0
17.638785,189.0571,205.4714,5.471444,0
17.648162,189.0684,205.4658,5.465811,0
17.657539,189.0795,205.4602,5.460229,0
17.666917,189.0906,205.4547,5.454692,0
17.676294,189.1016,205.4492,5.449199,0
17.685671,189.1125,205.4437,5.443745,0
