t_s,D_compressed_um,D_extended_um,eps_axial_pct,sigma_on
5.804576,186.8323,206.5839,6.583850,1
5.813953,186.7030,206.6485,6.648514,1
5.823331,186.5763,206.7118,6.711831,1
5.832708,186.4522,206.7739,6.773918,1
5.842086,186.3302,206.8349,6.834881,1
5.851463,186.2104,206.8948,6.894816,1
5.860840,186.0924,206.9538,6.953811,1
5.870218,185.9761,207.0119,7.011947,1
5.879595,185.8614,207.0693,7.069295,1
5.888972,185.7482,207.1259,7.125923,1
5.898350,185.6362,207.1819,7.181890,1
5.907727,185.5255,207.2373,7.237252,1
5.917104,185.4159,207.2921,7.292058,1
5.926482,185.3073,207.3464,7.346355,1
5.935859,185.1996,207.4002,7.400183,1
5.945236,185.0928,207.4536,7.453581,1
5.954614,184.9868,207.5066,7.506583,1
5.963991,184.8816,207.5592,7.559221,1
5.973368,184.7770,207.6115,7.611522,1
5.982746,184.6730,207.6635,7.663513,1
5.992123,184.5696,207.7152,7.715217,1
6.001500,184.5853,207.7073,7.707346,0
6.010878,185.1909,207.4046,7.404572,0
6.020255,185.7429,207.1285,7.128536,0
6.029632,186.2463,206.8768,6.876846,0
6.039010,186.7054,206.6473,6.647323,0
6.048387,187.1240,206.4380,6.437983,0
6.057764,187.5060,206.2470,6.247020,0
6.067142,187.8544,206.0728,6.072788,0
6.076519,188.1724,205.9138,5.913792,0
6.085896,188.4627,205.7687,5.768667,0
6.095274,188.7277,205.6362,5.636173,0
6.104651,188.9696,205.5152,5.515178,0
6.114029,189.1907,205.4047,5.404654,0
6.123406,189.3927,205.3037,5.303664,0
6.132783,189.5773,205.2114,5.211355,0
6.142161,189.7461,205.1270,5.126950,0
6.151538,189.9005,205.0497,5.049742,0
6.160915,190.0418,204.9791,4.979088,0
6.170293,190.1712,204.9144,4.914400,0
6.179670,190.2897,204.8551,4.855146,0
6.189047,190.3983,204.8008,4.800838,0
6.198425,190.4979,204.7510,4.751036,0
6.207802,190.5893,204.7053,4.705335,0
6.217179,190.6733,204.6634,4.663369,0
6.226557,190.7504,204.6248,4.624804,0
6.235934,190.8213,204.5893,4.589336,0
6.245311,190.8866,204.5567,4.556688,0
6.254689,190.9468,204.5266,4.526608,0
6.264066,191.0023,204.4989,4.498866,0
6.273443,191.0535,204.4733,4.473254,0
6.282821,191.1008,204.4496,4.449580,0
6.292198,191.1447,204.4277,4.427673,0
6.301575,191.1853,204.4074,4.407374,0
6.310953,191.2229,204.3885,4.388540,0
6.320330,191.2579,204.3710,4.371039,0
6.329707,191.2905,204.3548,4.354753,0
6.339085,191.3209,204.3396,4.339573,0
6.348462,191.3492,204.3254,4.325401,0
6.357839,191.3757,204.3121,4.312147,0
6.367217,191.4005,204.2997,4.299728,0
6.376594,191.4239,204.2881,4.288071,0
6.385971,191.4458,204.2771,4.277108,0
6.395349,191.4664,204.2668,4.266776,0
6.404726,191.4860,204.2570,4.257020,0
6.414104,191.5044,204.2478,4.247789,0
6.423481,191.5219,204.2390,4.239035,0
6.432858,191.5386,204.2307,4.230717,0
6.442236,191.5544,204.2228,4.222796,0
6.451613,191.5695,204.2152,4.215236,0
6.460990,191.5840,204.2080,4.208005,0
6.470368,191.5979,204.2011,4.201075,0
6.479745,191.6112,204.1944,4.194419,0
6.489122,191.6240,204.1880,4.188012,0
6.498500,191.6363,204.1818,4.181833,0
6.507877,191.6483,204.1759,4.175861,0
6.517254,191.6598,204.1701,4.170078,0
6.526632,191.6711,204.1645,4.164469,0
6.536009,191.6820,204.1590,4.159017,0
6.545386,191.6926,204.1537,4.153708,0
6.554764,191.7029,204.1485,4.148531,0
6.564141,191.7131,204.1435,4.143473,0
6.573518,191.7229,204.1385,4.138525,0
6.582896,191.7326,204.1337,4.133677,0
6.592273,191.7422,204.1289,4.128920,0
6.601650,191.7515,204.1242,4.124247,0
6.611028,191.7607,204.1196,4.119650,0
6.620405,191.7698,204.1151,4.115122,0
6.629782,191.7787,204.1107,4.110659,0
6.639160,191.7875,204.1063,4.106254,0
6.648537,191.7962,204.1019,4.101902,0
6.657914,191.8048,204.0976,4.097600,0
6.667292,191.8133,204.0933,4.093343,0
6.676669,191.8217,204.0891,4.089126,0
6.686047,191.8301,204.0849,4.084948,0
6.695424,191.8384,204.0808,4.080805,0
6.704801,191.8466,204.0767,4.076694,0
6.714179,191.8548,204.0726,4.072612,0
6.723556,191.8629,204.0686,4.068557,0
6.732933,191.8709,204.0645,4.064528,0
6.742311,191.8790,204.0605,4.060521,0
6.751688,191.8869,204.0565,4.056536,0
6.761065,191.8949,204.0526,4.052571,0
6.770443,191.9028,204.0486,4.048624,0
6.779820,191.9106,204.0447,4.044694,0
6.789197,191.9184,204.0408,4.040779,0
6.798575,191.9262,204.0369,4.036880,0
6.807952,191.9340,204.0330,4.032994,0
6.817329,191.9418,204.0291,4.029121,0
6.826707,191.9495,204.0253,4.025260,0
6.836084,191.9572,204.0214,4.021410,0
6.845461,191.9649,204.0176,4.017571,0
6.854839,191.9725,204.0137,4.013741,0
6.864216,191.9802,204.0099,4.009921,0
6.873593,191.9878,204.0061,4.006109,0
6.882971,191.9954,204.0023,4.002306,0
6.892348,192.0030,203.9985,3.998511,0
6.901725,192.0106,203.9947,3.994723,0
6.911103,192.0181,203.9909,3.990943,0
6.920480,192.0257,203.9872,3.987169,0
6.929857,192.0332,203.9834,3.983401,0
6.939235,192.0407,203.9796,3.979640,0
6.948612,192.0482,203.9759,3.975885,0
6.957989,192.0557,203.9721,3.972136,0
6.967367,192.0632,203.9684,3.968392,0
6.976744,192.0707,203.9647,3.964654,0
6.986122,192.0782,203.9609,3.960920,0
6.995499,192.0856,203.9572,3.957192,0
7.004876,192.0931,203.9535,3.953469,0
7.014254,192.1005,203.9498,3.949750,0
7.023631,192.1079,203.9460,3.946037,0
7.033008,192.1153,203.9423,3.942327,0
7.042386,192.1228,203.9386,3.938622,0
7.051763,192.1302,203.9349,3.934922,0
7.061140,192.1375,203.9312,3.931225,0
7.070518,192.1449,203.9275,3.927533,0
7.079895,192.1523,203.9238,3.923845,0
7.089272,192.1597,203.9202,3.920161,0
7.098650,192.1670,203.9165,3.916481,0
7.108027,192.1744,203.9128,3.912805,0
7.117404,192.1817,203.9091,3.909133,0
7.126782,192.1891,203.9055,3.905465,0
7.136159,192.1964,203.9018,3.901801,0
7.145536,192.2037,203.8981,3.898140,0
7.154914,192.2110,203.8945,3.894483,0
7.164291,192.2183,203.8908,3.890830,0
7.173668,192.2256,203.8872,3.887181,0
7.183046,192.2329,203.8835,3.883535,0
7.192423,192.2402,203.8799,3.879893,0
7.201800,192.2475,203.8763,3.876254,0
7.211178,192.2548,203.8726,3.872619,0
7.220555,192.2620,203.8690,3.868988,0
7.229932,192.2693,203.8654,3.865360,0
7.239310,192.2765,203.8617,3.861735,0
7.248687,192.2838,203.8581,3.858114,0
7.258065,192.2910,203.8545,3.854497,0
7.267442,192.2982,203.8509,3.850883,0
7.276819,192.3055,203.8473,3.847273,0
7.286197,192.3127,203.8437,3.843666,0
7.295574,192.3199,203.8401,3.840063,0
7.304951,192.3271,203.8365,3.836463,0
7.314329,192.3343,203.8329,3.832866,0
7.323706,192.3415,203.8293,3.829273,0
7.333083,192.3486,203.8257,3.825683,0
7.342461,192.3558,203.8221,3.822097,0
7.351838,192.3630,203.8185,3.818514,0
7.361215,192.3701,203.8149,3.814935,0
7.370593,192.3773,203.8114,3.811359,0
7.379970,192.3844,203.8078,3.807786,0
7.389347,192.3916,203.8042,3.804217,0
7.398725,192.3987,203.8007,3.800651,0
7.408102,192.4058,203.7971,3.797088,0
7.417479,192.4129,203.7935,3.793529,0
7.426857,192.4201,203.7900,3.789973,0
7.436234,192.4272,203.7864,3.786420,0
7.445611,192.4343,203.7829,3.782871,0
7.454989,192.4413,203.7793,3.779325,0
7.464366,192.4484,203.7758,3.775783,0
7.473743,192.4555,203.7722,3.772244,0
7.483121,192.4626,203.7687,3.768708,0
7.492498,192.4696,203.7652,3.765175,0
7.501875,192.4767,203.7616,3.761646,0
7.511253,192.4838,203.7581,3.758120,0
7.520630,192.4908,203.7546,3.754598,0
7.530008,192.4978,203.7511,3.751079,0
7.539385,192.5049,203.7476,3.747563,0
7.548762,192.5119,203.7441,3.744050,0
7.558140,192.5189,203.7405,3.740541,0
7.567517,192.5259,203.7370,3.737035,0
7.576894,192.5329,203.7335,3.733532,0
7.586272,192.5399,203.7300,3.730032,0
7.595649,192.5469,203.7265,3.726536,0
7.605026,192.5539,203.7230,3.723043,0
7.614404,192.5609,203.7196,3.719554,0
7.623781,192.5679,203.7161,3.716067,0
7.633158,192.5748,203.7126,3.712584,0
7.642536,192.5818,203.7091,3.709105,0
7.651913,192.5887,203.7056,3.705628,0
7.661290,192.5957,203.7022,3.702155,0
7.670668,192.6026,203.6987,3.698685,0
7.680045,192.6096,203.6952,3.695218,0
7.689422,192.6165,203.6918,3.691754,0
7.698800,192.6234,203.6883,3.688294,0
7.708177,192.6303,203.6848,3.684837,0
7.717554,192.6372,203.6814,3.681383,0
7.726932,192.6441,203.6779,3.677933,0
7.736309,192.6510,203.6745,3.674485,0
7.745686,192.6579,203.6710,3.671041,0
7.755064,192.6648,203.6676,3.667600,0
7.764441,192.6717,203.6642,3.664163,0
7.773818,192.6785,203.6607,3.660728,0
7.783196,192.6854,203.6573,3.657297,0
7.792573,192.6923,203.6539,3.653869,0
7.801950,192.6991,203.6504,3.650445,0
7.811328,192.7060,203.6470,3.647023,0
7.820705,192.7128,203.6436,3.643605,0
7.830083,192.7196,203.6402,3.640190,0
7.839460,192.7264,203.6368,3.636778,0
7.848837,192.7333,203.6334,3.633369,0
7.858215,192.7401,203.6300,3.629963,0
7.867592,192.7469,203.6266,3.626561,0
7.876969,192.7537,203.6232,3.623162,0
7.886347,192.7605,203.6198,3.619766,0
7.895724,192.7673,203.6164,3.616373,0
7.905101,192.7740,203.6130,3.612983,0
7.914479,192.7808,203.6096,3.609597,0
7.923856,192.7876,203.6062,3.606214,0
7.933233,192.7943,203.6028,3.602834,0
7.942611,192.8011,203.5995,3.599457,0
7.951988,192.8078,203.5961,3.596083,0
7.961365,192.8146,203.5927,3.592712,0
7.970743,192.8213,203.5893,3.589345,0
7.980120,192.8280,203.5860,3.585981,0
7.989497,192.8348,203.5826,3.582620,0
7.998875,192.8415,203.5793,3.579262,0
8.008252,192.8482,203.5759,3.575907,0
8.017629,192.8549,203.5726,3.572555,0
8.027007,192.8616,203.5692,3.569207,0
8.036384,192.8683,203.5659,3.565861,0
8.045761,192.8750,203.5625,3.562519,0
8.055139,192.8816,203.5592,3.559180,0
8.064516,192.8883,203.5558,3.555844,0
8.073893,192.8950,203.5525,3.552511,0
8.083271,192.9016,203.5492,3.549181,0
8.092648,192.9083,203.5459,3.545854,0
8.102026,192.9149,203.5425,3.542531,0
8.111403,192.9216,203.5392,3.539211,0
8.120780,192.9282,203.5359,3.535893,0
8.130158,192.9348,203.5326,3.532579,0
8.139535,192.9415,203.5293,3.529268,0
8.148912,192.9481,203.5260,3.525960,0
8.158290,192.9547,203.5227,3.522655,0
8.167667,192.9613,203.5194,3.519353,0
8.177044,192.9679,203.5161,3.516055,0
8.186422,192.9745,203.5128,3.512759,0
8.195799,192.9811,203.5095,3.509467,0
8.205176,192.9876,203.5062,3.506177,0
8.214554,192.9942,203.5029,3.502891,0
8.223931,193.0008,203.4996,3.499608,0
8.233308,193.0073,203.4963,3.496328,0
8.242686,193.0139,203.4931,3.493050,0
8.252063,193.0204,203.4898,3.489776,0
8.261440,193.0270,203.4865,3.486506,0
8.270818,193.0335,203.4832,3.483238,0
8.280195,193.0401,203.4800,3.479973,0
8.289572,193.0466,203.4767,3.476711,0
8.298950,193.0531,203.4735,3.473452,0
8.308327,193.0596,203.4702,3.470197,0
8.317704,193.0661,203.4669,3.466944,0
8.327082,193.0726,203.4637,3.463695,0
8.336459,193.0791,203.4604,3.460448,0
8.345836,193.0856,203.4572,3.457205,0
8.355214,193.0921,203.4540,3.453964,0
8.364591,193.0985,203.4507,3.450727,0
8.373968,193.1050,203.4475,3.447492,0
8.383346,193.1115,203.4443,3.444261,0
8.392723,193.1179,203.4410,3.441033,0
8.402101,193.1244,203.4378,3.437808,0
8.411478,193.1308,203.4346,3.434585,0
8.420855,193.1373,203.4314,3.431366,0
8.430233,193.1437,203.4281,3.428150,0
8.439610,193.1501,203.4249,3.424937,0
8.448987,193.1565,203.4217,3.421727,0
8.458365,193.1630,203.4185,3.418519,0
8.467742,193.1694,203.4153,3.415315,0
8.477119,193.1758,203.4121,3.412114,0
8.486497,193.1822,203.4089,3.408916,0
8.495874,193.1886,203.4057,3.405721,0
8.505251,193.1949,203.4025,3.402529,0
8.514629,193.2013,203.3993,3.399339,0
8.524006,193.2077,203.3962,3.396153,0
8.533383,193.2141,203.3930,3.392970,0
8.542761,193.2204,203.3898,3.389790,0
8.552138,193.2268,203.3866,3.386613,0
8.561515,193.2331,203.3834,3.383438,0
8.570893,193.2395,203.3803,3.380267,0
8.580270,193.2458,203.3771,3.377099,0
8.589647,193.2521,203.3739,3.373933,0
8.599025,193.2585,203.3708,3.370771,0
8.608402,193.2648,203.3676,3.367612,0
8.617779,193.2711,203.3645,3.364455,0
8.627157,193.2774,203.3613,3.361302,0
8.636534,193.2837,203.3582,3.358151,0
8.645911,193.2900,203.3550,3.355004,0
8.655289,193.2963,203.3519,3.351859,0
8.664666,193.3026,203.3487,3.348717,0
8.674044,193.3088,203.3456,3.345579,0
8.683421,193.3151,203.3424,3.342443,0
8.692798,193.3214,203.3393,3.339310,0
8.702176,193.3276,203.3362,3.336180,0
8.711553,193.3339,203.3331,3.333053,0
8.720930,193.3401,203.3299,3.329929,0
8.730308,193.3464,203.3268,3.326808,0
8.739685,193.3526,203.3237,3.323690,0
8.749062,193.3589,203.3206,3.320574,0
8.758440,193.3651,203.3175,3.317462,0
8.767817,193.3713,203.3144,3.314353,0
8.777194,193.3775,203.3112,3.311246,0
8.786572,193.3837,203.3081,3.308142,0
8.795949,193.3899,203.3050,3.305042,0
8.805326,193.3961,203.3019,3.301944,0
8.814704,193.4023,203.2988,3.298849,0
8.824081,193.4085,203.2958,3.295757,0
8.833458,193.4147,203.2927,3.292668,0
8.842836,193.4208,203.2896,3.289582,0
8.852213,193.4270,203.2865,3.286498,0
8.861590,193.4332,203.2834,3.283418,0
8.870968,193.4393,203.2803,3.280340,0
8.880345,193.4455,203.2773,3.277266,0
8.889722,193.4516,203.2742,3.274194,0
8.899100,193.4577,203.2711,3.271125,0
8.908477,193.4639,203.2681,3.268059,0
8.917854,193.4700,203.2650,3.264996,0
8.927232,193.4761,203.2619,3.261936,0
8.936609,193.4822,203.2589,3.258878,0
8.945986,193.4884,203.2558,3.255824,0
8.955364,193.4945,203.2528,3.252772,0
8.964741,193.5006,203.2497,3.249723,0
8.974119,193.5066,203.2467,3.246677,0
8.983496,193.5127,203.2436,3.243634,0
8.992873,193.5188,203.2406,3.240594,0
9.002251,193.5249,203.2376,3.237557,0
9.011628,193.5310,203.2345,3.234522,0
9.021005,193.5370,203.2315,3.231490,0
9.030383,193.5431,203.2285,3.228462,0
9.039760,193.5491,203.2254,3.225436,0
9.049137,193.5552,203.2224,3.222412,0
9.058515,193.5612,203.2194,3.219392,0
9.067892,193.5673,203.2164,3.216374,0
9.077269,193.5733,203.2134,3.213360,0
9.086647,193.5793,203.2103,3.210348,0
9.096024,193.5853,203.2073,3.207339,0
9.105401,193.5913,203.2043,3.204333,0
9.114779,193.5973,203.2013,3.201329,0
9.124156,193.6033,203.1983,3.198329,0
9.133533,193.6093,203.1953,3.195331,0
9.142911,193.6153,203.1923,3.192336,0
9.152288,193.6213,203.1893,3.189344,0
9.161665,193.6273,203.1864,3.186354,0
9.171043,193.6333,203.1834,3.183368,0
9.180420,193.6392,203.1804,3.180384,0
9.189797,193.6452,203.1774,3.177403,0
9.199175,193.6512,203.1744,3.174425,0
9.208552,193.6571,203.1714,3.171450,0
9.217929,193.6630,203.1685,3.168477,0
9.227307,193.6690,203.1655,3.165507,0
9.236684,193.6749,203.1625,3.162540,0
9.246062,193.6808,203.1596,3.159576,0
9.255439,193.6868,203.1566,3.156615,0
9.264816,193.6927,203.1537,3.153656,0
9.274194,193.6986,203.1507,3.150700,0
9.283571,193.7045,203.1477,3.147747,0
9.292948,193.7104,203.1448,3.144796,0
9.302326,193.7163,203.1418,3.141849,0
9.311703,193.7222,203.1389,3.138904,0
9.321080,193.7281,203.1360,3.135962,0
9.330458,193.7340,203.1330,3.133023,0
9.339835,193.7398,203.1301,3.130086,0
9.349212,193.7457,203.1272,3.127152,0
9.358590,193.7516,203.1242,3.124221,0
9.367967,193.7574,203.1213,3.121293,0
9.377344,193.7633,203.1184,3.118367,0
9.386722,193.7691,203.1154,3.115444,0
9.396099,193.7750,203.1125,3.112524,0
9.405476,193.7808,203.1096,3.109607,0
9.414854,193.7866,203.1067,3.106692,0
9.424231,193.7924,203.1038,3.103780,0
9.433608,193.7983,203.1009,3.100871,0
9.442986,193.8041,203.0980,3.097965,0
9.452363,193.8099,203.0951,3.095061,0
9.461740,193.8157,203.0922,3.092160,0
9.471118,193.8215,203.0893,3.089262,0
9.480495,193.8273,203.0864,3.086366,0
9.489872,193.8331,203.0835,3.083474,0
9.499250,193.8388,203.0806,3.080583,0
9.508627,193.8446,203.0777,3.077696,0
9.518005,193.8504,203.0748,3.074811,0
9.527382,193.8561,203.0719,3.071929,0
9.536759,193.8619,203.0690,3.069050,0
9.546137,193.8677,203.0662,3.066173,0
9.555514,193.8734,203.0633,3.063299,0
9.564891,193.8791,203.0604,3.060428,0
9.574269,193.8849,203.0576,3.057560,0
9.583646,193.8906,203.0547,3.054694,0
9.593023,193.8963,203.0518,3.051831,0
9.602401,193.9021,203.0490,3.048970,0
9.611778,193.9078,203.0461,3.046113,0
9.621155,193.9135,203.0433,3.043257,0
9.630533,193.9192,203.0404,3.040405,0
9.639910,193.9249,203.0376,3.037555,0
9.649287,193.9306,203.0347,3.034708,0
9.658665,193.9363,203.0319,3.031864,0
9.668042,193.9420,203.0290,3.029022,0
9.677419,193.9476,203.0262,3.026183,0
9.686797,193.9533,203.0233,3.023346,0
9.696174,193.9590,203.0205,3.020513,0
9.705551,193.9646,203.0177,3.017682,0
9.714929,193.9703,203.0149,3.014853,0
9.724306,193.9759,203.0120,3.012027,0
9.733683,193.9816,203.0092,3.009204,0
9.743061,193.9872,203.0064,3.006384,0
9.752438,193.9929,203.0036,3.003566,0
9.761815,193.9985,203.0008,3.000751,0
9.771193,194.0041,202.9979,2.997938,0
9.780570,194.0097,202.9951,2.995128,0
9.789947,194.0154,202.9923,2.992321,0
9.799325,194.0210,202.9895,2.989516,0
9.808702,194.0266,202.9867,2.986714,0
9.818080,194.0322,202.9839,2.983915,0
9.827457,194.0378,202.9811,2.981118,0
9.836834,194.0434,202.9783,2.978324,0
9.846212,194.0489,202.9755,2.975532,0
9.855589,194.0545,202.9727,2.972743,0
9.864966,194.0601,202.9700,2.969957,0
9.874344,194.0657,202.9672,2.967173,0
9.883721,194.0712,202.9644,2.964392,0
9.893098,194.0768,202.9616,2.961613,0
9.902476,194.0823,202.9588,2.958837,0
9.911853,194.0879,202.9561,2.956064,0
9.921230,194.0934,202.9533,2.953293,0
9.930608,194.0989,202.9505,2.950525,0
9.939985,194.1045,202.9478,2.947760,0
9.949362,194.1100,202.9450,2.944997,0
9.958740,194.1155,202.9422,2.942237,0
9.968117,194.1210,202.9395,2.939479,0
9.977494,194.1266,202.9367,2.936724,0
9.986872,194.1321,202.9340,2.933971,0
9.996249,194.1376,202.9312,2.931221,0
10.005626,194.1431,202.9285,2.928474,0
10.015004,194.1485,202.9257,2.925729,0
10.024381,194.1540,202.9230,2.922987,0
10.033758,194.1595,202.9202,2.920247,0
10.043136,194.1650,202.9175,2.917510,0
10.052513,194.1704,202.9148,2.914775,0
10.061890,194.1759,202.9120,2.912043,0
10.071268,194.1814,202.9093,2.909314,0
10.080645,194.1868,202.9066,2.906587,0
10.090023,194.1923,202.9039,2.903862,0
10.099400,194.1977,202.9011,2.901141,0
10.108777,194.2032,202.8984,2.898421,0
10.118155,194.2086,202.8957,2.895705,0
10.127532,194.2140,202.8930,2.892991,0
10.136909,194.2194,202.8903,2.890279,0
10.146287,194.2249,202.8876,2.887570,0
10.155664,194.2303,202.8849,2.884864,0
10.165041,194.2357,202.8822,2.882160,0
10.174419,194.2411,202.8795,2.879458,0
10.183796,194.2465,202.8768,2.876759,0
10.193173,194.2519,202.8741,2.874063,0
10.202551,194.2573,202.8714,2.871369,0
10.211928,194.2626,202.8687,2.868678,0
10.221305,194.2680,202.8660,2.865989,0
10.230683,194.2734,202.8633,2.863303,0
10.240060,194.2788,202.8606,2.860619,0
10.249437,194.2841,202.8579,2.857938,0
10.258815,194.2895,202.8553,2.855259,0
10.268192,194.2948,202.8526,2.852583,0
10.277569,194.3002,202.8499,2.849909,0
10.286947,194.3055,202.8472,2.847238,0
10.296324,194.3109,202.8446,2.844569,0
10.305701,194.3162,202.8419,2.841903,0
10.315079,194.3215,202.8392,2.839239,0
10.324456,194.3268,202.8366,2.836578,0
10.333833,194.3322,202.8339,2.833919,0
10.343211,194.3375,202.8313,2.831263,0
10.352588,194.3428,202.8286,2.828609,0
10.361965,194.3481,202.8260,2.825958,0
10.371343,194.3534,202.8233,2.823309,0
10.380720,194.3587,202.8207,2.820663,0
10.390098,194.3640,202.8180,2.818019,0
10.399475,194.3692,202.8154,2.815378,0
10.408852,194.3745,202.8127,2.812739,0
10.418230,194.3798,202.8101,2.810103,0
10.427607,194.3851,202.8075,2.807469,0
10.436984,194.3903,202.8048,2.804837,0
10.446362,194.3956,202.8022,2.802208,0
10.455739,194.4008,202.7996,2.799582,0
10.465116,194.4061,202.7970,2.796958,0
10.474494,194.4113,202.7943,2.794336,0
10.483871,194.4166,202.7917,2.791717,0
10.493248,194.4218,202.7891,2.789101,0
10.502626,194.4270,202.7865,2.786486,0
10.512003,194.4323,202.7839,2.783875,0
10.521380,194.4375,202.7813,2.781265,0
10.530758,194.4427,202.7787,2.778658,0
10.540135,194.4479,202.7761,2.776054,0
10.549512,194.4531,202.7735,2.773452,0
10.558890,194.4583,202.7709,2.770852,0
10.568267,194.4635,202.7683,2.768255,0
10.577644,194.4687,202.7657,2.765661,0
10.587022,194.4739,202.7631,2.763068,0
10.596399,194.4790,202.7605,2.760479,0
10.605776,194.4842,202.7579,2.757891,0
10.615154,194.4894,202.7553,2.755306,0
10.624531,194.4946,202.7527,2.752724,0
10.633908,194.4997,202.7501,2.750144,0
10.643286,194.5049,202.7476,2.747566,0
10.652663,194.5100,202.7450,2.744991,0
10.662041,194.5152,202.7424,2.742418,0
10.671418,194.5203,202.7398,2.739847,0
10.680795,194.5254,202.7373,2.737279,0
10.690173,194.5306,202.7347,2.734714,0
10.699550,194.5357,202.7322,2.732150,0
10.708927,194.5408,202.7296,2.729590,0
10.718305,194.5459,202.7270,2.727031,0
10.727682,194.5510,202.7245,2.724475,0
10.737059,194.5562,202.7219,2.721921,0
10.746437,194.5613,202.7194,2.719370,0
10.755814,194.5664,202.7168,2.716821,0
10.765191,194.5715,202.7143,2.714275,0
10.774569,194.5765,202.7117,2.711731,0
10.783946,194.5816,202.7092,2.709189,0
10.793323,194.5867,202.7066,2.706650,0
10.802701,194.5918,202.7041,2.704113,0
10.812078,194.5968,202.7016,2.701578,0
10.821455,194.6019,202.6990,2.699046,0
10.830833,194.6070,202.6965,2.696516,0
10.840210,194.6120,202.6940,2.693989,0
10.849587,194.6171,202.6915,2.691464,0
10.858965,194.6221,202.6889,2.688941,0
10.868342,194.6272,202.6864,2.686421,0
10.877719,194.6322,202.6839,2.683903,0
10.887097,194.6372,202.6814,2.681387,0
10.896474,194.6423,202.6789,2.678874,0
10.905851,194.6473,202.6764,2.676363,0
10.915229,194.6523,202.6739,2.673855,0
10.924606,194.6573,202.6713,2.671348,0
10.933983,194.6623,202.6688,2.668845,0
10.943361,194.6673,202.6663,2.666343,0
10.952738,194.6723,202.6638,2.663844,0
10.962116,194.6773,202.6613,2.661347,0
10.971493,194.6823,202.6589,2.658853,0
10.980870,194.6873,202.6564,2.656361,0
10.990248,194.6923,202.6539,2.653871,0
10.999625,194.6972,202.6514,2.651383,0
11.009002,194.0128,202.9936,2.993622,1
11.018380,193.3533,203.3233,3.323335,1
11.027757,192.7439,203.6280,3.628029,1
11.037134,192.1801,203.9099,3.909940,1
11.046512,191.6578,204.1711,4.171103,1
11.055889,191.1733,204.4134,4.413371,1
11.065266,190.7231,204.6384,4.638431,1
11.074644,190.3044,204.8478,4.847818,1
11.084021,189.9141,205.0429,5.042933,1
11.093398,189.5499,205.2250,5.225047,1
11.102776,189.2094,205.3953,5.395321,1
11.112153,188.8904,205.5548,5.554810,1
11.121530,188.5910,205.7045,5.704476,1
11.130908,188.3096,205.8452,5.845193,1
11.140285,188.0445,205.9778,5.977759,1
11.149662,187.7942,206.1029,6.102898,1
11.159040,187.5575,206.2213,6.221272,1
11.168417,187.3330,206.3335,6.333482,1
11.177794,187.1198,206.4401,6.440075,1
11.187172,186.9169,206.5416,6.541550,1
11.196549,186.7233,206.6384,6.638362,1
11.205926,186.5382,206.7309,6.730922,1
11.215304,186.3608,206.8196,6.819609,1
11.224681,186.1905,206.9048,6.904763,1
11.234059,186.0266,206.9867,6.986698,1
11.243436,185.8686,207.0657,7.065698,1
11.252813,185.7160,207.1420,7.142020,1
11.262191,185.5682,207.2159,7.215901,1
11.271568,185.4249,207.2876,7.287555,1
11.280945,185.2856,207.3572,7.357178,1
11.290323,185.1501,207.4249,7.424946,1
11.299700,185.0180,207.4910,7.491022,1
11.309077,184.8889,207.5556,7.555553,1
11.318455,184.7627,207.6187,7.618674,1
11.327832,184.6390,207.6805,7.680506,1
11.337209,184.5177,207.7412,7.741161,1
11.346587,184.3985,207.8007,7.800740,1
11.355964,184.2813,207.8593,7.859335,1
11.365341,184.1659,207.9170,7.917031,1
11.374719,184.0522,207.9739,7.973903,1
11.384096,183.9400,208.0300,8.030022,1
11.393473,183.8291,208.0855,8.085450,1
11.402851,183.7195,208.1402,8.140246,1
11.412228,183.6111,208.1945,8.194462,1
11.421605,183.5037,208.2481,8.248146,1
11.430983,183.3973,208.3013,8.301341,1
11.440360,183.2918,208.3541,8.354088,1
11.449737,183.1872,208.4064,8.406421,1
11.459115,183.0832,208.4584,8.458375,1
11.468492,182.9800,208.5100,8.509980,1
11.477869,182.8775,208.5613,8.561261,1
11.487247,182.7755,208.6122,8.612245,1
11.496624,182.6741,208.6630,8.662954,1
11.506002,183.0387,208.4807,8.480666,0
11.515379,183.6197,208.1902,8.190175,0
11.524756,184.1495,207.9252,7.925246,0
11.534134,184.6328,207.6836,7.683593,0
11.543511,185.0737,207.4631,7.463132,0
11.552888,185.4761,207.2620,7.261967,0
11.562266,185.8433,207.0784,7.078371,0
11.571643,186.1785,206.9108,6.910771,0
11.581020,186.4845,206.7577,6.757737,0
11.590398,186.7641,206.6180,6.617965,0
11.599775,187.0195,206.4903,6.490267,0
11.609152,187.2529,206.3736,6.373565,0
11.618530,187.4663,206.2669,6.266873,0
11.627907,187.6614,206.1693,6.169297,0
11.637284,187.8400,206.0800,6.080021,0
11.646662,188.0034,205.9983,5.998302,0
11.656039,188.1531,205.9235,5.923464,0
11.665416,188.2902,205.8549,5.854892,0
11.674794,188.4159,205.7920,5.792025,0
11.684171,188.5313,205.7344,5.734353,0
11.693548,188.6372,205.6814,5.681412,0
11.702926,188.7344,205.6328,5.632778,0
11.712303,188.8239,205.5881,5.588066,0
11.721680,188.9061,205.5469,5.546926,0
11.731058,188.9819,205.5090,5.509037,0
11.740435,189.0518,205.4741,5.474111,0
