t_s,eps_single_pct,eps_mod_pct,sigma_on
4.878976,0.004013,4.086110,0
4.884977,0.003918,4.083658,0
4.890978,0.003825,4.081208,0
4.896979,0.003734,4.078760,0
4.902981,0.003646,4.076313,0
4.908982,0.003559,4.073867,0
4.914983,0.003475,4.071423,0
4.920984,0.003392,4.068981,0
4.926985,0.003312,4.066539,0
4.932987,0.003233,4.064100,0
4.938988,0.003157,4.061662,0
4.944989,0.003082,4.059225,0
4.950990,0.003009,4.056790,0
4.956991,0.002937,4.054356,0
4.962993,0.002868,4.051923,0
4.968994,0.002800,4.049492,0
4.974995,0.002733,4.047063,0
4.980996,0.002668,4.044635,0
4.986997,0.002605,4.042208,0
4.992999,0.002543,4.039783,0
4.999000,0.002483,4.037360,0
5.005001,0.171273,4.229704,1
5.011002,0.369427,4.450308,1
5.017003,0.562880,4.659888,1
5.023005,0.751745,4.859084,1
5.029006,0.936130,5.048501,1
5.035007,1.116142,5.228707,1
5.041008,1.291884,5.400237,1
5.047009,1.463457,5.563596,1
5.053011,1.630961,5.719258,1
5.059012,1.794492,5.867671,1
5.065013,1.954144,6.009256,1
5.071014,2.110010,6.144409,1
5.077015,2.262178,6.273505,1
5.083017,2.410737,6.396893,1
5.089018,2.555773,6.514907,1
5.095019,2.697368,6.627858,1
5.101020,2.835605,6.736040,1
5.107021,2.970563,6.839730,1
5.113023,3.102320,6.939187,1
5.119024,3.230952,7.034658,1
5.125025,3.356533,7.126374,1
5.131026,3.479135,7.214552,1
5.137027,3.598829,7.299397,1
5.143029,3.715685,7.381103,1
5.149030,3.829768,7.459851,1
5.155031,3.941146,7.535812,1
5.161032,4.049881,7.609147,1
5.167033,4.156038,7.680009,1
5.173035,4.259677,7.748541,1
5.179036,4.360857,7.814876,1
5.185037,4.459638,7.879143,1
5.191038,4.556076,7.941459,1
5.197039,4.650226,8.001939,1
5.203041,4.742143,8.060687,1
5.209042,4.831880,8.117804,1
5.215043,4.919489,8.173384,1
5.221044,5.005019,8.227514,1
5.227045,5.088521,8.280278,1
5.233047,5.170042,8.331756,1
5.239048,5.249630,8.382020,1
5.245049,5.327330,8.431140,1
5.251050,5.403186,8.479182,1
5.257051,5.477244,8.526208,1
5.263053,5.549545,8.572275,1
5.269054,5.620131,8.617439,1
5.275055,5.689043,8.661751,1
5.281056,5.756321,8.705259,1
5.287057,5.822002,8.748010,1
5.293059,5.886126,8.790046,1
5.299060,5.948729,8.831408,1
5.305061,6.009847,8.872134,1
5.311062,6.069515,8.912260,1
5.317063,6.127768,8.951820,1
5.323065,6.184640,8.990846,1
5.329066,6.240162,9.029368,1
5.335067,6.294368,9.067414,1
5.341068,6.347287,9.105011,1
5.347069,6.398952,9.142184,1
5.353071,6.449391,9.178957,1
5.359072,6.498634,9.215351,1
5.365073,6.546709,9.251389,1
5.371074,6.593643,9.287089,1
5.377075,6.639464,9.322470,1
5.383077,6.684199,9.357550,1
5.389078,6.727872,9.392345,1
5.395079,6.770510,9.426870,1
5.401080,6.812136,9.461141,1
5.407081,6.852775,9.495172,1
5.413083,6.892450,9.528974,1
5.419084,6.931183,9.562561,1
5.425085,6.968999,9.595943,1
5.431086,7.005917,9.629132,1
5.437087,7.041959,9.662139,1
5.443089,7.077147,9.694971,1
5.449090,7.111500,9.727639,1
5.455091,7.145038,9.760152,1
5.461092,7.177781,9.792516,1
5.467093,7.209747,9.824740,1
5.473095,7.240955,9.856831,1
5.479096,7.271423,9.888796,1
5.485097,7.301168,9.920640,1
5.491098,7.330207,9.952370,1
5.497099,7.358558,9.983991,1
5.503101,7.281152,9.893775,0
5.509102,7.108451,9.698538,0
5.515103,6.939845,9.514445,0
5.521104,6.775239,9.340846,0
5.527105,6.614538,9.177131,0
5.533107,6.457647,9.022723,0
5.539108,6.304479,8.877081,0
5.545109,6.154943,8.739694,0
5.551110,6.008954,8.610082,0
5.557111,5.866428,8.487791,0
5.563113,5.727282,8.372396,0
5.569114,5.591437,8.263495,0
5.575115,5.458814,8.160710,0
5.581116,5.329336,8.063685,0
5.587117,5.202930,7.972084,0
5.593119,5.079522,7.885592,0
5.599120,4.959040,7.803911,0
5.605121,4.841417,7.726761,0
5.611122,4.726584,7.653879,0
5.617123,4.614474,7.585015,0
5.623125,4.505023,7.519936,0
5.629126,4.398169,7.458422,0
5.635127,4.293849,7.400265,0
5.641128,4.192003,7.345270,0
5.647129,4.092573,7.293252,0
5.653131,3.995501,7.244039,0
5.659132,3.900732,7.197467,0
5.665133,3.808211,7.153382,0
5.671134,3.717884,7.111641,0
5.677135,3.629699,7.072105,0
5.683137,3.543607,7.034648,0
5.689138,3.459556,6.999147,0
5.695139,3.377499,6.965490,0
5.701140,3.297388,6.933569,0
5.707141,3.219177,6.903283,0
5.713143,3.142822,6.874537,0
5.719144,3.068277,6.847242,0
5.725145,2.995501,6.821312,0
5.731146,2.924451,6.796669,0
5.737147,2.855086,6.773238,0
5.743149,2.787366,6.750948,0
5.749150,2.721252,6.729733,0
5.755151,2.656707,6.709530,0
5.761152,2.593693,6.690282,0
5.767153,2.532173,6.671931,0
5.773155,2.472112,6.654427,0
5.779156,2.413477,6.637719,0
5.785157,2.356231,6.621763,0
5.791158,2.300344,6.606513,0
5.797159,2.245782,6.591929,0
5.803161,2.192514,6.577973,0
5.809162,2.140510,6.564607,0
5.815163,2.089740,6.551799,0
5.821164,2.040173,6.539514,0
5.827165,1.991782,6.527724,0
5.833167,1.944539,6.516398,0
5.839168,1.898417,6.505511,0
5.845169,1.853388,6.495038,0
5.851170,1.809428,6.484953,0
5.857171,1.766510,6.475234,0
5.863173,1.724610,6.465861,0
5.869174,1.683704,6.456813,0
5.875175,1.643768,6.448072,0
5.881176,1.604780,6.439620,0
5.887177,1.566716,6.431439,0
5.893179,1.529555,6.423515,0
5.899180,1.493276,6.415832,0
5.905181,1.457857,6.408377,0
5.911182,1.423278,6.401137,0
5.917183,1.389519,6.394099,0
5.923185,1.356561,6.387251,0
5.929186,1.324385,6.380583,0
5.935187,1.292972,6.374084,0
5.941188,1.262304,6.367744,0
5.947189,1.232363,6.361555,0
5.953191,1.203133,6.355507,0
5.959192,1.174596,6.349593,0
5.965193,1.146736,6.343805,0
5.971194,1.119536,6.338136,0
5.977195,1.092982,6.332579,0
5.983197,1.067058,6.327127,0
5.989198,1.041748,6.321774,0
5.995199,1.017039,6.316516,0
6.001200,0.992916,6.311346,0
6.007201,0.969365,6.306260,0
6.013203,0.946373,6.301252,0
6.019204,0.923926,6.296319,0
6.025205,0.902011,6.291456,0
6.031206,0.880616,6.286659,0
6.037207,0.859729,6.281924,0
6.043209,0.839337,6.277248,0
6.049210,0.819429,6.272628,0
6.055211,0.799993,6.268061,0
6.061212,0.781018,6.263543,0
6.067213,0.762493,6.259072,0
6.073215,0.744407,6.254645,0
6.079216,0.726751,6.250260,0
6.085217,0.709513,6.245914,0
6.091218,0.692684,6.241606,0
6.097219,0.676254,6.237333,0
6.103221,0.660214,6.233093,0
6.109222,0.644555,6.228885,0
6.115223,0.629266,6.224707,0
6.121224,0.614341,6.220557,0
6.127225,0.599769,6.216433,0
6.133227,0.585543,6.212335,0
6.139228,0.571655,6.208261,0
6.145229,0.558096,6.204209,0
6.151230,0.544858,6.200179,0
6.157231,0.531935,6.196169,0
6.163233,0.519318,6.192179,0
6.169234,0.507000,6.188207,0
6.175235,0.494975,6.184252,0
6.181236,0.483234,6.180314,0
6.187237,0.471773,6.176391,0
6.193239,0.460583,6.172484,0
6.199240,0.449658,6.168590,0
6.205241,0.438993,6.164710,0
6.211242,0.428580,6.160842,0
6.217243,0.418415,6.156987,0
6.223245,0.408490,6.153143,0
6.229246,0.398801,6.149311,0
6.235247,0.389342,6.145489,0
6.241248,0.380107,6.141676,0
6.247249,0.371092,6.137874,0
6.253251,0.362290,6.134081,0
6.259252,0.353697,6.130296,0
6.265253,0.345307,6.126520,0
6.271254,0.337117,6.122751,0
6.277255,0.329121,6.118991,0
6.283257,0.321314,6.115238,0
6.289258,0.313693,6.111491,0
6.295259,0.306253,6.107752,0
6.301260,0.298989,6.104019,0
6.307261,0.291897,6.100292,0
6.313263,0.284974,6.096572,0
6.319264,0.278214,6.092857,0
6.325265,0.271615,6.089147,0
6.331266,0.265173,6.085443,0
6.337267,0.258883,6.081744,0
6.343269,0.252743,6.078051,0
6.349270,0.246748,6.074362,0
6.355271,0.240895,6.070677,0
6.361272,0.235182,6.066998,0
6.367273,0.229603,6.063322,0
6.373275,0.224157,6.059651,0
6.379276,0.218841,6.055984,0
6.385277,0.213650,6.052321,0
6.391278,0.208582,6.048662,0
6.397279,0.203635,6.045007,0
6.403281,0.198805,6.041356,0
6.409282,0.194090,6.037708,0
6.415283,0.189486,6.034064,0
6.421284,0.184991,6.030423,0
6.427285,0.180604,6.026786,0
6.433287,0.176320,6.023152,0
6.439288,0.172138,6.019521,0
6.445289,0.168055,6.015893,0
6.451290,0.164069,6.012269,0
6.457291,0.160177,6.008647,0
6.463293,0.156378,6.005029,0
6.469294,0.152669,6.001414,0
6.475295,0.149048,5.997801,0
6.481296,0.145512,5.994191,0
6.487297,0.142061,5.990585,0
6.493299,0.138692,5.986980,0
6.499300,0.135402,5.983379,0
6.505301,0.132190,5.979781,0
6.511302,0.129055,5.976185,0
6.517303,0.125994,5.972591,0
6.523305,0.123005,5.969001,0
6.529306,0.120088,5.965413,0
6.535307,0.117239,5.961827,0
6.541308,0.114459,5.958244,0
6.547309,0.111744,5.954664,0
6.553311,0.109093,5.951086,0
6.559312,0.106506,5.947510,0
6.565313,0.103980,5.943937,0
6.571314,0.101513,5.940367,0
6.577315,0.099106,5.936798,0
6.583317,0.096755,5.933233,0
6.589318,0.094460,5.929669,0
6.595319,0.092219,5.926108,0
6.601320,0.090032,5.922549,0
6.607321,0.087897,5.918993,0
6.613323,0.085812,5.915439,0
6.619324,0.083776,5.911887,0
6.625325,0.081789,5.908338,0
6.631326,0.079849,5.904790,0
6.637327,0.077955,5.901246,0
6.643329,0.076106,5.897703,0
6.649330,0.074301,5.894163,0
6.655331,0.072539,5.890624,0
6.661332,0.070818,5.887089,0
6.667333,0.069139,5.883555,0
6.673335,0.067499,5.880023,0
6.679336,0.065898,5.876494,0
6.685337,0.064335,5.872967,0
6.691338,0.062809,5.869442,0
6.697339,0.061319,5.865920,0
6.703341,0.059865,5.862399,0
6.709342,0.058445,5.858881,0
6.715343,0.057058,5.855365,0
6.721344,0.055705,5.851851,0
6.727345,0.054384,5.848339,0
6.733347,0.053094,5.844830,0
6.739348,0.051834,5.841322,0
6.745349,0.050605,5.837817,0
6.751350,0.049405,5.834314,0
6.757351,0.048233,5.830813,0
6.763353,0.047089,5.827314,0
6.769354,0.045972,5.823818,0
6.775355,0.044882,5.820323,0
6.781356,0.043817,5.816831,0
6.787357,0.042778,5.813340,0
6.793359,0.041763,5.809852,0
6.799360,0.040772,5.806366,0
6.805361,0.039805,5.802882,0
6.811362,0.038861,5.799400,0
6.817363,0.037940,5.795921,0
6.823365,0.037040,5.792443,0
6.829366,0.036161,5.788968,0
6.835367,0.035303,5.785494,0
6.841368,0.034466,5.782023,0
6.847369,0.033649,5.778554,0
6.853371,0.032850,5.775087,0
6.859372,0.032071,5.771622,0
6.865373,0.031311,5.768159,0
6.871374,0.030568,5.764698,0
6.877375,0.029843,5.761240,0
6.883377,0.029135,5.757783,0
6.889378,0.028444,5.754328,0
6.895379,0.027769,5.750876,0
6.901380,0.027111,5.747426,0
6.907381,0.026468,5.743977,0
6.913383,0.025840,5.740531,0
6.919384,0.025227,5.737087,0
6.925385,0.024629,5.733645,0
6.931386,0.024044,5.730205,0
6.937387,0.023474,5.726767,0
6.943389,0.022917,5.723331,0
6.949390,0.022374,5.719898,0
6.955391,0.021843,5.716466,0
6.961392,0.021325,5.713036,0
6.967393,0.020819,5.709609,0
6.973395,0.020325,5.706183,0
6.979396,0.019843,5.702760,0
6.985397,0.019373,5.699338,0
6.991398,0.018913,5.695919,0
6.997399,0.018464,5.692502,0
7.003401,0.018027,5.689087,0
7.009402,0.017599,5.685673,0
7.015403,0.017182,5.682262,0
7.021404,0.016774,5.678853,0
7.027405,0.016376,5.675446,0
7.033407,0.015988,5.672041,0
7.039408,0.015608,5.668638,0
7.045409,0.015238,5.665237,0
7.051410,0.014877,5.661839,0
7.057411,0.014524,5.658442,0
7.063413,0.014179,5.655047,0
7.069414,0.013843,5.651654,0
7.075415,0.013515,5.648264,0
7.081416,0.013194,5.644875,0
7.087417,0.012881,5.641488,0
7.093419,0.012576,5.638104,0
7.099420,0.012277,5.634721,0
7.105421,0.011986,5.631341,0
7.111422,0.011702,5.627962,0
7.117423,0.011424,5.624586,0
7.123425,0.011153,5.621211,0
7.129426,0.010889,5.617839,0
7.135427,0.010631,5.614468,0
7.141428,0.010378,5.611100,0
7.147429,0.010132,5.607734,0
7.153431,0.009892,5.604369,0
7.159432,0.009657,5.601007,0
7.165433,0.009428,5.597647,0
7.171434,0.009205,5.594289,0
7.177435,0.008986,5.590932,0
7.183437,0.008773,5.587578,0
7.189438,0.008565,5.584226,0
7.195439,0.008362,5.580876,0
7.201440,0.008164,5.577528,0
7.207441,0.007970,5.574181,0
7.213443,0.007781,5.570837,0
7.219444,0.007596,5.567495,0
7.225445,0.007416,5.564155,0
7.231446,0.007240,5.560817,0
7.237447,0.007069,5.557480,0
7.243449,0.006901,5.554146,0
7.249450,0.006737,5.550814,0
7.255451,0.006577,5.547484,0
7.261452,0.006421,5.544156,0
7.267453,0.006269,5.540830,0
7.273455,0.006120,5.537506,0
7.279456,0.005975,5.534183,0
7.285457,0.005834,5.530863,0
7.291458,0.005695,5.527545,0
7.297459,0.005560,5.524229,0
7.303461,0.005428,5.520915,0
7.309462,0.005299,5.517602,0
7.315463,0.005174,5.514292,0
7.321464,0.005051,5.510984,0
7.327465,0.004931,5.507678,0
7.333467,0.004814,5.504373,0
7.339468,0.004700,5.501071,0
7.345469,0.004589,5.497771,0
7.351470,0.004480,5.494472,0
7.357471,0.004373,5.491176,0
7.363473,0.004270,5.487882,0
7.369474,0.004168,5.484589,0
7.375475,0.004070,5.481299,0
7.381476,0.003973,5.478010,0
7.387477,0.003879,5.474724,0
7.393479,0.003787,5.471439,0
7.399480,0.003697,5.468157,0
7.405481,0.003609,5.464876,0
7.411482,0.003524,5.461598,0
7.417483,0.003440,5.458321,0
7.423485,0.003359,5.455046,0
7.429486,0.003279,5.451774,0
7.435487,0.003201,5.448503,0
7.441488,0.003125,5.445234,0
7.447489,0.003051,5.441967,0
7.453491,0.002979,5.438702,0
7.459492,0.002908,5.435440,0
7.465493,0.002839,5.432179,0
7.471494,0.002772,5.428920,0
7.477495,0.002706,5.425663,0
7.483497,0.002642,5.422408,0
7.489498,0.002579,5.419154,0
7.495499,0.002518,5.415903,0
7.501500,0.053468,5.471962,1
7.507502,0.254416,5.698483,1
7.513503,0.450597,5.913588,1
7.519504,0.642125,6.117941,1
7.525505,0.829110,6.312167,1
7.531506,1.011660,6.496855,1
7.537508,1.189880,6.672560,1
7.543509,1.363873,6.839803,1
7.549510,1.533739,6.999077,1
7.555511,1.699576,7.150844,1
7.561512,1.861480,7.295541,1
7.567514,2.019543,7.433578,1
7.573515,2.173857,7.565343,1
7.579516,2.324512,7.691199,1
7.585517,2.471592,7.811490,1
7.591518,2.615184,7.926539,1
7.597520,2.755371,8.036649,1
7.603521,2.892232,8.142109,1
7.609522,3.025847,8.243187,1
7.615523,3.156292,8.340138,1
7.621524,3.283644,8.433200,1
7.627526,3.407975,8.522600,1
7.633527,3.529357,8.608550,1
7.639528,3.647860,8.691250,1
7.645529,3.763552,8.770887,1
7.651530,3.876500,8.847640,1
7.657532,3.986770,8.921674,1
7.663533,4.094423,8.993148,1
7.669534,4.199523,9.062210,1
7.675535,4.302131,9.128999,1
7.681536,4.402304,9.193645,1
7.687538,4.500102,9.256274,1
7.693539,4.595580,9.317002,1
7.699540,4.688793,9.375938,1
7.705541,4.779795,9.433185,1
7.711542,4.868639,9.488841,1
7.717544,4.955376,9.542998,1
7.723545,5.040055,9.595741,1
7.729546,5.122726,9.647152,1
7.735547,5.203436,9.697308,1
7.741548,5.282231,9.746281,1
7.747550,5.359158,9.794138,1
7.753551,5.434260,9.840944,1
7.759552,5.507581,9.886758,1
7.765553,5.579162,9.931638,1
7.771554,5.649046,9.975636,1
7.777556,5.717272,10.018804,1
7.783557,5.783880,10.061188,1
7.789558,5.848908,10.102833,1
7.795559,5.912394,10.143781,1
7.801560,5.974373,10.184072,1
7.807562,6.034883,10.223743,1
7.813563,6.093957,10.262828,1
7.819564,6.151631,10.301361,1
7.825565,6.207936,10.339374,1
7.831566,6.262906,10.376895,1
7.837568,6.316572,10.413952,1
7.843569,6.368965,10.450571,1
7.849570,6.420115,10.486776,1
7.855571,6.470053,10.522591,1
7.861572,6.518805,10.558038,1
7.867574,6.566402,10.593136,1
7.873575,6.612869,10.627904,1
7.879576,6.658234,10.662362,1
7.885577,6.702523,10.696527,1
7.891578,6.745762,10.730413,1
7.897580,6.787975,10.764037,1
7.903581,6.829187,10.797412,1
7.909582,6.869422,10.830553,1
7.915583,6.908702,10.863471,1
7.921584,6.947050,10.896179,1
7.927586,6.984489,10.928688,1
7.933587,7.021040,10.961009,1
7.939588,7.056724,10.993151,1
7.945589,7.091561,11.025123,1
7.951590,7.125572,11.056936,1
7.957592,7.158777,11.088596,1
7.963593,7.191193,11.120112,1
7.969594,7.222841,11.151492,1
7.975595,7.253739,11.182741,1
7.981596,7.283903,11.213867,1
7.987598,7.313352,11.244876,1
7.993599,7.342103,11.275774,1
7.999600,7.370171,11.306566,1
8.005601,7.208689,11.119673,0
8.011602,7.037706,10.928376,0
8.017604,6.870779,10.747947,0
8.023605,6.707811,10.577754,0
8.029606,6.548709,10.417201,0
8.035607,6.393380,10.265727,0
8.041608,6.241736,10.122802,0
8.047610,6.093688,9.987929,0
8.053611,5.949152,9.860639,0
8.059612,5.808044,9.740490,0
8.065613,5.670283,9.627068,0
8.071614,5.535790,9.519979,0
8.077616,5.404487,9.418856,0
8.083617,5.276298,9.323351,0
8.089618,5.151149,9.233138,0
8.095619,5.028969,9.147907,0
8.101620,4.909687,9.067369,0
8.107622,4.793235,8.991250,0
8.113623,4.679544,8.919295,0
8.119624,4.568550,8.851259,0
8.125625,4.460189,8.786915,0
8.131626,4.354398,8.726049,0
8.137628,4.251116,8.668457,0
8.143629,4.150284,8.613949,0
8.149630,4.051843,8.562346,0
8.155631,3.955738,8.513479,0
8.161632,3.861911,8.467188,0
8.167634,3.770311,8.423324,0
8.173635,3.680883,8.381745,0
8.179636,3.593576,8.342318,0
8.185637,3.508340,8.304919,0
8.191638,3.425126,8.269429,0
8.197640,3.343886,8.235737,0
8.203641,3.264572,8.203739,0
8.209642,3.187140,8.173337,0
8.215643,3.111544,8.144436,0
8.221644,3.037741,8.116951,0
8.227646,2.965689,8.090798,0
8.233647,2.895346,8.065901,0
8.239648,2.826671,8.042186,0
8.245649,2.759626,8.019585,0
8.251650,2.694170,7.998033,0
8.257652,2.630267,7.977469,0
8.263653,2.567880,7.957836,0
8.269654,2.506972,7.939079,0
8.275655,2.447510,7.921148,0
8.281656,2.389457,7.903994,0
8.287658,2.332782,7.887574,0
8.293659,2.277451,7.871843,0
8.299660,2.223432,7.856762,0
8.305661,2.170694,7.842294,0
8.311662,2.119208,7.828403,0
8.317664,2.068942,7.815055,0
8.323665,2.019869,7.802219,0
8.329666,1.971960,7.789865,0
8.335667,1.925187,7.777965,0
8.341668,1.879523,7.766494,0
8.347670,1.834943,7.755426,0
8.353671,1.791420,7.744738,0
8.359672,1.748929,7.734407,0
8.365673,1.707447,7.724414,0
8.371674,1.666948,7.714739,0
8.377676,1.627409,7.705363,0
8.383677,1.588809,7.696270,0
8.389678,1.551124,7.687442,0
8.395679,1.514333,7.678865,0
8.401680,1.478414,7.670524,0
8.407682,1.443348,7.662405,0
8.413683,1.409113,7.654496,0
8.419684,1.375691,7.646785,0
8.425685,1.343061,7.639260,0
8.431686,1.311205,7.631911,0
8.437688,1.280104,7.624727,0
8.443689,1.249741,7.617699,0
8.449690,1.220099,7.610818,0
8.455691,1.191159,7.604076,0
8.461692,1.162906,7.597465,0
8.467694,1.135323,7.590977,0
8.473695,1.108395,7.584606,0
8.479696,1.082105,7.578344,0
8.485697,1.056438,7.572186,0
8.491698,1.031381,7.566125,0
8.497700,1.006917,7.560156,0
8.503701,0.983034,7.554274,0
8.509702,0.959718,7.548474,0
8.515703,0.936954,7.542751,0
8.521704,0.914730,7.537102,0
8.527706,0.893034,7.531521,0
8.533707,0.871852,7.526005,0
8.539708,0.851173,7.520551,0
8.545709,0.830984,7.515154,0
8.551710,0.811274,7.509813,0
8.557712,0.792031,7.504523,0
8.563713,0.773245,7.499282,0
8.569714,0.754904,7.494087,0
8.575715,0.736999,7.488936,0
8.581716,0.719518,7.483826,0
8.587718,0.702452,7.478755,0
8.593719,0.685790,7.473721,0
8.599720,0.669524,7.468722,0
8.605721,0.653644,7.463756,0
8.611722,0.638140,7.458821,0
8.617724,0.623004,7.453915,0
8.623725,0.608227,7.449038,0
8.629726,0.593800,7.444187,0
8.635727,0.579716,7.439362,0
8.641728,0.565966,7.434560,0
8.647730,0.552542,7.429781,0
8.653731,0.539436,7.425023,0
8.659732,0.526641,7.420286,0
8.665733,0.514150,7.415568,0
8.671734,0.501954,7.410868,0
8.677736,0.490049,7.406186,0
8.683737,0.478425,7.401520,0
8.689738,0.467077,7.396870,0
8.695739,0.455999,7.392235,0
8.701740,0.445183,7.387614,0
8.707742,0.434624,7.383007,0
8.713743,0.424315,7.378413,0
8.719744,0.414251,7.373831,0
8.725745,0.404425,7.369261,0
8.731746,0.394832,7.364702,0
8.737748,0.385467,7.360154,0
8.743749,0.376325,7.355617,0
8.749750,0.367398,7.351089,0
8.755751,0.358684,7.346570,0
8.761752,0.350177,7.342061,0
8.767754,0.341871,7.337560,0
8.773755,0.333762,7.333067,0
8.779756,0.325845,7.328583,0
8.785757,0.318117,7.324106,0
8.791758,0.310571,7.319636,0
8.797760,0.303205,7.315174,0
8.803761,0.296013,7.310718,0
8.809762,0.288992,7.306269,0
8.815763,0.282137,7.301826,0
8.821764,0.275445,7.297390,0
8.827766,0.268912,7.292959,0
8.833767,0.262534,7.288534,0
8.839768,0.256307,7.284115,0
8.845769,0.250227,7.279701,0
8.851770,0.244292,7.275292,0
8.857772,0.238498,7.270888,0
8.863773,0.232841,7.266489,0
8.869774,0.227318,7.262095,0
8.875775,0.221926,7.257706,0
8.881776,0.216663,7.253321,0
8.887778,0.211524,7.248940,0
8.893779,0.206506,7.244564,0
8.899780,0.201608,7.240192,0
8.905781,0.196826,7.235825,0
8.911782,0.192158,7.231461,0
8.917784,0.187600,7.227101,0
8.923785,0.183150,7.222745,0
8.929786,0.178806,7.218393,0
8.935787,0.174565,7.214044,0
8.941788,0.170425,7.209699,0
8.947790,0.166382,7.205358,0
8.953791,0.162436,7.201020,0
8.959792,0.158583,7.196686,0
8.965793,0.154822,7.192355,0
8.971794,0.151149,7.188028,0
8.977796,0.147564,7.183704,0
8.983797,0.144064,7.179383,0
8.989798,0.140647,7.175065,0
8.995799,0.137311,7.170751,0
9.001800,0.134054,7.166439,0
9.007802,0.130875,7.162131,0
9.013803,0.127771,7.157826,0
9.019804,0.124740,7.153524,0
9.025805,0.121781,7.149225,0
9.031806,0.118893,7.144929,0
9.037808,0.116073,7.140636,0
9.043809,0.113320,7.136346,0
9.049810,0.110632,7.132059,0
9.055811,0.108008,7.127775,0
9.061812,0.105446,7.123494,0
9.067814,0.102945,7.119215,0
9.073815,0.100503,7.114940,0
9.079816,0.098119,7.110667,0
9.085817,0.095792,7.106397,0
9.091818,0.093520,7.102130,0
9.097820,0.091302,7.097865,0
9.103821,0.089136,7.093604,0
9.109822,0.087022,7.089345,0
9.115823,0.084958,7.085089,0
9.121824,0.082943,7.080835,0
9.127826,0.080975,7.076585,0
9.133827,0.079055,7.072337,0
9.139828,0.077180,7.068091,0
9.145829,0.075349,7.063849,0
9.151830,0.073562,7.059609,0
9.157832,0.071817,7.055372,0
9.163833,0.070114,7.051137,0
9.169834,0.068451,7.046905,0
9.175835,0.066827,7.042676,0
9.181836,0.065242,7.038449,0
9.187838,0.063694,7.034225,0
9.193839,0.062184,7.030003,0
9.199840,0.060709,7.025784,0
9.205841,0.059269,7.021568,0
9.211842,0.057863,7.017355,0
9.217844,0.056491,7.013144,0
9.223845,0.055151,7.008935,0
9.229846,0.053842,7.004729,0
9.235847,0.052565,7.000526,0
9.241848,0.051319,6.996325,0
9.247850,0.050101,6.992127,0
9.253851,0.048913,6.987931,0
9.259852,0.047753,6.983738,0
9.265853,0.046620,6.979548,0
9.271854,0.045514,6.975360,0
9.277856,0.044435,6.971175,0
9.283857,0.043381,6.966992,0
9.289858,0.042352,6.962811,0
9.295859,0.041347,6.958634,0
9.301860,0.040367,6.954458,0
9.307862,0.039409,6.950286,0
9.313863,0.038475,6.946116,0
9.319864,0.037562,6.941948,0
9.325865,0.036671,6.937783,0
9.331866,0.035801,6.933620,0
9.337868,0.034952,6.929460,0
9.343869,0.034123,6.925303,0
9.349870,0.033314,6.921148,0
9.355871,0.032523,6.916995,0
9.361872,0.031752,6.912845,0
9.367874,0.030999,6.908697,0
9.373875,0.030264,6.904552,0
9.379876,0.029546,6.900410,0
9.385877,0.028845,6.896270,0
9.391878,0.028161,6.892132,0
9.397880,0.027493,6.887997,0
9.403881,0.026841,6.883865,0
9.409882,0.026204,6.879735,0
9.415883,0.025583,6.875607,0
9.421884,0.024976,6.871482,0
9.427886,0.024383,6.867359,0
9.433887,0.023805,6.863239,0
9.439888,0.023240,6.859122,0
9.445889,0.022689,6.855006,0
9.451890,0.022151,6.850894,0
9.457892,0.021626,6.846783,0
9.463893,0.021113,6.842676,0
9.469894,0.020612,6.838570,0
9.475895,0.020123,6.834468,0
9.481896,0.019646,6.830367,0
9.487898,0.019180,6.826269,0
9.493899,0.018725,6.822174,0
9.499900,0.018281,6.818081,0
9.505901,0.017847,6.813991,0
9.511902,0.017424,6.809903,0
9.517904,0.017011,6.805817,0
9.523905,0.016607,6.801734,0
9.529906,0.016213,6.797653,0
9.535907,0.015829,6.793575,0
9.541908,0.015453,6.789499,0
9.547910,0.015087,6.785426,0
9.553911,0.014729,6.781355,0
9.559912,0.014379,6.777286,0
9.565913,0.014038,6.773220,0
9.571914,0.013705,6.769157,0
9.577916,0.013380,6.765096,0
9.583917,0.013063,6.761037,0
9.589918,0.012753,6.756981,0
9.595919,0.012451,6.752927,0
9.601920,0.012155,6.748876,0
9.607922,0.011867,6.744827,0
9.613923,0.011586,6.740780,0
9.619924,0.011311,6.736736,0
9.625925,0.011042,6.732694,0
9.631926,0.010781,6.728655,0
9.637928,0.010525,6.724618,0
9.643929,0.010275,6.720584,0
9.649930,0.010031,6.716552,0
9.655931,0.009794,6.712523,0
9.661932,0.009561,6.708495,0
9.667934,0.009334,6.704471,0
9.673935,0.009113,6.700448,0
9.679936,0.008897,6.696429,0
9.685937,0.008686,6.692411,0
9.691938,0.008480,6.688396,0
9.697940,0.008279,6.684383,0
9.703941,0.008082,6.680373,0
9.709942,0.007891,6.676365,0
9.715943,0.007703,6.672360,0
9.721944,0.007521,6.668357,0
9.727946,0.007342,6.664356,0
9.733947,0.007168,6.660358,0
9.739948,0.006998,6.656362,0
9.745949,0.006832,6.652369,0
9.751950,0.006670,6.648378,0
9.757952,0.006512,6.644389,0
9.763953,0.006358,6.640403,0
9.769954,0.006207,6.636419,0
9.775955,0.006059,6.632438,0
9.781956,0.005916,6.628459,0
9.787958,0.005775,6.624482,0
9.793959,0.005638,6.620508,0
9.799960,0.005505,6.616536,0
