t_s,sigma_norm,eps_single_pct,eps_mod_pct,eps_mod_fast_pct,eps_mod_slow_pct
0.000000,1.0,0.000000,0.000000,0.000000,0.000000
0.002501,1.0,0.084872,0.098454,0.084240,0.014214
0.005003,1.0,0.168899,0.194824,0.166398,0.028425
0.007504,1.0,0.252090,0.289160,0.246527,0.042633
0.010005,1.0,0.334453,0.381514,0.324677,0.056837
0.012506,1.0,0.415996,0.471933,0.400896,0.071037
0.015008,1.0,0.496726,0.560466,0.475233,0.085234
0.017509,1.0,0.576654,0.647160,0.547733,0.099427
0.020010,1.0,0.655785,0.732059,0.618442,0.113616
0.022511,1.0,0.734129,0.815207,0.687405,0.127802
0.025013,1.0,0.811693,0.896649,0.754664,0.141985
0.027514,1.0,0.888485,0.976426,0.820262,0.156164
0.030015,1.0,0.964512,1.054578,0.884239,0.170339
0.032516,1.0,1.039782,1.131147,0.946636,0.184511
0.035018,1.0,1.114303,1.206171,1.007491,0.198679
0.037519,1.0,1.188082,1.279688,1.066844,0.212844
0.040020,1.0,1.261127,1.351735,1.124730,0.227005
0.042521,1.0,1.333445,1.422349,1.181186,0.241163
0.045023,1.0,1.405042,1.491565,1.236247,0.255317
0.047524,1.0,1.475927,1.559417,1.289949,0.269468
0.050025,1.0,1.546106,1.625939,1.342324,0.283615
0.052526,1.0,1.615587,1.691163,1.393405,0.297758
0.055028,1.0,1.684375,1.755123,1.443224,0.311898
0.057529,1.0,1.752480,1.817848,1.491813,0.326035
0.060030,1.0,1.819906,1.879369,1.539201,0.340168
0.062531,1.0,1.886660,1.939716,1.585419,0.354297
0.065033,1.0,1.952751,1.998918,1.630495,0.368423
0.067534,1.0,2.018183,2.057003,1.674458,0.382545
0.070035,1.0,2.082964,2.113998,1.717334,0.396664
0.072536,1.0,2.147100,2.169931,1.759152,0.410780
0.075038,1.0,2.210598,2.224827,1.799936,0.424891
0.077539,1.0,2.273463,2.278713,1.839713,0.438999
0.080040,1.0,2.335703,2.331612,1.878508,0.453104
0.082541,1.0,2.397323,2.383549,1.916344,0.467205
0.085043,1.0,2.458329,2.434548,1.953245,0.481303
0.087544,1.0,2.518728,2.484632,1.989235,0.495397
0.090045,1.0,2.578526,2.533824,2.024336,0.509488
0.092546,1.0,2.637729,2.582145,2.058570,0.523575
0.095048,1.0,2.696342,2.629616,2.091958,0.537658
0.097549,1.0,2.754372,2.676260,2.124522,0.551738
0.100050,1.0,2.811824,2.722095,2.156281,0.565815
0.102551,1.0,2.868704,2.767143,2.187255,0.579888
0.105053,1.0,2.925018,2.811421,2.217464,0.593957
0.107554,1.0,2.980771,2.854950,2.246928,0.608023
0.110055,1.0,3.035970,2.897748,2.275663,0.622085
0.112556,1.0,3.090618,2.939833,2.303688,0.636144
0.115058,1.0,3.144723,2.981221,2.331022,0.650200
0.117559,1.0,3.198289,3.021931,2.357680,0.664251
0.120060,1.0,3.251322,3.061979,2.383679,0.678300
0.122561,1.0,3.303827,3.101381,2.409036,0.692345
0.125063,1.0,3.355809,3.140153,2.433767,0.706386
0.127564,1.0,3.407274,3.178311,2.457887,0.720424
0.130065,1.0,3.458226,3.215869,2.481411,0.734458
0.132566,1.0,3.508671,3.252843,2.504354,0.748489
0.135068,1.0,3.558614,3.289247,2.526731,0.762516
0.137569,1.0,3.608060,3.325094,2.548554,0.776540
0.140070,1.0,3.657014,3.360399,2.569839,0.790560
0.142571,1.0,3.705480,3.395174,2.590597,0.804577
0.145073,1.0,3.753464,3.429433,2.610843,0.818590
0.147574,1.0,3.800970,3.463189,2.630589,0.832600
0.150075,1.0,3.848003,3.496453,2.649847,0.846606
0.152576,1.0,3.894568,3.529238,2.668629,0.860609
0.155078,1.0,3.940669,3.561556,2.686947,0.874608
0.157579,1.0,3.986311,3.593417,2.704813,0.888604
0.160080,1.0,4.031499,3.624834,2.722238,0.902596
0.162581,1.0,4.076237,3.655817,2.739232,0.916585
0.165083,1.0,4.120530,3.686376,2.755806,0.930570
0.167584,1.0,4.164382,3.716523,2.771971,0.944552
0.170085,1.0,4.207797,3.746267,2.787737,0.958530
0.172586,1.0,4.250780,3.775617,2.803113,0.972505
0.175088,1.0,4.293335,3.804585,2.818109,0.986476
0.177589,1.0,4.335467,3.833178,2.832735,1.000444
0.180090,1.0,4.377179,3.861407,2.846999,1.014408
0.182591,1.0,4.418476,3.889280,2.860911,1.028369
0.185093,1.0,4.459362,3.916806,2.874480,1.042326
0.187594,1.0,4.499840,3.943993,2.887713,1.056280
0.190095,1.0,4.539916,3.970850,2.900620,1.070230
0.192596,1.0,4.579593,3.997384,2.913207,1.084177
0.195098,1.0,4.618875,4.023604,2.925484,1.098120
0.197599,1.0,4.657765,4.049518,2.937457,1.112060
0.200100,1.0,4.696269,4.075132,2.949135,1.125996
0.202601,1.0,4.734389,4.100454,2.960524,1.139929
0.205103,1.0,4.772130,4.125491,2.971632,1.153859
0.207604,1.0,4.809495,4.150250,2.982466,1.167785
0.210105,1.0,4.846488,4.174738,2.993031,1.181707
0.212606,1.0,4.883113,4.198962,3.003336,1.195626
0.215108,1.0,4.919373,4.222928,3.013387,1.209541
0.217609,1.0,4.955273,4.246642,3.023189,1.223453
0.220110,1.0,4.990814,4.270110,3.032748,1.237362
0.222611,1.0,5.026002,4.293339,3.042072,1.251267
0.225113,1.0,5.060840,4.316334,3.051166,1.265168
0.227614,1.0,5.095331,4.339101,3.060034,1.279066
0.230115,1.0,5.129479,4.361645,3.068684,1.292961
0.232616,1.0,5.163286,4.383972,3.077120,1.306852
0.235118,1.0,5.196757,4.406088,3.085348,1.320740
0.237619,1.0,5.229895,4.427996,3.093372,1.334624
0.240120,1.0,5.262703,4.449703,3.101198,1.348505
0.242621,1.0,5.295185,4.471213,3.108831,1.362382
0.245123,1.0,5.327343,4.492531,3.116276,1.376256
0.247624,1.0,5.359180,4.513662,3.123536,1.390126
0.250125,1.0,5.390701,4.534610,3.130617,1.403993
0.252626,1.0,5.421908,4.555379,3.137523,1.417856
0.255128,1.0,5.452805,4.575975,3.144259,1.431716
0.257629,1.0,5.483394,4.596400,3.150828,1.445572
0.260130,1.0,5.513678,4.616660,3.157235,1.459425
0.262631,1.0,5.543661,4.636758,3.163484,1.473275
0.265133,1.0,5.573345,4.656699,3.169578,1.487121
0.267634,1.0,5.602734,4.676485,3.175522,1.500963
0.270135,1.0,5.631831,4.696121,3.181319,1.514802
0.272636,1.0,5.660637,4.715610,3.186972,1.528638
0.275138,1.0,5.689157,4.734957,3.192486,1.542470
0.277639,1.0,5.717393,4.754163,3.197864,1.556299
0.280140,1.0,5.745348,4.773233,3.203109,1.570124
0.282641,1.0,5.773025,4.792171,3.208225,1.583946
0.285143,1.0,5.800426,4.810978,3.213214,1.597764
0.287644,1.0,5.827554,4.829659,3.218080,1.611579
0.290145,1.0,5.854412,4.848216,3.222825,1.625391
0.292646,1.0,5.881003,4.866652,3.227454,1.639198
0.295148,1.0,5.907329,4.884971,3.231968,1.653003
0.297649,1.0,5.933393,4.903174,3.236370,1.666804
0.300150,1.0,5.959198,4.921266,3.240664,1.680602
0.302651,1.0,5.984745,4.939248,3.244852,1.694396
0.305153,1.0,6.010039,4.957123,3.248936,1.708187
0.307654,1.0,6.035080,4.974893,3.252920,1.721974
0.310155,1.0,6.059872,4.992562,3.256805,1.735758
0.312656,1.0,6.084418,5.010132,3.260594,1.749538
0.315158,1.0,6.108719,5.027604,3.264289,1.763315
0.317659,1.0,6.132778,5.044982,3.267893,1.777088
0.320160,1.0,6.156598,5.062267,3.271408,1.790858
0.322661,1.0,6.180180,5.079462,3.274837,1.804625
0.325163,1.0,6.203528,5.096568,3.278180,1.818388
0.327664,1.0,6.226643,5.113589,3.281441,1.832148
0.330165,1.0,6.249529,5.130526,3.284622,1.845904
0.332666,1.0,6.272186,5.147381,3.287724,1.859657
0.335168,1.0,6.294618,5.164155,3.290749,1.873406
0.337669,1.0,6.316826,5.180852,3.293699,1.887152
0.340170,1.0,6.338814,5.197472,3.296577,1.900895
0.342671,1.0,6.360582,5.214018,3.299384,1.914634
0.345173,1.0,6.382134,5.230490,3.302121,1.928369
0.347674,1.0,6.403471,5.246892,3.304791,1.942102
0.350175,1.0,6.424596,5.263225,3.307394,1.955830
0.352676,1.0,6.445511,5.279489,3.309934,1.969556
0.355178,1.0,6.466217,5.295688,3.312410,1.983278
0.357679,1.0,6.486717,5.311822,3.314826,1.996996
0.360180,1.0,6.507014,5.327893,3.317182,2.010711
0.362681,1.0,6.527108,5.343902,3.319479,2.024423
0.365183,1.0,6.547002,5.359851,3.321720,2.038131
0.367684,1.0,6.566698,5.375741,3.323905,2.051836
0.370185,1.0,6.586198,5.391574,3.326037,2.065537
0.372686,1.0,6.605504,5.407351,3.328116,2.079235
0.375188,1.0,6.624617,5.423073,3.330143,2.092929
0.377689,1.0,6.643541,5.438741,3.332121,2.106620
0.380190,1.0,6.662275,5.454357,3.334049,2.120308
0.382691,1.0,6.680824,5.469922,3.335930,2.133992
0.385193,1.0,6.699188,5.485438,3.337765,2.147673
0.387694,1.0,6.717369,5.500904,3.339554,2.161350
0.390195,1.0,6.735369,5.516323,3.341299,2.175024
0.392696,1.0,6.753189,5.531695,3.343001,2.188695
0.395198,1.0,6.770833,5.547022,3.344660,2.202362
0.397699,1.0,6.788301,5.562305,3.346279,2.216025
0.400200,1.0,6.805594,5.577544,3.347858,2.229686
0.402701,1.0,6.822716,5.592740,3.349398,2.243343
0.405203,1.0,6.839667,5.607896,3.350900,2.256996
0.407704,1.0,6.856450,5.623010,3.352364,2.270646
0.410205,1.0,6.873065,5.638085,3.353793,2.284293
0.412706,1.0,6.889515,5.653122,3.355186,2.297936
0.415208,1.0,6.905802,5.668120,3.356545,2.311576
0.417709,1.0,6.921926,5.683082,3.357870,2.325212
0.420210,1.0,6.937889,5.698007,3.359163,2.338845
0.422711,1.0,6.953694,5.712897,3.360423,2.352474
0.425213,1.0,6.969341,5.727753,3.361653,2.366100
0.427714,1.0,6.984833,5.742575,3.362852,2.379723
0.430215,1.0,7.000170,5.757364,3.364021,2.393343
0.432716,1.0,7.015355,5.772120,3.365162,2.406958
0.435218,1.0,7.030388,5.786845,3.366274,2.420571
0.437719,1.0,7.045272,5.801539,3.367359,2.434180
0.440220,1.0,7.060008,5.816203,3.368417,2.447786
0.442721,1.0,7.074597,5.830837,3.369449,2.461388
0.445223,1.0,7.089041,5.845442,3.370455,2.474987
0.447724,1.0,7.103341,5.860019,3.371437,2.488582
0.450225,1.0,7.117498,5.874569,3.372394,2.502174
0.452726,1.0,7.131515,5.889091,3.373328,2.515763
0.455228,1.0,7.145392,5.903587,3.374239,2.529348
0.457729,1.0,7.159131,5.918057,3.375127,2.542930
0.460230,1.0,7.172733,5.932502,3.375993,2.556509
0.462731,1.0,7.186200,5.946922,3.376838,2.570084
0.465233,1.0,7.199533,5.961318,3.377662,2.583656
0.467734,1.0,7.212733,5.975689,3.378465,2.597224
0.470235,1.0,7.225801,5.990038,3.379249,2.610789
0.472736,1.0,7.238740,6.004364,3.380014,2.624350
0.475238,1.0,7.251549,6.018668,3.380759,2.637909
0.477739,1.0,7.264231,6.032949,3.381486,2.651463
0.480240,1.0,7.276787,6.047210,3.382195,2.665015
0.482741,1.0,7.289218,6.061450,3.382887,2.678563
0.485243,1.0,7.301525,6.075669,3.383561,2.692107
0.487744,1.0,7.313710,6.089868,3.384219,2.705648
0.490245,1.0,7.325773,6.104047,3.384861,2.719186
0.492746,1.0,7.337717,6.118207,3.385487,2.732721
0.495248,1.0,7.349541,6.132349,3.386097,2.746252
0.497749,1.0,7.361248,6.146471,3.386692,2.759779
0.500250,0.0,7.364312,6.150636,3.378754,2.771882
0.502751,0.0,7.291000,6.066479,3.295291,2.771189
0.505253,0.0,7.218417,5.984385,3.213889,2.770496
0.507754,0.0,7.146557,5.904302,3.134499,2.769803
0.510255,0.0,7.075412,5.826180,3.057070,2.769110
0.512756,0.0,7.004975,5.749971,2.981553,2.768418
0.515258,0.0,6.935240,5.675627,2.907902,2.767725
0.517759,0.0,6.866199,5.603103,2.836070,2.767033
0.520260,0.0,6.797845,5.532354,2.766013,2.766341
0.522761,0.0,6.730172,5.463335,2.697686,2.765649
0.525263,0.0,6.663172,5.396004,2.631047,2.764957
0.527764,0.0,6.596839,5.330320,2.566054,2.764266
0.530265,0.0,6.531167,5.266241,2.502667,2.763575
0.532766,0.0,6.466148,5.203729,2.440845,2.762883
0.535268,0.0,6.401777,5.142743,2.380551,2.762192
0.537769,0.0,6.338047,5.083247,2.321746,2.761502
0.540270,0.0,6.274951,5.025204,2.264393,2.760811
0.542771,0.0,6.212483,4.968578,2.208457,2.760121
0.545273,0.0,6.150637,4.913334,2.153904,2.759430
0.547774,0.0,6.089406,4.859437,2.100697,2.758740
0.550275,0.0,6.028786,4.806855,2.048805,2.758050
0.552776,0.0,5.968768,4.755555,1.998195,2.757360
0.555278,0.0,5.909349,4.705506,1.948835,2.756671
0.557779,0.0,5.850520,4.656676,1.900694,2.755981
0.560280,0.0,5.792278,4.609035,1.853743,2.755292
0.562781,0.0,5.734615,4.562554,1.807951,2.754603
0.565283,0.0,5.677526,4.517205,1.763291,2.753914
0.567784,0.0,5.621006,4.472959,1.719733,2.753225
0.570285,0.0,5.565048,4.429789,1.677252,2.752537
0.572786,0.0,5.509647,4.387668,1.635820,2.751848
0.575288,0.0,5.454798,4.346572,1.595412,2.751160
0.577789,0.0,5.400495,4.306473,1.556001,2.750472
0.580290,0.0,5.346732,4.267349,1.517564,2.749784
0.582791,0.0,5.293505,4.229174,1.480077,2.749097
0.585293,0.0,5.240807,4.191925,1.443516,2.748409
0.587794,0.0,5.188635,4.155579,1.407858,2.747722
0.590295,0.0,5.136981,4.120115,1.373080,2.747035
0.592796,0.0,5.085842,4.085510,1.339162,2.746348
0.595298,0.0,5.035212,4.051742,1.306082,2.745661
0.597799,0.0,4.985086,4.018793,1.273819,2.744974
0.600300,0.0,4.935458,3.986640,1.242352,2.744288
0.602801,0.0,4.886325,3.955265,1.211663,2.743601
0.605303,0.0,4.837681,3.924648,1.181733,2.742915
0.607804,0.0,4.789522,3.894770,1.152541,2.742229
0.610305,0.0,4.741841,3.865614,1.124071,2.741543
0.612806,0.0,4.694636,3.837161,1.096304,2.740858
0.615308,0.0,4.647900,3.809394,1.069222,2.740172
0.617809,0.0,4.601630,3.782297,1.042810,2.739487
0.620310,0.0,4.555820,3.755852,1.017050,2.738802
0.622811,0.0,4.510466,3.730044,0.991927,2.738117
0.625313,0.0,4.465564,3.704856,0.967424,2.737432
0.627814,0.0,4.421109,3.680274,0.943526,2.736747
0.630315,0.0,4.377096,3.656282,0.920219,2.736063
0.632816,0.0,4.333522,3.632866,0.897488,2.735379
0.635318,0.0,4.290381,3.610012,0.875318,2.734695
0.637819,0.0,4.247670,3.587706,0.853695,2.734011
0.640320,0.0,4.205384,3.565934,0.832607,2.733327
0.642821,0.0,4.163519,3.544683,0.812040,2.732643
0.645323,0.0,4.122070,3.523940,0.791981,2.731960
0.647824,0.0,4.081035,3.503693,0.772417,2.731277
0.650325,0.0,4.040407,3.483930,0.753336,2.730594
0.652826,0.0,4.000185,3.464638,0.734727,2.729911
0.655328,0.0,3.960362,3.445806,0.716578,2.729228
0.657829,0.0,3.920936,3.427422,0.698877,2.728545
0.660330,0.0,3.881903,3.409476,0.681613,2.727863
0.662831,0.0,3.843258,3.391956,0.664775,2.727181
0.665333,0.0,3.804998,3.374853,0.648354,2.726499
0.667834,0.0,3.767119,3.358155,0.632338,2.725817
0.670335,0.0,3.729617,3.341853,0.616718,2.725135
0.672836,0.0,3.692488,3.325937,0.601484,2.724454
0.675338,0.0,3.655729,3.310398,0.586626,2.723772
0.677839,0.0,3.619336,3.295226,0.572135,2.723091
0.680340,0.0,3.583305,3.280411,0.558002,2.722410
0.682841,0.0,3.547633,3.265947,0.544218,2.721729
0.685343,0.0,3.512315,3.251823,0.530774,2.721048
0.687844,0.0,3.477350,3.238031,0.517663,2.720368
0.690345,0.0,3.442732,3.224563,0.504875,2.719688
0.692846,0.0,3.408460,3.211411,0.492404,2.719007
0.695348,0.0,3.374528,3.198568,0.480240,2.718327
0.697849,0.0,3.340934,3.186025,0.468377,2.717647
0.700350,0.0,3.307675,3.173775,0.456807,2.716968
0.702851,0.0,3.274747,3.161811,0.445523,2.716288
0.705353,0.0,3.242146,3.150127,0.434518,2.715609
0.707854,0.0,3.209870,3.138714,0.423784,2.714930
0.710355,0.0,3.177915,3.127567,0.413316,2.714251
0.712856,0.0,3.146279,3.116678,0.403106,2.713572
0.715358,0.0,3.114957,3.106042,0.393148,2.712893
0.717859,0.0,3.083948,3.095651,0.383437,2.712215
0.720360,0.0,3.053246,3.085501,0.373965,2.711537
0.722861,0.0,3.022851,3.075585,0.364727,2.710858
0.725363,0.0,2.992758,3.065898,0.355717,2.710180
0.727864,0.0,2.962965,3.056433,0.346930,2.709503
0.730365,0.0,2.933468,3.047185,0.338360,2.708825
0.732866,0.0,2.904265,3.038150,0.330002,2.708148
0.735368,0.0,2.875353,3.029321,0.321850,2.707470
0.737869,0.0,2.846728,3.020693,0.313900,2.706793
0.740370,0.0,2.818389,3.012262,0.306146,2.706116
0.742871,0.0,2.790332,3.004023,0.298583,2.705439
0.745373,0.0,2.762553,2.995970,0.291208,2.704763
0.747874,0.0,2.735052,2.988101,0.284014,2.704086
0.750375,0.0,2.707824,2.980408,0.276998,2.703410
0.752876,0.0,2.680867,2.972890,0.270156,2.702734
0.755378,0.0,2.654179,2.965540,0.263482,2.702058
0.757879,0.0,2.627756,2.958356,0.256974,2.701382
0.760380,0.0,2.601597,2.951333,0.250626,2.700707
0.762881,0.0,2.575698,2.944466,0.244435,2.700031
0.765383,0.0,2.550056,2.937753,0.238397,2.699356
0.767884,0.0,2.524670,2.931189,0.232508,2.698681
0.770385,0.0,2.499537,2.924770,0.226764,2.698006
0.772886,0.0,2.474654,2.918494,0.221163,2.697331
0.775388,0.0,2.450018,2.912356,0.215700,2.696657
0.777889,0.0,2.425628,2.906354,0.210371,2.695982
0.780390,0.0,2.401480,2.900483,0.205175,2.695308
0.782891,0.0,2.377573,2.894740,0.200106,2.694634
0.785393,0.0,2.353904,2.889123,0.195163,2.693960
0.787894,0.0,2.330471,2.883629,0.190342,2.693286
0.790395,0.0,2.307271,2.878253,0.185640,2.692613
0.792896,0.0,2.284302,2.872994,0.181055,2.691939
0.795398,0.0,2.261561,2.867848,0.176582,2.691266
0.797899,0.0,2.239047,2.862813,0.172220,2.690593
0.800400,0.0,2.216757,2.857886,0.167966,2.689920
0.802901,0.0,2.194689,2.853064,0.163817,2.689247
0.805403,0.0,2.172841,2.848345,0.159770,2.688575
0.807904,0.0,2.151210,2.843726,0.155823,2.687902
0.810405,0.0,2.129794,2.839204,0.151974,2.687230
0.812906,0.0,2.108592,2.834778,0.148220,2.686558
0.815408,0.0,2.087601,2.830445,0.144559,2.685886
0.817909,0.0,2.066818,2.826202,0.140988,2.685214
0.820410,0.0,2.046243,2.822048,0.137505,2.684543
0.822911,0.0,2.025872,2.817980,0.134108,2.683872
0.825413,0.0,2.005704,2.813996,0.130796,2.683200
0.827914,0.0,1.985737,2.810094,0.127565,2.682529
0.830415,0.0,1.965969,2.806272,0.124414,2.681858
0.832916,0.0,1.946398,2.802528,0.121340,2.681188
0.835418,0.0,1.927021,2.798860,0.118343,2.680517
0.837919,0.0,1.907837,2.795266,0.115420,2.679847
0.840420,0.0,1.888845,2.791745,0.112568,2.679177
0.842921,0.0,1.870041,2.788294,0.109788,2.678506
0.845423,0.0,1.851424,2.784912,0.107076,2.677837
0.847924,0.0,1.832993,2.781598,0.104431,2.677167
0.850425,0.0,1.814746,2.778348,0.101851,2.676497
0.852926,0.0,1.796680,2.775163,0.099335,2.675828
0.855428,0.0,1.778793,2.772040,0.096881,2.675159
0.857929,0.0,1.761085,2.768978,0.094488,2.674490
0.860430,0.0,1.743554,2.765975,0.092154,2.673821
0.862931,0.0,1.726196,2.763030,0.089878,2.673152
0.865433,0.0,1.709012,2.760141,0.087657,2.672484
0.867934,0.0,1.691998,2.757307,0.085492,2.671815
0.870435,0.0,1.675154,2.754527,0.083380,2.671147
0.872936,0.0,1.658478,2.751800,0.081321,2.670479
0.875438,0.0,1.641968,2.749123,0.079312,2.669811
0.877939,0.0,1.625622,2.746496,0.077353,2.669143
0.880440,0.0,1.609438,2.743918,0.075442,2.668476
0.882941,0.0,1.593416,2.741387,0.073578,2.667809
0.885443,0.0,1.577554,2.738902,0.071761,2.667141
0.887944,0.0,1.561849,2.736462,0.069988,2.666474
0.890445,0.0,1.546300,2.734067,0.068259,2.665807
0.892946,0.0,1.530907,2.731714,0.066573,2.665141
0.895448,0.0,1.515666,2.729403,0.064928,2.664474
0.897949,0.0,1.500578,2.727132,0.063325,2.663808
0.900450,0.0,1.485639,2.724902,0.061760,2.663142
0.902951,0.0,1.470850,2.722710,0.060235,2.662476
0.905453,0.0,1.456207,2.720556,0.058747,2.661810
0.907954,0.0,1.441711,2.718440,0.057296,2.661144
0.910455,0.0,1.427358,2.716359,0.055880,2.660478
0.912956,0.0,1.413149,2.714313,0.054500,2.659813
0.915458,0.0,1.399081,2.712302,0.053154,2.659148
0.917959,0.0,1.385153,2.710323,0.051841,2.658483
0.920460,0.0,1.371363,2.708378,0.050560,2.657818
0.922961,0.0,1.357711,2.706464,0.049311,2.657153
0.925463,0.0,1.344195,2.704582,0.048093,2.656489
0.927964,0.0,1.330813,2.702729,0.046905,2.655824
0.930465,0.0,1.317565,2.700906,0.045746,2.655160
0.932966,0.0,1.304448,2.699112,0.044616,2.654496
0.935468,0.0,1.291462,2.697346,0.043514,2.653832
0.937969,0.0,1.278606,2.695608,0.042439,2.653169
0.940470,0.0,1.265877,2.693896,0.041391,2.652505
0.942971,0.0,1.253275,2.692210,0.040368,2.651842
0.945473,0.0,1.240799,2.690550,0.039371,2.651178
0.947974,0.0,1.228446,2.688914,0.038399,2.650515
0.950475,0.0,1.216217,2.687303,0.037450,2.649853
0.952976,0.0,1.204109,2.685715,0.036525,2.649190
0.955478,0.0,1.192122,2.684150,0.035623,2.648527
0.957979,0.0,1.180255,2.682608,0.034743,2.647865
0.960480,0.0,1.168505,2.681087,0.033885,2.647203
0.962981,0.0,1.156872,2.679588,0.033048,2.646541
0.965483,0.0,1.145356,2.678110,0.032231,2.645879
0.967984,0.0,1.133954,2.676652,0.031435,2.645217
0.970485,0.0,1.122665,2.675214,0.030659,2.644555
0.972986,0.0,1.111489,2.673795,0.029901,2.643894
0.975488,0.0,1.100424,2.672395,0.029163,2.643233
0.977989,0.0,1.089469,2.671014,0.028442,2.642572
0.980490,0.0,1.078623,2.669650,0.027740,2.641911
0.982991,0.0,1.067885,2.668305,0.027054,2.641250
0.985493,0.0,1.057254,2.666976,0.026386,2.640590
0.987994,0.0,1.046729,2.665663,0.025734,2.639929
0.990495,0.0,1.036309,2.664368,0.025099,2.639269
0.992996,0.0,1.025992,2.663087,0.024479,2.638609
0.995498,0.0,1.015778,2.661823,0.023874,2.637949
0.997999,0.0,1.005666,2.660573,0.023284,2.637289
1.000500,0.0,0.995655,2.659339,0.022709,2.636630
1.003002,0.0,0.985743,2.658118,0.022148,2.635970
1.005503,0.0,0.975930,2.656912,0.021601,2.635311
1.008004,0.0,0.966214,2.655719,0.021067,2.634652
1.010505,0.0,0.956595,2.654540,0.020547,2.633993
1.013007,0.0,0.947072,2.653374,0.020039,2.633334
1.015508,0.0,0.937644,2.652220,0.019544,2.632676
1.018009,0.0,0.928310,2.651079,0.019062,2.632017
1.020510,0.0,0.919068,2.649950,0.018591,2.631359
1.023012,0.0,0.909919,2.648832,0.018131,2.630701
1.025513,0.0,0.900861,2.647727,0.017684,2.630043
1.028014,0.0,0.891892,2.646632,0.017247,2.629385
1.030515,0.0,0.883013,2.645548,0.016821,2.628728
1.033017,0.0,0.874223,2.644476,0.016405,2.628070
1.035518,0.0,0.865520,2.643413,0.016000,2.627413
1.038019,0.0,0.856904,2.642361,0.015605,2.626756
1.040520,0.0,0.848373,2.641318,0.015219,2.626099
1.043022,0.0,0.839927,2.640286,0.014843,2.625442
1.045523,0.0,0.831566,2.639262,0.014477,2.624786
1.048024,0.0,0.823287,2.638248,0.014119,2.624129
1.050525,0.0,0.815092,2.637243,0.013770,2.623473
1.053027,0.0,0.806977,2.636247,0.013430,2.622817
1.055528,0.0,0.798944,2.635259,0.013098,2.622161
1.058029,0.0,0.790990,2.634280,0.012775,2.621505
1.060530,0.0,0.783116,2.633309,0.012459,2.620849
1.063032,0.0,0.775320,2.632345,0.012151,2.620194
1.065533,0.0,0.767601,2.631390,0.011851,2.619539
1.068034,0.0,0.759960,2.630442,0.011559,2.618884
1.070535,0.0,0.752394,2.629502,0.011273,2.618229
1.073037,0.0,0.744904,2.628568,0.010995,2.617574
1.075538,0.0,0.737488,2.627642,0.010723,2.616919
1.078039,0.0,0.730147,2.626723,0.010458,2.616265
1.080540,0.0,0.722878,2.625810,0.010200,2.615610
1.083042,0.0,0.715682,2.624904,0.009948,2.614956
1.085543,0.0,0.708557,2.624004,0.009702,2.614302
1.088044,0.0,0.701503,2.623111,0.009462,2.613648
1.090545,0.0,0.694520,2.622223,0.009229,2.612995
1.093047,0.0,0.687606,2.621342,0.009001,2.612341
1.095548,0.0,0.680760,2.620466,0.008778,2.611688
1.098049,0.0,0.673983,2.619596,0.008561,2.611035
1.100550,0.0,0.667274,2.618732,0.008350,2.610382
1.103052,0.0,0.660631,2.617873,0.008144,2.609729
1.105553,0.0,0.654054,2.617019,0.007943,2.609076
1.108054,0.0,0.647543,2.616170,0.007746,2.608424
1.110555,0.0,0.641097,2.615326,0.007555,2.607771
1.113057,0.0,0.634715,2.614488,0.007368,2.607119
1.115558,0.0,0.628396,2.613654,0.007186,2.606467
1.118059,0.0,0.622140,2.612824,0.007009,2.605815
1.120560,0.0,0.615947,2.611999,0.006836,2.605164
1.123062,0.0,0.609815,2.611179,0.006667,2.604512
1.125563,0.0,0.603744,2.610363,0.006502,2.603861
1.128064,0.0,0.597734,2.609551,0.006342,2.603209
1.130565,0.0,0.591783,2.608743,0.006185,2.602558
1.133067,0.0,0.585892,2.607940,0.006032,2.601908
1.135568,0.0,0.580059,2.607140,0.005883,2.601257
1.138069,0.0,0.574285,2.606344,0.005738,2.600606
1.140570,0.0,0.568568,2.605552,0.005596,2.599956
1.143072,0.0,0.562907,2.604763,0.005458,2.599306
1.145573,0.0,0.557304,2.603979,0.005323,2.598656
1.148074,0.0,0.551756,2.603197,0.005192,2.598006
1.150575,0.0,0.546263,2.602419,0.005063,2.597356
1.153077,0.0,0.540825,2.601645,0.004938,2.596706
1.155578,0.0,0.535441,2.600873,0.004816,2.596057
1.158079,0.0,0.530110,2.600105,0.004697,2.595408
1.160580,0.0,0.524833,2.599340,0.004581,2.594759
1.163082,0.0,0.519608,2.598578,0.004468,2.594110
1.165583,0.0,0.514436,2.597819,0.004358,2.593461
1.168084,0.0,0.509314,2.597062,0.004250,2.592812
1.170585,0.0,0.504244,2.596309,0.004145,2.592164
1.173087,0.0,0.499224,2.595558,0.004043,2.591516
1.175588,0.0,0.494254,2.594810,0.003943,2.590867
1.178089,0.0,0.489334,2.594065,0.003845,2.590219
1.180590,0.0,0.484463,2.593322,0.003750,2.589572
1.183092,0.0,0.479640,2.592582,0.003658,2.588924
1.185593,0.0,0.474865,2.591844,0.003567,2.588277
1.188094,0.0,0.470138,2.591108,0.003479,2.587629
1.190595,0.0,0.465457,2.590375,0.003393,2.586982
1.193097,0.0,0.460824,2.589645,0.003310,2.586335
1.195598,0.0,0.456236,2.588916,0.003228,2.585688
1.198099,0.0,0.451694,2.588190,0.003148,2.585042
