t_s,sigma_norm,eps_single_pct,eps_mod_pct,eps_mod_fast_pct,eps_mod_slow_pct
4.397199,0.0,0.000001,1.877294,0.000000,1.877294
4.399700,0.0,0.000001,1.876825,0.000000,1.876825
4.402201,0.0,0.000001,1.876356,0.000000,1.876356
4.404702,0.0,0.000001,1.875886,0.000000,1.875886
4.407204,0.0,0.000001,1.875417,0.000000,1.875417
4.409705,0.0,0.000001,1.874948,0.000000,1.874948
4.412206,0.0,0.000001,1.874479,0.000000,1.874479
4.414707,0.0,0.000001,1.874010,0.000000,1.874010
4.417209,0.0,0.000001,1.873542,0.000000,1.873542
4.419710,0.0,0.000001,1.873073,0.000000,1.873073
4.422211,0.0,0.000001,1.872605,0.000000,1.872605
4.424712,0.0,0.000001,1.872136,0.000000,1.872136
4.427214,0.0,0.000001,1.871668,0.000000,1.871668
4.429715,0.0,0.000001,1.871200,0.000000,1.871200
4.432216,0.0,0.000001,1.870732,0.000000,1.870732
4.434717,0.0,0.000001,1.870264,0.000000,1.870264
4.437219,0.0,0.000001,1.869797,0.000000,1.869797
4.439720,0.0,0.000001,1.869329,0.000000,1.869329
4.442221,0.0,0.000001,1.868861,0.000000,1.868861
4.444722,0.0,0.000001,1.868394,0.000000,1.868394
4.447224,0.0,0.000001,1.867927,0.000000,1.867927
4.449725,0.0,0.000001,1.867460,0.000000,1.867460
4.452226,0.0,0.000001,1.866993,0.000000,1.866993
4.454727,0.0,0.000001,1.866526,0.000000,1.866526
4.457229,0.0,0.000001,1.866059,0.000000,1.866059
4.459730,0.0,0.000001,1.865592,0.000000,1.865592
4.462231,0.0,0.000001,1.865126,0.000000,1.865126
4.464732,0.0,0.000001,1.864659,0.000000,1.864659
4.467234,0.0,0.000001,1.864193,0.000000,1.864193
4.469735,0.0,0.000001,1.863727,0.000000,1.863727
4.472236,0.0,0.000001,1.863260,0.000000,1.863260
4.474737,0.0,0.000001,1.862794,0.000000,1.862794
4.477239,0.0,0.000001,1.862329,0.000000,1.862329
4.479740,0.0,0.000001,1.861863,0.000000,1.861863
4.482241,0.0,0.000001,1.861397,0.000000,1.861397
4.484742,0.0,0.000001,1.860932,0.000000,1.860932
4.487244,0.0,0.000001,1.860466,0.000000,1.860466
4.489745,0.0,0.000001,1.860001,0.000000,1.860001
4.492246,0.0,0.000001,1.859536,0.000000,1.859536
4.494747,0.0,0.000001,1.859071,0.000000,1.859071
4.497249,0.0,0.000001,1.858606,0.000000,1.858606
4.499750,0.0,0.000001,1.858141,0.000000,1.858141
4.502251,0.0,0.000001,1.857676,0.000000,1.857676
4.504752,0.0,0.000001,1.857212,0.000000,1.857212
4.507254,0.0,0.000001,1.856747,0.000000,1.856747
4.509755,0.0,0.000001,1.856283,0.000000,1.856283
4.512256,0.0,0.000001,1.855819,0.000000,1.855819
4.514757,0.0,0.000001,1.855354,0.000000,1.855354
4.517259,0.0,0.000001,1.854890,0.000000,1.854890
4.519760,0.0,0.000001,1.854427,0.000000,1.854427
4.522261,0.0,0.000001,1.853963,0.000000,1.853963
4.524762,0.0,0.000001,1.853499,0.000000,1.853499
4.527264,0.0,0.000001,1.853036,0.000000,1.853036
4.529765,0.0,0.000001,1.852572,0.000000,1.852572
4.532266,0.0,0.000001,1.852109,0.000000,1.852109
4.534767,0.0,0.000001,1.851646,0.000000,1.851646
4.537269,0.0,0.000001,1.851183,0.000000,1.851183
4.539770,0.0,0.000001,1.850720,0.000000,1.850720
4.542271,0.0,0.000001,1.850257,0.000000,1.850257
4.544772,0.0,0.000001,1.849794,0.000000,1.849794
4.547274,0.0,0.000001,1.849331,0.000000,1.849331
4.549775,0.0,0.000001,1.848869,0.000000,1.848869
4.552276,0.0,0.000001,1.848406,0.000000,1.848406
4.554777,0.0,0.000001,1.847944,0.000000,1.847944
4.557279,0.0,0.000001,1.847482,0.000000,1.847482
4.559780,0.0,0.000001,1.847020,0.000000,1.847020
4.562281,0.0,0.000001,1.846558,0.000000,1.846558
4.564782,0.0,0.000001,1.846096,0.000000,1.846096
4.567284,0.0,0.000001,1.845635,0.000000,1.845635
4.569785,0.0,0.000001,1.845173,0.000000,1.845173
4.572286,0.0,0.000001,1.844711,0.000000,1.844711
4.574787,0.0,0.000001,1.844250,0.000000,1.844250
4.577289,0.0,0.000001,1.843789,0.000000,1.843789
4.579790,0.0,0.000001,1.843328,0.000000,1.843328
4.582291,0.0,0.000001,1.842867,0.000000,1.842867
4.584792,0.0,0.000001,1.842406,0.000000,1.842406
4.587294,0.0,0.000001,1.841945,0.000000,1.841945
4.589795,0.0,0.000001,1.841484,0.000000,1.841484
4.592296,0.0,0.000001,1.841024,0.000000,1.841024
4.594797,0.0,0.000001,1.840563,0.000000,1.840563
4.597299,0.0,0.000001,1.840103,0.000000,1.840103
4.599800,0.0,0.000001,1.839643,0.000000,1.839643
4.602301,0.0,0.000001,1.839183,0.000000,1.839183
4.604802,0.0,0.000001,1.838723,0.000000,1.838723
4.607304,0.0,0.000001,1.838263,0.000000,1.838263
4.609805,0.0,0.000001,1.837803,0.000000,1.837803
4.612306,0.0,0.000001,1.837344,0.000000,1.837344
4.614807,0.0,0.000001,1.836884,0.000000,1.836884
4.617309,0.0,0.000001,1.836425,0.000000,1.836425
4.619810,0.0,0.000001,1.835966,0.000000,1.835966
4.622311,0.0,0.000001,1.835506,0.000000,1.835506
4.624812,0.0,0.000001,1.835047,0.000000,1.835047
4.627314,0.0,0.000000,1.834588,0.000000,1.834588
4.629815,0.0,0.000000,1.834130,0.000000,1.834130
4.632316,0.0,0.000000,1.833671,0.000000,1.833671
4.634817,0.0,0.000000,1.833212,0.000000,1.833212
4.637319,0.0,0.000000,1.832754,0.000000,1.832754
4.639820,0.0,0.000000,1.832295,0.000000,1.832295
4.642321,0.0,0.000000,1.831837,0.000000,1.831837
4.644822,0.0,0.000000,1.831379,0.000000,1.831379
4.647324,0.0,0.000000,1.830921,0.000000,1.830921
4.649825,0.0,0.000000,1.830463,0.000000,1.830463
4.652326,0.0,0.000000,1.830005,0.000000,1.830005
4.654827,0.0,0.000000,1.829548,0.000000,1.829548
4.657329,0.0,0.000000,1.829090,0.000000,1.829090
4.659830,0.0,0.000000,1.828633,0.000000,1.828633
4.662331,0.0,0.000000,1.828175,0.000000,1.828175
4.664832,0.0,0.000000,1.827718,0.000000,1.827718
4.667334,0.0,0.000000,1.827261,0.000000,1.827261
4.669835,0.0,0.000000,1.826804,0.000000,1.826804
4.672336,0.0,0.000000,1.826347,0.000000,1.826347
4.674837,0.0,0.000000,1.825890,0.000000,1.825890
4.677339,0.0,0.000000,1.825434,0.000000,1.825434
4.679840,0.0,0.000000,1.824977,0.000000,1.824977
4.682341,0.0,0.000000,1.824521,0.000000,1.824521
4.684842,0.0,0.000000,1.824065,0.000000,1.824065
4.687344,0.0,0.000000,1.823608,0.000000,1.823608
4.689845,0.0,0.000000,1.823152,0.000000,1.823152
4.692346,0.0,0.000000,1.822696,0.000000,1.822696
4.694847,0.0,0.000000,1.822240,0.000000,1.822240
4.697349,0.0,0.000000,1.821785,0.000000,1.821785
4.699850,0.0,0.000000,1.821329,0.000000,1.821329
4.702351,0.0,0.000000,1.820874,0.000000,1.820874
4.704852,0.0,0.000000,1.820418,0.000000,1.820418
4.707354,0.0,0.000000,1.819963,0.000000,1.819963
4.709855,0.0,0.000000,1.819508,0.000000,1.819508
4.712356,0.0,0.000000,1.819053,0.000000,1.819053
4.714857,0.0,0.000000,1.818598,0.000000,1.818598
4.717359,0.0,0.000000,1.818143,0.000000,1.818143
4.719860,0.0,0.000000,1.817688,0.000000,1.817688
4.722361,0.0,0.000000,1.817234,0.000000,1.817234
4.724862,0.0,0.000000,1.816779,0.000000,1.816779
4.727364,0.0,0.000000,1.816325,0.000000,1.816325
4.729865,0.0,0.000000,1.815871,0.000000,1.815871
4.732366,0.0,0.000000,1.815416,0.000000,1.815416
4.734867,0.0,0.000000,1.814962,0.000000,1.814962
4.737369,0.0,0.000000,1.814509,0.000000,1.814509
4.739870,0.0,0.000000,1.814055,0.000000,1.814055
4.742371,0.0,0.000000,1.813601,0.000000,1.813601
4.744872,0.0,0.000000,1.813147,0.000000,1.813147
4.747374,0.0,0.000000,1.812694,0.000000,1.812694
4.749875,0.0,0.000000,1.812241,0.000000,1.812241
4.752376,0.0,0.000000,1.811787,0.000000,1.811787
4.754877,0.0,0.000000,1.811334,0.000000,1.811334
4.757379,0.0,0.000000,1.810881,0.000000,1.810881
4.759880,0.0,0.000000,1.810428,0.000000,1.810428
4.762381,0.0,0.000000,1.809976,0.000000,1.809976
4.764882,0.0,0.000000,1.809523,0.000000,1.809523
4.767384,0.0,0.000000,1.809070,0.000000,1.809070
4.769885,0.0,0.000000,1.808618,0.000000,1.808618
4.772386,0.0,0.000000,1.808166,0.000000,1.808166
4.774887,0.0,0.000000,1.807713,0.000000,1.807713
4.777389,0.0,0.000000,1.807261,0.000000,1.807261
4.779890,0.0,0.000000,1.806809,0.000000,1.806809
4.782391,0.0,0.000000,1.806357,0.000000,1.806357
4.784892,0.0,0.000000,1.805906,0.000000,1.805906
4.787394,0.0,0.000000,1.805454,0.000000,1.805454
4.789895,0.0,0.000000,1.805003,0.000000,1.805003
4.792396,0.0,0.000000,1.804551,0.000000,1.804551
4.794897,0.0,0.000000,1.804100,0.000000,1.804100
4.797399,0.0,0.000000,1.803649,0.000000,1.803649
4.799900,0.0,0.000000,1.803198,0.000000,1.803198
4.802401,0.0,0.000000,1.802747,0.000000,1.802747
4.804902,0.0,0.000000,1.802296,0.000000,1.802296
4.807404,0.0,0.000000,1.801845,0.000000,1.801845
4.809905,0.0,0.000000,1.801394,0.000000,1.801394
4.812406,0.0,0.000000,1.800944,0.000000,1.800944
4.814907,0.0,0.000000,1.800493,0.000000,1.800493
4.817409,0.0,0.000000,1.800043,0.000000,1.800043
4.819910,0.0,0.000000,1.799593,0.000000,1.799593
4.822411,0.0,0.000000,1.799143,0.000000,1.799143
4.824912,0.0,0.000000,1.798693,0.000000,1.798693
4.827414,0.0,0.000000,1.798243,0.000000,1.798243
4.829915,0.0,0.000000,1.797793,0.000000,1.797793
4.832416,0.0,0.000000,1.797344,0.000000,1.797344
4.834917,0.0,0.000000,1.796894,0.000000,1.796894
4.837419,0.0,0.000000,1.796445,0.000000,1.796445
4.839920,0.0,0.000000,1.795996,0.000000,1.795996
4.842421,0.0,0.000000,1.795546,0.000000,1.795546
4.844922,0.0,0.000000,1.795097,0.000000,1.795097
4.847424,0.0,0.000000,1.794648,0.000000,1.794648
4.849925,0.0,0.000000,1.794200,0.000000,1.794200
4.852426,0.0,0.000000,1.793751,0.000000,1.793751
4.854927,0.0,0.000000,1.793302,0.000000,1.793302
4.857429,0.0,0.000000,1.792854,0.000000,1.792854
4.859930,0.0,0.000000,1.792405,0.000000,1.792405
4.862431,0.0,0.000000,1.791957,0.000000,1.791957
4.864932,0.0,0.000000,1.791509,0.000000,1.791509
4.867434,0.0,0.000000,1.791061,0.000000,1.791061
4.869935,0.0,0.000000,1.790613,0.000000,1.790613
4.872436,0.0,0.000000,1.790165,0.000000,1.790165
4.874937,0.0,0.000000,1.789717,0.000000,1.789717
4.877439,0.0,0.000000,1.789270,0.000000,1.789270
4.879940,0.0,0.000000,1.788822,0.000000,1.788822
4.882441,0.0,0.000000,1.788375,0.000000,1.788375
4.884942,0.0,0.000000,1.787928,0.000000,1.787928
4.887444,0.0,0.000000,1.787481,0.000000,1.787481
4.889945,0.0,0.000000,1.787034,0.000000,1.787034
4.892446,0.0,0.000000,1.786587,0.000000,1.786587
4.894947,0.0,0.000000,1.786140,0.000000,1.786140
4.897449,0.0,0.000000,1.785693,0.000000,1.785693
4.899950,0.0,0.000000,1.785247,0.000000,1.785247
4.902451,0.0,0.000000,1.784800,0.000000,1.784800
4.904952,0.0,0.000000,1.784354,0.000000,1.784354
4.907454,0.0,0.000000,1.783907,0.000000,1.783907
4.909955,0.0,0.000000,1.783461,0.000000,1.783461
4.912456,0.0,0.000000,1.783015,0.000000,1.783015
4.914957,0.0,0.000000,1.782569,0.000000,1.782569
4.917459,0.0,0.000000,1.782123,0.000000,1.782123
4.919960,0.0,0.000000,1.781678,0.000000,1.781678
4.922461,0.0,0.000000,1.781232,0.000000,1.781232
4.924962,0.0,0.000000,1.780787,0.000000,1.780787
4.927464,0.0,0.000000,1.780341,0.000000,1.780341
4.929965,0.0,0.000000,1.779896,0.000000,1.779896
4.932466,0.0,0.000000,1.779451,0.000000,1.779451
4.934967,0.0,0.000000,1.779006,0.000000,1.779006
4.937469,0.0,0.000000,1.778561,0.000000,1.778561
4.939970,0.0,0.000000,1.778116,0.000000,1.778116
4.942471,0.0,0.000000,1.777672,0.000000,1.777672
4.944972,0.0,0.000000,1.777227,0.000000,1.777227
4.947474,0.0,0.000000,1.776782,0.000000,1.776782
4.949975,0.0,0.000000,1.776338,0.000000,1.776338
4.952476,0.0,0.000000,1.775894,0.000000,1.775894
4.954977,0.0,0.000000,1.775450,0.000000,1.775450
4.957479,0.0,0.000000,1.775006,0.000000,1.775006
4.959980,0.0,0.000000,1.774562,0.000000,1.774562
4.962481,0.0,0.000000,1.774118,0.000000,1.774118
4.964982,0.0,0.000000,1.773674,0.000000,1.773674
4.967484,0.0,0.000000,1.773231,0.000000,1.773231
4.969985,0.0,0.000000,1.772787,0.000000,1.772787
4.972486,0.0,0.000000,1.772344,0.000000,1.772344
4.974987,0.0,0.000000,1.771901,0.000000,1.771901
4.977489,0.0,0.000000,1.771457,0.000000,1.771457
4.979990,0.0,0.000000,1.771014,0.000000,1.771014
4.982491,0.0,0.000000,1.770572,0.000000,1.770572
4.984992,0.0,0.000000,1.770129,0.000000,1.770129
4.987494,0.0,0.000000,1.769686,0.000000,1.769686
4.989995,0.0,0.000000,1.769243,0.000000,1.769243
4.992496,0.0,0.000000,1.768801,0.000000,1.768801
4.994997,0.0,0.000000,1.768359,0.000000,1.768359
4.997499,0.0,0.000000,1.767916,0.000000,1.767916
5.000000,0.0,0.000000,1.767474,0.000000,1.767474
