t_s,eps_uniaxial_pct,eps_biaxial_pct,Dx_uni_um,Dy_uni_um,Dx_bi_um,Dy_bi_um,sigma_on
0.000000,0.000000,0.000000,200.0000,200.0000,200.0000,200.0000,1
0.005001,0.194760,0.306422,199.6105,200.1948,199.3872,200.6128,1
0.010002,0.381392,0.600056,199.2372,200.3814,198.7999,201.2001,1
0.015003,0.560291,0.881525,198.8794,200.5603,198.2370,201.7630,1
0.020003,0.731835,1.151420,198.5363,200.7318,197.6972,202.3028,1
0.025004,0.896380,1.410305,198.2072,200.8964,197.1794,202.8206,1
0.030005,1.054269,1.658716,197.8915,201.0543,196.6826,203.3174,1
0.035006,1.205824,1.897163,197.5884,201.2058,196.2057,203.7943,1
0.040007,1.351355,2.126131,197.2973,201.3514,195.7477,204.2523,1
0.045008,1.491153,2.346081,197.0177,201.4912,195.3078,204.6922,1
0.050008,1.625499,2.557452,196.7490,201.6255,194.8851,205.1149,1
0.055009,1.754658,2.760662,196.4907,201.7547,194.4787,205.5213,1
0.060010,1.878881,2.956107,196.2422,201.8789,194.0878,205.9122,1
0.065011,1.998410,3.144165,196.0032,201.9984,193.7117,206.2883,1
0.070012,2.113471,3.325195,195.7731,202.1135,193.3496,206.6504,1
0.075013,2.224283,3.499539,195.5514,202.2243,193.0009,206.9991,1
0.080013,2.331053,3.667523,195.3379,202.3311,192.6650,207.3350,1
0.085014,2.433975,3.829454,195.1320,202.4340,192.3411,207.6589,1
0.090015,2.533238,3.985629,194.9335,202.5332,192.0287,207.9713,1
0.095016,2.629020,4.136325,194.7420,202.6290,191.7274,208.2726,1
0.100017,2.721489,4.281810,194.5570,202.7215,191.4364,208.5636,1
0.105018,2.810807,4.422336,194.3784,202.8108,191.1553,208.8447,1
0.110018,2.897126,4.558144,194.2057,202.8971,190.8837,209.1163,1
0.115019,2.980592,4.689464,194.0388,202.9806,190.6211,209.3789,1
0.120020,3.061343,4.816513,193.8773,203.0613,190.3670,209.6330,1
0.125021,3.139512,4.939499,193.7210,203.1395,190.1210,209.8790,1
0.130022,3.215223,5.058618,193.5696,203.2152,189.8828,210.1172,1
0.135023,3.288596,5.174058,193.4228,203.2886,189.6519,210.3481,1
0.140023,3.359744,5.285998,193.2805,203.3597,189.4280,210.5720,1
0.145024,3.428776,5.394607,193.1424,203.4288,189.2108,210.7892,1
0.150025,3.495792,5.500047,193.0084,203.4958,188.9999,211.0001,1
0.155026,3.560892,5.602470,192.8782,203.5609,188.7951,211.2049,1
0.160027,3.624168,5.702024,192.7517,203.6242,188.5960,211.4040,1
0.165028,3.685708,5.798848,192.6286,203.6857,188.4023,211.5977,1
0.170028,3.745597,5.893072,192.5088,203.7456,188.2139,211.7861,1
0.175029,3.803913,5.984823,192.3922,203.8039,188.0304,211.9696,1
0.180030,3.860734,6.074221,192.2785,203.8607,187.8516,212.1484,1
0.185031,3.916131,6.161380,192.1677,203.9161,187.6772,212.3228,1
0.190032,3.970173,6.246406,192.0597,203.9702,187.5072,212.4928,1
0.195033,4.022926,6.329404,191.9541,204.0229,187.3412,212.6588,1
0.200033,4.074452,6.410472,191.8511,204.0745,187.1791,212.8209,1
0.205034,4.124810,6.489701,191.7504,204.1248,187.0206,212.9794,1
0.210035,4.174056,6.567182,191.6519,204.1741,186.8656,213.1344,1
0.215036,4.222244,6.642998,191.5555,204.2222,186.7140,213.2860,1
0.220037,4.269425,6.717229,191.4611,204.2694,186.5655,213.4345,1
0.225038,4.315647,6.789952,191.3687,204.3156,186.4201,213.5799,1
0.230038,4.360957,6.861239,191.2781,204.3610,186.2775,213.7225,1
0.235039,4.405398,6.931159,191.1892,204.4054,186.1377,213.8623,1
0.240040,4.449011,6.999778,191.1020,204.4490,186.0004,213.9996,1
0.245041,4.491838,7.067158,191.0163,204.4918,185.8657,214.1343,1
0.250042,4.533914,7.133359,190.9322,204.5339,185.7333,214.2667,1
0.255043,4.575277,7.198436,190.8494,204.5753,185.6031,214.3969,1
0.260043,4.615961,7.262445,190.7681,204.6160,185.4751,214.5249,1
0.265044,4.655997,7.325435,190.6880,204.6560,185.3491,214.6509,1
0.270045,4.695417,7.387455,190.6092,204.6954,185.2251,214.7749,1
0.275046,4.734250,7.448553,190.5315,204.7342,185.1029,214.8971,1
0.280047,4.772524,7.508771,190.4550,204.7725,184.9825,215.0175,1
0.285048,4.810266,7.568151,190.3795,204.8103,184.8637,215.1363,1
0.290048,4.847500,7.626734,190.3050,204.8475,184.7465,215.2535,1
0.295049,4.884252,7.684557,190.2315,204.8843,184.6309,215.3691,1
0.300050,4.920544,7.741656,190.1589,204.9205,184.5167,215.4833,1
0.305051,4.956398,7.798066,190.0872,204.9564,184.4039,215.5961,1
0.310052,4.991834,7.853818,190.0163,204.9918,184.2924,215.7076,1
0.315053,5.026872,7.908945,189.9463,205.0269,184.1821,215.8179,1
0.320053,5.061531,7.963475,189.8769,205.0615,184.0730,215.9270,1
0.325054,5.095829,8.017437,189.8083,205.0958,183.9651,216.0349,1
0.330055,5.129782,8.070857,189.7404,205.1298,183.8583,216.1417,1
0.335056,5.163408,8.123761,189.6732,205.1634,183.7525,216.2475,1
0.340057,5.196720,8.176173,189.6066,205.1967,183.6477,216.3523,1
0.345058,5.229734,8.228115,189.5405,205.2297,183.5438,216.4562,1
0.350058,5.262464,8.279610,189.4751,205.2625,183.4408,216.5592,1
0.355059,5.294922,8.330678,189.4102,205.2949,183.3386,216.6614,1
0.360060,5.327123,8.381339,189.3458,205.3271,183.2373,216.7627,1
0.365061,5.359076,8.431613,189.2818,205.3591,183.1368,216.8632,1
0.370062,5.390794,8.481516,189.2184,205.3908,183.0370,216.9630,1
0.375063,5.422288,8.531066,189.1554,205.4223,182.9379,217.0621,1
0.380063,5.453567,8.580279,189.0929,205.4536,182.8394,217.1606,1
0.385064,5.484642,8.629170,189.0307,205.4846,182.7417,217.2583,1
0.390065,5.515522,8.677755,188.9690,205.5155,182.6445,217.3555,1
0.395066,5.546216,8.726046,188.9076,205.5462,182.5479,217.4521,1
0.400067,5.576732,8.774058,188.8465,205.5767,182.4519,217.5481,1
0.405068,5.607078,8.821803,188.7858,205.6071,182.3564,217.6436,1
0.410068,5.637262,8.869292,188.7255,205.6373,182.2614,217.7386,1
0.415069,5.667291,8.916538,188.6654,205.6673,182.1669,217.8331,1
0.420070,5.697172,8.963551,188.6057,205.6972,182.0729,217.9271,1
0.425071,5.726912,9.010342,188.5462,205.7269,181.9793,218.0207,1
0.430072,5.756516,9.056919,188.4870,205.7565,181.8862,218.1138,1
0.435073,5.785992,9.103293,188.4280,205.7860,181.7934,218.2066,1
0.440073,5.815343,9.149473,188.3693,205.8153,181.7011,218.2989,1
0.445074,5.844576,9.195467,188.3108,205.8446,181.6091,218.3909,1
0.450075,5.873697,9.241283,188.2526,205.8737,181.5174,218.4826,1
0.455076,5.902708,9.286928,188.1946,205.9027,181.4261,218.5739,1
0.460077,5.931617,9.332410,188.1368,205.9316,181.3352,218.6648,1
0.465078,5.960426,9.377736,188.0791,205.9604,181.2445,218.7555,1
0.470078,5.989139,9.422913,188.0217,205.9891,181.1542,218.8458,1
0.475079,6.017762,9.467946,187.9645,206.0178,181.0641,218.9359,1
0.480080,6.046298,9.512842,187.9074,206.0463,180.9743,219.0257,1
0.485081,6.074750,9.557606,187.8505,206.0747,180.8848,219.1152,1
0.490082,6.103121,9.602244,187.7938,206.1031,180.7955,219.2045,1
0.495083,6.131416,9.646761,187.7372,206.1314,180.7065,219.2935,1
0.500083,6.156322,9.685946,187.6874,206.1563,180.6281,219.3719,0
0.505084,5.989850,9.424031,188.0203,205.9899,181.1519,218.8481,0
0.510085,5.831432,9.174786,188.3371,205.8314,181.6504,218.3496,0
0.515086,5.680674,8.937594,188.6387,205.6807,182.1248,217.8752,0
0.520087,5.537203,8.711867,188.9256,205.5372,182.5763,217.4237,0
0.525088,5.400664,8.497045,189.1987,205.4007,183.0059,216.9941,0
0.530088,5.270718,8.292597,189.4586,205.2707,183.4148,216.5852,0
0.535089,5.147044,8.098016,189.7059,205.1470,183.8040,216.1960,0
0.540090,5.029336,7.912822,189.9413,205.0293,184.1744,215.8256,0
0.545091,4.917303,7.736557,190.1654,204.9173,184.5269,215.4731,0
0.550092,4.810668,7.568784,190.3787,204.8107,184.8624,215.1376,0
0.555093,4.709168,7.409091,190.5817,204.7092,185.1818,214.8182,0
0.560093,4.612552,7.257082,190.7749,204.6126,185.4858,214.5142,0
0.565094,4.520583,7.112384,190.9588,204.5206,185.7752,214.2248,0
0.570095,4.433033,6.974639,191.1339,204.4330,186.0507,213.9493,0
0.575096,4.349687,6.843508,191.3006,204.3497,186.3130,213.6870,0
0.580097,4.270341,6.718669,191.4593,204.2703,186.5627,213.4373,0
0.585098,4.194798,6.599816,191.6104,204.1948,186.8004,213.1996,0
0.590098,4.122874,6.486655,191.7543,204.1229,187.0267,212.9733,0
0.595099,4.054392,6.378910,191.8912,204.0544,187.2422,212.7578,0
0.600100,3.989184,6.276316,192.0216,203.9892,187.4474,212.5526,0
0.605101,3.927090,6.178622,192.1458,203.9271,187.6428,212.3572,0
0.610102,3.867959,6.085589,192.2641,203.8680,187.8288,212.1712,0
0.615103,3.811646,5.996990,192.3767,203.8116,188.0060,211.9940,0
0.620103,3.758014,5.912609,192.4840,203.7580,188.1748,211.8252,0
0.625104,3.706932,5.832240,192.5861,203.7069,188.3355,211.6645,0
0.630105,3.658275,5.755687,192.6834,203.6583,188.4886,211.5114,0
0.635106,3.611926,5.682764,192.7761,203.6119,188.6345,211.3655,0
0.640107,3.567772,5.613294,192.8645,203.5678,188.7734,211.2266,0
0.645108,3.525705,5.547109,192.9486,203.5257,188.9058,211.0942,0
0.650108,3.485624,5.484049,193.0288,203.4856,189.0319,210.9681,0
0.655109,3.447433,5.423961,193.1051,203.4474,189.1521,210.8479,0
0.660110,3.411038,5.366700,193.1779,203.4110,189.2666,210.7334,0
0.665111,3.376353,5.312128,193.2473,203.3764,189.3757,210.6243,0
0.670112,3.343294,5.260115,193.3134,203.3433,189.4798,210.5202,0
0.675113,3.311781,5.210536,193.3764,203.3118,189.5789,210.4211,0
0.680113,3.281740,5.163271,193.4365,203.2817,189.6735,210.3265,0
0.685114,3.253099,5.118209,193.4938,203.2531,189.7636,210.2364,0
0.690115,3.225789,5.075241,193.5484,203.2258,189.8495,210.1505,0
0.695116,3.199745,5.034266,193.6005,203.1997,189.9315,210.0685,0
0.700117,3.174906,4.995186,193.6502,203.1749,190.0096,209.9904,0
0.705118,3.151214,4.957909,193.6976,203.1512,190.0842,209.9158,0
0.710118,3.128611,4.922348,193.7428,203.1286,190.1553,209.8447,0
0.715119,3.107045,4.888418,193.7859,203.1070,190.2232,209.7768,0
0.720120,3.086466,4.856039,193.8271,203.0865,190.2879,209.7121,0
0.725121,3.066825,4.825138,193.8664,203.0668,190.3497,209.6503,0
0.730122,3.048076,4.795640,193.9038,203.0481,190.4087,209.5913,0
0.735123,3.030177,4.767479,193.9396,203.0302,190.4650,209.5350,0
0.740123,3.013085,4.740588,193.9738,203.0131,190.5188,209.4812,0
0.745124,2.996762,4.714906,194.0065,202.9968,190.5702,209.4298,0
0.750125,2.981170,4.690374,194.0377,202.9812,190.6193,209.3807,0
0.755126,2.966273,4.666936,194.0675,202.9663,190.6661,209.3339,0
0.760127,2.952037,4.644539,194.0959,202.9520,190.7109,209.2891,0
0.765128,2.938431,4.623131,194.1231,202.9384,190.7537,209.2463,0
0.770128,2.925423,4.602665,194.1492,202.9254,190.7947,209.2053,0
0.775129,2.912984,4.583095,194.1740,202.9130,190.8338,209.1662,0
0.780130,2.901087,4.564377,194.1978,202.9011,190.8712,209.1288,0
0.785131,2.889705,4.546470,194.2206,202.8897,190.9071,209.0929,0
0.790132,2.878814,4.529334,194.2424,202.8788,190.9413,209.0587,0
0.795133,2.868388,4.512931,194.2632,202.8684,190.9741,209.0259,0
0.800133,2.858407,4.497226,194.2832,202.8584,191.0055,208.9945,0
0.805134,2.848847,4.482186,194.3023,202.8488,191.0356,208.9644,0
0.810135,2.839688,4.467776,194.3206,202.8397,191.0644,208.9356,0
0.815136,2.830912,4.453967,194.3382,202.8309,191.0921,208.9079,0
0.820137,2.822498,4.440730,194.3550,202.8225,191.1185,208.8815,0
0.825138,2.814430,4.428037,194.3711,202.8144,191.1439,208.8561,0
0.830138,2.806691,4.415861,194.3866,202.8067,191.1683,208.8317,0
0.835139,2.799265,4.404177,194.4015,202.7993,191.1916,208.8084,0
0.840140,2.792136,4.392960,194.4157,202.7921,191.2141,208.7859,0
0.845141,2.785290,4.382190,194.4294,202.7853,191.2356,208.7644,0
0.850142,2.778713,4.371842,194.4426,202.7787,191.2563,208.7437,0
0.855143,2.772393,4.361898,194.4552,202.7724,191.2762,208.7238,0
0.860143,2.766316,4.352338,194.4674,202.7663,191.2953,208.7047,0
0.865144,2.760471,4.343142,194.4791,202.7605,191.3137,208.6863,0
0.870145,2.754847,4.334293,194.4903,202.7548,191.3314,208.6686,0
0.875146,2.749433,4.325774,194.5011,202.7494,191.3485,208.6515,0
0.880147,2.744218,4.317569,194.5116,202.7442,191.3649,208.6351,0
0.885148,2.739193,4.309663,194.5216,202.7392,191.3807,208.6193,0
0.890148,2.734349,4.302042,194.5313,202.7343,191.3959,208.6041,0
0.895149,2.729676,4.294691,194.5406,202.7297,191.4106,208.5894,0
0.900150,2.725168,4.287597,194.5497,202.7252,191.4248,208.5752,0
0.905151,2.720814,4.280748,194.5584,202.7208,191.4385,208.5615,0
0.910152,2.716609,4.274132,194.5668,202.7166,191.4517,208.5483,0
0.915153,2.712545,4.267738,194.5749,202.7125,191.4645,208.5355,0
0.920153,2.708615,4.261554,194.5828,202.7086,191.4769,208.5231,0
0.925154,2.704812,4.255571,194.5904,202.7048,191.4889,208.5111,0
0.930155,2.701131,4.249779,194.5977,202.7011,191.5004,208.4996,0
0.935156,2.697565,4.244169,194.6049,202.6976,191.5117,208.4883,0
0.940157,2.694109,4.238732,194.6118,202.6941,191.5225,208.4775,0
0.945158,2.690758,4.233459,194.6185,202.6908,191.5331,208.4669,0
0.950158,2.687505,4.228342,194.6250,202.6875,191.5433,208.4567,0
0.955159,2.684348,4.223374,194.6313,202.6843,191.5533,208.4467,0
0.960160,2.681281,4.218548,194.6374,202.6813,191.5629,208.4371,0
0.965161,2.678299,4.213857,194.6434,202.6783,191.5723,208.4277,0
0.970162,2.675399,4.209294,194.6492,202.6754,191.5814,208.4186,0
0.975163,2.672576,4.204853,194.6548,202.6726,191.5903,208.4097,0
0.980163,2.669828,4.200529,194.6603,202.6698,191.5989,208.4011,0
0.985164,2.667149,4.196315,194.6657,202.6671,191.6074,208.3926,0
0.990165,2.664538,4.192206,194.6709,202.6645,191.6156,208.3844,0
0.995166,2.661990,4.188197,194.6760,202.6620,191.6236,208.3764,0
1.000167,2.659503,4.184284,194.6810,202.6595,191.6314,208.3686,0
1.005168,2.657073,4.180461,194.6859,202.6571,191.6391,208.3609,0
1.010168,2.654698,4.176725,194.6906,202.6547,191.6466,208.3534,0
1.015169,2.652376,4.173071,194.6952,202.6524,191.6539,208.3461,0
1.020170,2.650103,4.169495,194.6998,202.6501,191.6610,208.3390,0
1.025171,2.647877,4.165993,194.7042,202.6479,191.6680,208.3320,0
1.030172,2.645697,4.162563,194.7086,202.6457,191.6749,208.3251,0
1.035173,2.643559,4.159200,194.7129,202.6436,191.6816,208.3184,0
1.040173,2.641462,4.155901,194.7171,202.6415,191.6882,208.3118,0
1.045174,2.639404,4.152663,194.7212,202.6394,191.6947,208.3053,0
1.050175,2.637383,4.149483,194.7252,202.6374,191.7010,208.2990,0
1.055176,2.635398,4.146359,194.7292,202.6354,191.7073,208.2927,0
1.060177,2.633445,4.143288,194.7331,202.6334,191.7134,208.2866,0
1.065178,2.631525,4.140266,194.7369,202.6315,191.7195,208.2805,0
1.070178,2.629635,4.137293,194.7407,202.6296,191.7254,208.2746,0
1.075179,2.627774,4.134365,194.7445,202.6278,191.7313,208.2687,0
1.080180,2.625941,4.131481,194.7481,202.6259,191.7370,208.2630,0
1.085181,2.624134,4.128638,194.7517,202.6241,191.7427,208.2573,0
1.090182,2.622352,4.125834,194.7553,202.6224,191.7483,208.2517,0
1.095183,2.620594,4.123068,194.7588,202.6206,191.7539,208.2461,0
1.100183,2.618858,4.120337,194.7623,202.6189,191.7593,208.2407,0
1.105184,2.617144,4.117640,194.7657,202.6171,191.7647,208.2353,0
1.110185,2.615451,4.114976,194.7691,202.6155,191.7700,208.2300,0
1.115186,2.613777,4.112343,194.7724,202.6138,191.7753,208.2247,0
1.120187,2.612122,4.109739,194.7758,202.6121,191.7805,208.2195,0
1.125188,2.610485,4.107163,194.7790,202.6105,191.7857,208.2143,0
1.130188,2.608865,4.104614,194.7823,202.6089,191.7908,208.2092,0
1.135189,2.607261,4.102090,194.7855,202.6073,191.7958,208.2042,0
1.140190,2.605672,4.099591,194.7887,202.6057,191.8008,208.1992,0
1.145191,2.604098,4.097114,194.7918,202.6041,191.8058,208.1942,0
1.150192,2.602538,4.094660,194.7949,202.6025,191.8107,208.1893,0
1.155193,2.600992,4.092227,194.7980,202.6010,191.8155,208.1845,0
1.160193,2.599458,4.089814,194.8011,202.5995,191.8204,208.1796,0
1.165194,2.597936,4.087420,194.8041,202.5979,191.8252,208.1748,0
1.170195,2.596426,4.085044,194.8071,202.5964,191.8299,208.1701,0
1.175196,2.594927,4.082685,194.8101,202.5949,191.8346,208.1654,0
1.180197,2.593439,4.080344,194.8131,202.5934,191.8393,208.1607,0
1.185198,2.591960,4.078018,194.8161,202.5920,191.8440,208.1560,0
1.190198,2.590492,4.075707,194.8190,202.5905,191.8486,208.1514,0
1.195199,2.589032,4.073410,194.8219,202.5890,191.8532,208.1468,0
1.200200,2.587581,4.071128,194.8248,202.5876,191.8577,208.1423,0
1.205201,2.586139,4.068858,194.8277,202.5861,191.8623,208.1377,0
1.210202,2.584704,4.066601,194.8306,202.5847,191.8668,208.1332,0
1.215203,2.583277,4.064356,194.8334,202.5833,191.8713,208.1287,0
1.220203,2.581858,4.062123,194.8363,202.5819,191.8758,208.1242,0
1.225204,2.580445,4.059900,194.8391,202.5804,191.8802,208.1198,0
1.230205,2.579039,4.057688,194.8419,202.5790,191.8846,208.1154,0
1.235206,2.577639,4.055486,194.8447,202.5776,191.8890,208.1110,0
1.240207,2.576246,4.053293,194.8475,202.5762,191.8934,208.1066,0
1.245208,2.574858,4.051110,194.8503,202.5749,191.8978,208.1022,0
1.250208,2.573476,4.048935,194.8530,202.5735,191.9021,208.0979,0
1.255209,2.572099,4.046769,194.8558,202.5721,191.9065,208.0935,0
1.260210,2.570727,4.044610,194.8585,202.5707,191.9108,208.0892,0
1.265211,2.569360,4.042460,194.8613,202.5694,191.9151,208.0849,0
1.270212,2.567998,4.040317,194.8640,202.5680,191.9194,208.0806,0
1.275213,2.566640,4.038180,194.8667,202.5666,191.9236,208.0764,0
1.280213,2.565287,4.036051,194.8694,202.5653,191.9279,208.0721,0
1.285214,2.563937,4.033928,194.8721,202.5639,191.9321,208.0679,0
1.290215,2.562592,4.031811,194.8748,202.5626,191.9364,208.0636,0
1.295216,2.561250,4.029700,194.8775,202.5612,191.9406,208.0594,0
1.300217,2.559912,4.027595,194.8802,202.5599,191.9448,208.0552,0
1.305218,2.558577,4.025495,194.8828,202.5586,191.9490,208.0510,0
1.310218,2.557246,4.023400,194.8855,202.5572,191.9532,208.0468,0
1.315219,2.555918,4.021311,194.8882,202.5559,191.9574,208.0426,0
1.320220,2.554593,4.019226,194.8908,202.5546,191.9615,208.0385,0
1.325221,2.553271,4.017146,194.8935,202.5533,191.9657,208.0343,0
1.330222,2.551952,4.015071,194.8961,202.5520,191.9699,208.0301,0
1.335223,2.550635,4.013000,194.8987,202.5506,191.9740,208.0260,0
1.340223,2.549322,4.010933,194.9014,202.5493,191.9781,208.0219,0
1.345224,2.548010,4.008870,194.9040,202.5480,191.9823,208.0177,0
1.350225,2.546702,4.006811,194.9066,202.5467,191.9864,208.0136,0
1.355226,2.545395,4.004755,194.9092,202.5454,191.9905,208.0095,0
1.360227,2.544091,4.002703,194.9118,202.5441,191.9946,208.0054,0
1.365228,2.542789,4.000655,194.9144,202.5428,191.9987,208.0013,0
1.370228,2.541489,3.998610,194.9170,202.5415,192.0028,207.9972,0
1.375229,2.540191,3.996568,194.9196,202.5402,192.0069,207.9931,0
1.380230,2.538896,3.994529,194.9222,202.5389,192.0109,207.9891,0
1.385231,2.537602,3.992493,194.9248,202.5376,192.0150,207.9850,0
1.390232,2.536310,3.990460,194.9274,202.5363,192.0191,207.9809,0
1.395233,2.535019,3.988430,194.9300,202.5350,192.0231,207.9769,0
1.400233,2.533731,3.986403,194.9325,202.5337,192.0272,207.9728,0
1.405234,2.532444,3.984378,194.9351,202.5324,192.0312,207.9688,0
1.410235,2.531158,3.982356,194.9377,202.5312,192.0353,207.9647,0
1.415236,2.529875,3.980336,194.9403,202.5299,192.0393,207.9607,0
1.420237,2.528593,3.978319,194.9428,202.5286,192.0434,207.9566,0
1.425238,2.527312,3.976304,194.9454,202.5273,192.0474,207.9526,0
1.430238,2.526033,3.974291,194.9479,202.5260,192.0514,207.9486,0
1.435239,2.524755,3.972281,194.9505,202.5248,192.0554,207.9446,0
1.440240,2.523478,3.970273,194.9530,202.5235,192.0595,207.9405,0
1.445241,2.522203,3.968267,194.9556,202.5222,192.0635,207.9365,0
1.450242,2.520929,3.966262,194.9581,202.5209,192.0675,207.9325,0
1.455243,2.519657,3.964260,194.9607,202.5197,192.0715,207.9285,0
1.460243,2.518386,3.962260,194.9632,202.5184,192.0755,207.9245,0
1.465244,2.517115,3.960262,194.9658,202.5171,192.0795,207.9205,0
1.470245,2.515846,3.958265,194.9683,202.5158,192.0835,207.9165,0
1.475246,2.514579,3.956270,194.9708,202.5146,192.0875,207.9125,0
1.480247,2.513312,3.954277,194.9734,202.5133,192.0914,207.9086,0
1.485248,2.512046,3.952286,194.9759,202.5120,192.0954,207.9046,0
1.490248,2.510782,3.950297,194.9784,202.5108,192.0994,207.9006,0
1.495249,2.509518,3.948309,194.9810,202.5095,192.1034,207.8966,0
1.500250,2.508256,3.946323,194.9835,202.5083,192.1074,207.8926,0
1.505251,2.506994,3.944338,194.9860,202.5070,192.1113,207.8887,0
1.510252,2.505734,3.942355,194.9885,202.5057,192.1153,207.8847,0
1.515253,2.504475,3.940373,194.9911,202.5045,192.1193,207.8807,0
1.520253,2.503216,3.938393,194.9936,202.5032,192.1232,207.8768,0
1.525254,2.501959,3.936415,194.9961,202.5020,192.1272,207.8728,0
1.530255,2.500702,3.934438,194.9986,202.5007,192.1311,207.8689,0
1.535256,2.499446,3.932462,195.0011,202.4994,192.1351,207.8649,0
1.540257,2.498191,3.930488,195.0036,202.4982,192.1390,207.8610,0
1.545258,2.496937,3.928515,195.0061,202.4969,192.1430,207.8570,0
1.550258,2.495684,3.926543,195.0086,202.4957,192.1469,207.8531,0
1.555259,2.494432,3.924573,195.0111,202.4944,192.1509,207.8491,0
1.560260,2.493181,3.922604,195.0136,202.4932,192.1548,207.8452,0
1.565261,2.491930,3.920637,195.0161,202.4919,192.1587,207.8413,0
1.570262,2.490680,3.918670,195.0186,202.4907,192.1627,207.8373,0
1.575263,2.489431,3.916705,195.0211,202.4894,192.1666,207.8334,0
1.580263,2.488183,3.914742,195.0236,202.4882,192.1705,207.8295,0
1.585264,2.486936,3.912779,195.0261,202.4869,192.1744,207.8256,0
1.590265,2.485689,3.910818,195.0286,202.4857,192.1784,207.8216,0
1.595266,2.484444,3.908858,195.0311,202.4844,192.1823,207.8177,0
1.600267,2.483199,3.906899,195.0336,202.4832,192.1862,207.8138,0
1.605268,2.481955,3.904942,195.0361,202.4820,192.1901,207.8099,0
1.610268,2.480711,3.902985,195.0386,202.4807,192.1940,207.8060,0
1.615269,2.479468,3.901030,195.0411,202.4795,192.1979,207.8021,0
1.620270,2.478226,3.899076,195.0435,202.4782,192.2018,207.7982,0
1.625271,2.476985,3.897123,195.0460,202.4770,192.2058,207.7942,0
1.630272,2.475745,3.895172,195.0485,202.4757,192.2097,207.7903,0
1.635273,2.474505,3.893221,195.0510,202.4745,192.2136,207.7864,0
1.640273,2.473266,3.891271,195.0535,202.4733,192.2175,207.7825,0
1.645274,2.472027,3.889323,195.0559,202.4720,192.2214,207.7786,0
1.650275,2.470790,3.887376,195.0584,202.4708,192.2252,207.7748,0
1.655276,2.469553,3.885430,195.0609,202.4696,192.2291,207.7709,0
1.660277,2.468317,3.883485,195.0634,202.4683,192.2330,207.7670,0
1.665278,2.467081,3.881541,195.0658,202.4671,192.2369,207.7631,0
1.670278,2.465846,3.879598,195.0683,202.4658,192.2408,207.7592,0
1.675279,2.464612,3.877656,195.0708,202.4646,192.2447,207.7553,0
1.680280,2.463379,3.875716,195.0732,202.4634,192.2486,207.7514,0
1.685281,2.462146,3.873776,195.0757,202.4621,192.2524,207.7476,0
1.690282,2.460914,3.871837,195.0782,202.4609,192.2563,207.7437,0
1.695283,2.459682,3.869900,195.0806,202.4597,192.2602,207.7398,0
1.700283,2.458451,3.867963,195.0831,202.4585,192.2641,207.7359,0
1.705284,2.457221,3.866028,195.0856,202.4572,192.2679,207.7321,0
1.710285,2.455992,3.864094,195.0880,202.4560,192.2718,207.7282,0
1.715286,2.454763,3.862160,195.0905,202.4548,192.2757,207.7243,0
1.720287,2.453535,3.860228,195.0929,202.4535,192.2795,207.7205,0
1.725288,2.452307,3.858297,195.0954,202.4523,192.2834,207.7166,0
1.730288,2.451080,3.856367,195.0978,202.4511,192.2873,207.7127,0
1.735289,2.449854,3.854437,195.1003,202.4499,192.2911,207.7089,0
1.740290,2.448629,3.852509,195.1027,202.4486,192.2950,207.7050,0
1.745291,2.447404,3.850582,195.1052,202.4474,192.2988,207.7012,0
1.750292,2.446180,3.848656,195.1076,202.4462,192.3027,207.6973,0
1.755293,2.444956,3.846731,195.1101,202.4450,192.3065,207.6935,0
1.760293,2.443733,3.844807,195.1125,202.4437,192.3104,207.6896,0
1.765294,2.442511,3.842884,195.1150,202.4425,192.3142,207.6858,0
1.770295,2.441289,3.840962,195.1174,202.4413,192.3181,207.6819,0
1.775296,2.440068,3.839040,195.1199,202.4401,192.3219,207.6781,0
1.780297,2.438848,3.837120,195.1223,202.4388,192.3258,207.6742,0
1.785298,2.437628,3.835201,195.1247,202.4376,192.3296,207.6704,0
1.790298,2.436409,3.833283,195.1272,202.4364,192.3334,207.6666,0
1.795299,2.435190,3.831366,195.1296,202.4352,192.3373,207.6627,0
1.800300,2.433972,3.829450,195.1321,202.4340,192.3411,207.6589,0
1.805301,2.432755,3.827535,195.1345,202.4328,192.3449,207.6551,0
1.810302,2.431538,3.825621,195.1369,202.4315,192.3488,207.6512,0
1.815303,2.430322,3.823707,195.1394,202.4303,192.3526,207.6474,0
1.820303,2.429107,3.821795,195.1418,202.4291,192.3564,207.6436,0
1.825304,2.427892,3.819884,195.1442,202.4279,192.3602,207.6398,0
1.830305,2.426678,3.817974,195.1466,202.4267,192.3641,207.6359,0
1.835306,2.425465,3.816064,195.1491,202.4255,192.3679,207.6321,0
1.840307,2.424252,3.814156,195.1515,202.4243,192.3717,207.6283,0
1.845308,2.423040,3.812249,195.1539,202.4230,192.3755,207.6245,0
1.850308,2.421828,3.810343,195.1563,202.4218,192.3793,207.6207,0
1.855309,2.420617,3.808437,195.1588,202.4206,192.3831,207.6169,0
1.860310,2.419406,3.806533,195.1612,202.4194,192.3869,207.6131,0
1.865311,2.418197,3.804629,195.1636,202.4182,192.3907,207.6093,0
1.870312,2.416987,3.802727,195.1660,202.4170,192.3945,207.6055,0
1.875313,2.415779,3.800825,195.1684,202.4158,192.3983,207.6017,0
