t_s,eps_uniaxial_pct,eps_biaxial_pct,Dx_uni_um,Dy_uni_um,Dx_bi_um,Dy_bi_um,sigma_on
1.936646,2.401006,3.777583,195.1980,202.4010,192.4448,207.5552,0
1.939313,2.400365,3.776575,195.1993,202.4004,192.4469,207.5531,0
1.941981,2.399725,3.775568,195.2005,202.3997,192.4489,207.5511,0
1.944648,2.399085,3.774560,195.2018,202.3991,192.4509,207.5491,0
1.947316,2.398445,3.773554,195.2031,202.3984,192.4529,207.5471,0
1.949983,2.397805,3.772547,195.2044,202.3978,192.4549,207.5451,0
1.952651,2.397166,3.771541,195.2057,202.3972,192.4569,207.5431,0
1.955318,2.396526,3.770535,195.2069,202.3965,192.4589,207.5411,0
1.957986,2.395887,3.769529,195.2082,202.3959,192.4609,207.5391,0
1.960654,2.395248,3.768524,195.2095,202.3952,192.4630,207.5370,0
1.963321,2.394609,3.767518,195.2108,202.3946,192.4650,207.5350,0
1.965989,2.393970,3.766513,195.2121,202.3940,192.4670,207.5330,0
1.968656,2.393332,3.765509,195.2133,202.3933,192.4690,207.5310,0
1.971324,2.392693,3.764504,195.2146,202.3927,192.4710,207.5290,0
1.973991,2.392055,3.763500,195.2159,202.3921,192.4730,207.5270,0
1.976659,2.391417,3.762496,195.2172,202.3914,192.4750,207.5250,0
1.979326,2.390779,3.761493,195.2184,202.3908,192.4770,207.5230,0
1.981994,2.390142,3.760489,195.2197,202.3901,192.4790,207.5210,0
1.984662,2.389504,3.759486,195.2210,202.3895,192.4810,207.5190,0
1.987329,2.388867,3.758484,195.2223,202.3889,192.4830,207.5170,0
1.989997,2.388230,3.757481,195.2235,202.3882,192.4850,207.5150,0
1.992664,2.387593,3.756479,195.2248,202.3876,192.4870,207.5130,0
1.995332,2.386956,3.755477,195.2261,202.3870,192.4890,207.5110,0
1.997999,2.386319,3.754475,195.2274,202.3863,192.4910,207.5090,0
2.000667,2.385682,3.753474,195.2286,202.3857,192.4931,207.5069,0
2.003334,2.385046,3.752473,195.2299,202.3850,192.4951,207.5049,0
2.006002,2.384410,3.751472,195.2312,202.3844,192.4971,207.5029,0
2.008670,2.383774,3.750471,195.2325,202.3838,192.4991,207.5009,0
2.011337,2.383138,3.749471,195.2337,202.3831,192.5011,207.4989,0
2.014005,2.382503,3.748471,195.2350,202.3825,192.5031,207.4969,0
2.016672,2.381867,3.747471,195.2363,202.3819,192.5051,207.4949,0
2.019340,2.381232,3.746471,195.2375,202.3812,192.5071,207.4929,0
2.022007,2.380597,3.745472,195.2388,202.3806,192.5091,207.4909,0
2.024675,2.379962,3.744473,195.2401,202.3800,192.5111,207.4889,0
2.027342,2.379327,3.743474,195.2413,202.3793,192.5131,207.4869,0
2.030010,2.378692,3.742476,195.2426,202.3787,192.5150,207.4850,0
2.032678,2.378058,3.741477,195.2439,202.3781,192.5170,207.4830,0
2.035345,2.377423,3.740479,195.2452,202.3774,192.5190,207.4810,0
2.038013,2.376789,3.739482,195.2464,202.3768,192.5210,207.4790,0
2.040680,2.376155,3.738484,195.2477,202.3762,192.5230,207.4770,0
2.043348,2.375522,3.737487,195.2490,202.3755,192.5250,207.4750,0
2.046015,2.374888,3.736490,195.2502,202.3749,192.5270,207.4730,0
2.048683,2.374254,3.735494,195.2515,202.3743,192.5290,207.4710,0
2.051350,2.373621,3.734497,195.2528,202.3736,192.5310,207.4690,0
2.054018,2.372988,3.733501,195.2540,202.3730,192.5330,207.4670,0
2.056686,2.372355,3.732505,195.2553,202.3724,192.5350,207.4650,0
2.059353,2.371722,3.731510,195.2566,202.3717,192.5370,207.4630,0
2.062021,2.371090,3.730515,195.2578,202.3711,192.5390,207.4610,0
2.064688,2.370457,3.729520,195.2591,202.3705,192.5410,207.4590,0
2.067356,2.369825,3.728525,195.2603,202.3698,192.5430,207.4570,0
2.070023,2.369193,3.727530,195.2616,202.3692,192.5449,207.4551,0
2.072691,2.368561,3.726536,195.2629,202.3686,192.5469,207.4531,0
2.075358,2.367929,3.725542,195.2641,202.3679,192.5489,207.4511,0
2.078026,2.367298,3.724548,195.2654,202.3673,192.5509,207.4491,0
2.080694,2.366666,3.723555,195.2667,202.3667,192.5529,207.4471,0
2.083361,2.366035,3.722562,195.2679,202.3660,192.5549,207.4451,0
2.086029,2.365404,3.721569,195.2692,202.3654,192.5569,207.4431,0
2.088696,2.364773,3.720576,195.2705,202.3648,192.5588,207.4412,0
2.091364,2.364142,3.719584,195.2717,202.3641,192.5608,207.4392,0
2.094031,2.363512,3.718592,195.2730,202.3635,192.5628,207.4372,0
2.096699,2.362881,3.717600,195.2742,202.3629,192.5648,207.4352,0
2.099366,2.362251,3.716608,195.2755,202.3623,192.5668,207.4332,0
2.102034,2.361621,3.715617,195.2768,202.3616,192.5688,207.4312,0
2.104702,2.360991,3.714626,195.2780,202.3610,192.5707,207.4293,0
2.107369,2.360361,3.713635,195.2793,202.3604,192.5727,207.4273,0
2.110037,2.359732,3.712645,195.2805,202.3597,192.5747,207.4253,0
2.112704,2.359102,3.711654,195.2818,202.3591,192.5767,207.4233,0
2.115372,2.358473,3.710665,195.2831,202.3585,192.5787,207.4213,0
2.118039,2.357844,3.709675,195.2843,202.3578,192.5807,207.4193,0
2.120707,2.357215,3.708685,195.2856,202.3572,192.5826,207.4174,0
2.123374,2.356587,3.707696,195.2868,202.3566,192.5846,207.4154,0
2.126042,2.355958,3.706707,195.2881,202.3560,192.5866,207.4134,0
2.128710,2.355330,3.705719,195.2893,202.3553,192.5886,207.4114,0
2.131377,2.354701,3.704730,195.2906,202.3547,192.5905,207.4095,0
2.134045,2.354073,3.703742,195.2919,202.3541,192.5925,207.4075,0
2.136712,2.353445,3.702754,195.2931,202.3534,192.5945,207.4055,0
2.139380,2.352818,3.701767,195.2944,202.3528,192.5965,207.4035,0
2.142047,2.352190,3.700779,195.2956,202.3522,192.5984,207.4016,0
2.144715,2.351563,3.699792,195.2969,202.3516,192.6004,207.3996,0
2.147382,2.350936,3.698805,195.2981,202.3509,192.6024,207.3976,0
2.150050,2.350309,3.697819,195.2994,202.3503,192.6044,207.3956,0
2.152718,2.349682,3.696832,195.3006,202.3497,192.6063,207.3937,0
2.155385,2.349055,3.695846,195.3019,202.3491,192.6083,207.3917,0
2.158053,2.348428,3.694861,195.3031,202.3484,192.6103,207.3897,0
2.160720,2.347802,3.693875,195.3044,202.3478,192.6122,207.3878,0
2.163388,2.347176,3.692890,195.3056,202.3472,192.6142,207.3858,0
2.166055,2.346550,3.691905,195.3069,202.3465,192.6162,207.3838,0
2.168723,2.345924,3.690920,195.3082,202.3459,192.6182,207.3818,0
2.171390,2.345298,3.689936,195.3094,202.3453,192.6201,207.3799,0
2.174058,2.344673,3.688952,195.3107,202.3447,192.6221,207.3779,0
2.176726,2.344047,3.687968,195.3119,202.3440,192.6241,207.3759,0
2.179393,2.343422,3.686984,195.3132,202.3434,192.6260,207.3740,0
2.182061,2.342797,3.686001,195.3144,202.3428,192.6280,207.3720,0
2.184728,2.342172,3.685017,195.3157,202.3422,192.6300,207.3700,0
2.187396,2.341547,3.684035,195.3169,202.3415,192.6319,207.3681,0
2.190063,2.340923,3.683052,195.3182,202.3409,192.6339,207.3661,0
2.192731,2.340298,3.682070,195.3194,202.3403,192.6359,207.3641,0
2.195398,2.339674,3.681088,195.3207,202.3397,192.6378,207.3622,0
2.198066,2.339050,3.680106,195.3219,202.3391,192.6398,207.3602,0
2.200734,2.338426,3.679124,195.3231,202.3384,192.6418,207.3582,0
2.203401,2.337803,3.678143,195.3244,202.3378,192.6437,207.3563,0
2.206069,2.337179,3.677162,195.3256,202.3372,192.6457,207.3543,0
2.208736,2.336556,3.676181,195.3269,202.3366,192.6476,207.3524,0
2.211404,2.335933,3.675200,195.3281,202.3359,192.6496,207.3504,0
2.214071,2.335309,3.674220,195.3294,202.3353,192.6516,207.3484,0
2.216739,2.334687,3.673240,195.3306,202.3347,192.6535,207.3465,0
2.219406,2.334064,3.672261,195.3319,202.3341,192.6555,207.3445,0
2.222074,2.333441,3.671281,195.3331,202.3334,192.6574,207.3426,0
2.224742,2.332819,3.670302,195.3344,202.3328,192.6594,207.3406,0
2.227409,2.332197,3.669323,195.3356,202.3322,192.6614,207.3386,0
2.230077,2.331575,3.668344,195.3369,202.3316,192.6633,207.3367,0
2.232744,2.330953,3.667366,195.3381,202.3310,192.6653,207.3347,0
2.235412,2.330331,3.666388,195.3393,202.3303,192.6672,207.3328,0
2.238079,2.329710,3.665410,195.3406,202.3297,192.6692,207.3308,0
2.240747,2.329088,3.664432,195.3418,202.3291,192.6711,207.3289,0
2.243414,2.328467,3.663455,195.3431,202.3285,192.6731,207.3269,0
2.246082,2.327846,3.662478,195.3443,202.3278,192.6750,207.3250,0
2.248750,2.327225,3.661501,195.3455,202.3272,192.6770,207.3230,0
2.251417,2.326604,3.660524,195.3468,202.3266,192.6790,207.3210,0
2.254085,2.325984,3.659548,195.3480,202.3260,192.6809,207.3191,0
2.256752,2.325363,3.658572,195.3493,202.3254,192.6829,207.3171,0
2.259420,2.324743,3.657596,195.3505,202.3247,192.6848,207.3152,0
2.262087,2.324123,3.656620,195.3518,202.3241,192.6868,207.3132,0
2.264755,2.323503,3.655645,195.3530,202.3235,192.6887,207.3113,0
2.267422,2.322883,3.654670,195.3542,202.3229,192.6907,207.3093,0
2.270090,2.322264,3.653695,195.3555,202.3223,192.6926,207.3074,0
2.272758,2.321645,3.652721,195.3567,202.3216,192.6946,207.3054,0
2.275425,2.321025,3.651746,195.3579,202.3210,192.6965,207.3035,0
2.278093,2.320406,3.650772,195.3592,202.3204,192.6985,207.3015,0
2.280760,2.319787,3.649799,195.3604,202.3198,192.7004,207.2996,0
2.283428,2.319169,3.648825,195.3617,202.3192,192.7023,207.2977,0
2.286095,2.318550,3.647852,195.3629,202.3186,192.7043,207.2957,0
2.288763,2.317932,3.646879,195.3641,202.3179,192.7062,207.2938,0
2.291430,2.317313,3.645906,195.3654,202.3173,192.7082,207.2918,0
2.294098,2.316695,3.644934,195.3666,202.3167,192.7101,207.2899,0
2.296766,2.316077,3.643962,195.3678,202.3161,192.7121,207.2879,0
2.299433,2.315460,3.642990,195.3691,202.3155,192.7140,207.2860,0
2.302101,2.314842,3.642018,195.3703,202.3148,192.7160,207.2840,0
2.304768,2.314225,3.641047,195.3716,202.3142,192.7179,207.2821,0
2.307436,2.313607,3.640076,195.3728,202.3136,192.7198,207.2802,0
2.310103,2.312990,3.639105,195.3740,202.3130,192.7218,207.2782,0
2.312771,2.312373,3.638134,195.3753,202.3124,192.7237,207.2763,0
2.315438,2.311757,3.637164,195.3765,202.3118,192.7257,207.2743,0
2.318106,2.311140,3.636194,195.3777,202.3111,192.7276,207.2724,0
2.320774,2.310524,3.635224,195.3790,202.3105,192.7296,207.2704,0
2.323441,2.309907,3.634254,195.3802,202.3099,192.7315,207.2685,0
2.326109,2.309291,3.633285,195.3814,202.3093,192.7334,207.2666,0
2.328776,2.308675,3.632316,195.3826,202.3087,192.7354,207.2646,0
2.331444,2.308060,3.631347,195.3839,202.3081,192.7373,207.2627,0
2.334111,2.307444,3.630378,195.3851,202.3074,192.7392,207.2608,0
2.336779,2.306828,3.629410,195.3863,202.3068,192.7412,207.2588,0
2.339446,2.306213,3.628442,195.3876,202.3062,192.7431,207.2569,0
2.342114,2.305598,3.627474,195.3888,202.3056,192.7451,207.2549,0
2.344782,2.304983,3.626507,195.3900,202.3050,192.7470,207.2530,0
2.347449,2.304368,3.625540,195.3913,202.3044,192.7489,207.2511,0
2.350117,2.303754,3.624573,195.3925,202.3038,192.7509,207.2491,0
2.352784,2.303139,3.623606,195.3937,202.3031,192.7528,207.2472,0
2.355452,2.302525,3.622639,195.3950,202.3025,192.7547,207.2453,0
2.358119,2.301911,3.621673,195.3962,202.3019,192.7567,207.2433,0
2.360787,2.301297,3.620707,195.3974,202.3013,192.7586,207.2414,0
2.363454,2.300683,3.619741,195.3986,202.3007,192.7605,207.2395,0
2.366122,2.300069,3.618776,195.3999,202.3001,192.7624,207.2376,0
2.368790,2.299456,3.617811,195.4011,202.2995,192.7644,207.2356,0
2.371457,2.298843,3.616846,195.4023,202.2988,192.7663,207.2337,0
2.374125,2.298229,3.615881,195.4035,202.2982,192.7682,207.2318,0
2.376792,2.297617,3.614917,195.4048,202.2976,192.7702,207.2298,0
2.379460,2.297004,3.613952,195.4060,202.2970,192.7721,207.2279,0
2.382127,2.296391,3.612989,195.4072,202.2964,192.7740,207.2260,0
2.384795,2.295779,3.612025,195.4084,202.2958,192.7760,207.2240,0
2.387462,2.295166,3.611062,195.4097,202.2952,192.7779,207.2221,0
2.390130,2.294554,3.610098,195.4109,202.2946,192.7798,207.2202,0
2.392798,2.293942,3.609135,195.4121,202.2939,192.7817,207.2183,0
2.395465,2.293330,3.608173,195.4133,202.2933,192.7837,207.2163,0
2.398133,2.292719,3.607210,195.4146,202.2927,192.7856,207.2144,0
2.400800,2.292107,3.606248,195.4158,202.2921,192.7875,207.2125,0
2.403468,2.291496,3.605286,195.4170,202.2915,192.7894,207.2106,0
2.406135,2.290884,3.604325,195.4182,202.2909,192.7914,207.2086,0
2.408803,2.290273,3.603364,195.4195,202.2903,192.7933,207.2067,0
2.411470,2.289663,3.602402,195.4207,202.2897,192.7952,207.2048,0
2.414138,2.289052,3.601442,195.4219,202.2891,192.7971,207.2029,0
2.416806,2.288441,3.600481,195.4231,202.2884,192.7990,207.2010,0
2.419473,2.287831,3.599521,195.4243,202.2878,192.8010,207.1990,0
2.422141,2.287221,3.598561,195.4256,202.2872,192.8029,207.1971,0
2.424808,2.286611,3.597601,195.4268,202.2866,192.8048,207.1952,0
2.427476,2.286001,3.596641,195.4280,202.2860,192.8067,207.1933,0
2.430143,2.285391,3.595682,195.4292,202.2854,192.8086,207.1914,0
2.432811,2.284782,3.594723,195.4304,202.2848,192.8106,207.1894,0
2.435478,2.284172,3.593764,195.4317,202.2842,192.8125,207.1875,0
2.438146,2.283563,3.592806,195.4329,202.2836,192.8144,207.1856,0
2.440814,2.282954,3.591847,195.4341,202.2830,192.8163,207.1837,0
2.443481,2.282345,3.590889,195.4353,202.2823,192.8182,207.1818,0
2.446149,2.281736,3.589932,195.4365,202.2817,192.8201,207.1799,0
2.448816,2.281128,3.588974,195.4377,202.2811,192.8221,207.1779,0
2.451484,2.280519,3.588017,195.4390,202.2805,192.8240,207.1760,0
2.454151,2.279911,3.587060,195.4402,202.2799,192.8259,207.1741,0
2.456819,2.279303,3.586103,195.4414,202.2793,192.8278,207.1722,0
2.459486,2.278695,3.585147,195.4426,202.2787,192.8297,207.1703,0
2.462154,2.278087,3.584190,195.4438,202.2781,192.8316,207.1684,0
2.464822,2.277479,3.583234,195.4450,202.2775,192.8335,207.1665,0
2.467489,2.276872,3.582279,195.4463,202.2769,192.8354,207.1646,0
2.470157,2.276265,3.581323,195.4475,202.2763,192.8374,207.1626,0
2.472824,2.275658,3.580368,195.4487,202.2757,192.8393,207.1607,0
2.475492,2.275051,3.579413,195.4499,202.2751,192.8412,207.1588,0
2.478159,2.274444,3.578458,195.4511,202.2744,192.8431,207.1569,0
2.480827,2.273837,3.577504,195.4523,202.2738,192.8450,207.1550,0
2.483494,2.273231,3.576550,195.4535,202.2732,192.8469,207.1531,0
2.486162,2.272624,3.575596,195.4548,202.2726,192.8488,207.1512,0
2.488830,2.272018,3.574642,195.4560,202.2720,192.8507,207.1493,0
2.491497,2.271412,3.573689,195.4572,202.2714,192.8526,207.1474,0
2.494165,2.270806,3.572735,195.4584,202.2708,192.8545,207.1455,0
2.496832,2.270201,3.571783,195.4596,202.2702,192.8564,207.1436,0
2.499500,2.269595,3.570830,195.4608,202.2696,192.8583,207.1417,0
2.502167,2.268990,3.569877,195.4620,202.2690,192.8602,207.1398,0
2.504835,2.268385,3.568925,195.4632,202.2684,192.8621,207.1379,0
2.507503,2.267780,3.567973,195.4644,202.2678,192.8641,207.1359,0
2.510170,2.267175,3.567022,195.4657,202.2672,192.8660,207.1340,0
2.512838,2.266570,3.566070,195.4669,202.2666,192.8679,207.1321,0
2.515505,2.265966,3.565119,195.4681,202.2660,192.8698,207.1302,0
2.518173,2.265361,3.564168,195.4693,202.2654,192.8717,207.1283,0
2.520840,2.264757,3.563218,195.4705,202.2648,192.8736,207.1264,0
2.523508,2.264153,3.562267,195.4717,202.2642,192.8755,207.1245,0
2.526175,2.263549,3.561317,195.4729,202.2635,192.8774,207.1226,0
2.528843,2.262945,3.560367,195.4741,202.2629,192.8793,207.1207,0
2.531511,2.262342,3.559418,195.4753,202.2623,192.8812,207.1188,0
2.534178,2.261738,3.558468,195.4765,202.2617,192.8831,207.1169,0
2.536846,2.261135,3.557519,195.4777,202.2611,192.8850,207.1150,0
2.539513,2.260532,3.556570,195.4789,202.2605,192.8869,207.1131,0
2.542181,2.259929,3.555622,195.4801,202.2599,192.8888,207.1112,0
2.544848,2.259326,3.554673,195.4813,202.2593,192.8907,207.1093,0
2.547516,2.258724,3.553725,195.4826,202.2587,192.8925,207.1075,0
2.550183,2.258121,3.552777,195.4838,202.2581,192.8944,207.1056,0
2.552851,2.257519,3.551830,195.4850,202.2575,192.8963,207.1037,0
2.555519,2.256917,3.550882,195.4862,202.2569,192.8982,207.1018,0
2.558186,2.256315,3.549935,195.4874,202.2563,192.9001,207.0999,0
2.560854,2.255713,3.548989,195.4886,202.2557,192.9020,207.0980,0
2.563521,2.255111,3.548042,195.4898,202.2551,192.9039,207.0961,0
2.566189,2.254510,3.547096,195.4910,202.2545,192.9058,207.0942,0
2.568856,2.253909,3.546150,195.4922,202.2539,192.9077,207.0923,0
2.571524,2.253307,3.545204,195.4934,202.2533,192.9096,207.0904,0
2.574191,2.252706,3.544258,195.4946,202.2527,192.9115,207.0885,0
2.576859,2.252106,3.543313,195.4958,202.2521,192.9134,207.0866,0
2.579527,2.251505,3.542368,195.4970,202.2515,192.9153,207.0847,0
2.582194,2.250904,3.541423,195.4982,202.2509,192.9172,207.0828,0
2.584862,2.250304,3.540478,195.4994,202.2503,192.9190,207.0810,0
2.587529,2.249704,3.539534,195.5006,202.2497,192.9209,207.0791,0
2.590197,2.249104,3.538590,195.5018,202.2491,192.9228,207.0772,0
2.592864,2.248504,3.537646,195.5030,202.2485,192.9247,207.0753,0
2.595532,2.247904,3.536703,195.5042,202.2479,192.9266,207.0734,0
2.598199,2.247305,3.535759,195.5054,202.2473,192.9285,207.0715,0
2.600867,2.246705,3.534816,195.5066,202.2467,192.9304,207.0696,0
2.603535,2.246106,3.533873,195.5078,202.2461,192.9323,207.0677,0
2.606202,2.245507,3.532931,195.5090,202.2455,192.9341,207.0659,0
2.608870,2.244908,3.531989,195.5102,202.2449,192.9360,207.0640,0
2.611537,2.244309,3.531047,195.5114,202.2443,192.9379,207.0621,0
2.614205,2.243711,3.530105,195.5126,202.2437,192.9398,207.0602,0
2.616872,2.243112,3.529163,195.5138,202.2431,192.9417,207.0583,0
2.619540,2.242514,3.528222,195.5150,202.2425,192.9436,207.0564,0
2.622207,2.241916,3.527281,195.5162,202.2419,192.9454,207.0546,0
2.624875,2.241318,3.526340,195.5174,202.2413,192.9473,207.0527,0
2.627543,2.240720,3.525399,195.5186,202.2407,192.9492,207.0508,0
2.630210,2.240122,3.524459,195.5198,202.2401,192.9511,207.0489,0
2.632878,2.239525,3.523519,195.5210,202.2395,192.9530,207.0470,0
2.635545,2.238928,3.522579,195.5221,202.2389,192.9548,207.0452,0
2.638213,2.238330,3.521640,195.5233,202.2383,192.9567,207.0433,0
2.640880,2.237733,3.520701,195.5245,202.2377,192.9586,207.0414,0
2.643548,2.237137,3.519761,195.5257,202.2371,192.9605,207.0395,0
2.646215,2.236540,3.518823,195.5269,202.2365,192.9624,207.0376,0
2.648883,2.235943,3.517884,195.5281,202.2359,192.9642,207.0358,0
2.651551,2.235347,3.516946,195.5293,202.2353,192.9661,207.0339,0
2.654218,2.234751,3.516008,195.5305,202.2348,192.9680,207.0320,0
2.656886,2.234155,3.515070,195.5317,202.2342,192.9699,207.0301,0
2.659553,2.233559,3.514132,195.5329,202.2336,192.9717,207.0283,0
2.662221,2.232963,3.513195,195.5341,202.2330,192.9736,207.0264,0
2.664888,2.232367,3.512258,195.5353,202.2324,192.9755,207.0245,0
2.667556,2.231772,3.511321,195.5365,202.2318,192.9774,207.0226,0
2.670223,2.231177,3.510385,195.5376,202.2312,192.9792,207.0208,0
2.672891,2.230582,3.509449,195.5388,202.2306,192.9811,207.0189,0
2.675559,2.229987,3.508513,195.5400,202.2300,192.9830,207.0170,0
2.678226,2.229392,3.507577,195.5412,202.2294,192.9848,207.0152,0
2.680894,2.228797,3.506641,195.5424,202.2288,192.9867,207.0133,0
2.683561,2.228203,3.505706,195.5436,202.2282,192.9886,207.0114,0
2.686229,2.227609,3.504771,195.5448,202.2276,192.9905,207.0095,0
2.688896,2.227014,3.503836,195.5460,202.2270,192.9923,207.0077,0
2.691564,2.226420,3.502902,195.5472,202.2264,192.9942,207.0058,0
2.694231,2.225827,3.501967,195.5483,202.2258,192.9961,207.0039,0
2.696899,2.225233,3.501033,195.5495,202.2252,192.9979,207.0021,0
2.699567,2.224639,3.500099,195.5507,202.2246,192.9998,207.0002,0
2.702234,2.224046,3.499166,195.5519,202.2240,193.0017,206.9983,0
2.704902,2.223453,3.498233,195.5531,202.2235,193.0035,206.9965,0
2.707569,2.222860,3.497299,195.5543,202.2229,193.0054,206.9946,0
2.710237,2.222267,3.496367,195.5555,202.2223,193.0073,206.9927,0
2.712904,2.221674,3.495434,195.5567,202.2217,193.0091,206.9909,0
2.715572,2.221082,3.494502,195.5578,202.2211,193.0110,206.9890,0
2.718239,2.220489,3.493570,195.5590,202.2205,193.0129,206.9871,0
2.720907,2.219897,3.492638,195.5602,202.2199,193.0147,206.9853,0
2.723575,2.219305,3.491706,195.5614,202.2193,193.0166,206.9834,0
2.726242,2.218713,3.490775,195.5626,202.2187,193.0184,206.9816,0
2.728910,2.218121,3.489844,195.5638,202.2181,193.0203,206.9797,0
2.731577,2.217530,3.488913,195.5649,202.2175,193.0222,206.9778,0
2.734245,2.216938,3.487983,195.5661,202.2169,193.0240,206.9760,0
2.736912,2.216347,3.487052,195.5673,202.2163,193.0259,206.9741,0
2.739580,2.215756,3.486122,195.5685,202.2158,193.0278,206.9722,0
2.742247,2.215165,3.485192,195.5697,202.2152,193.0296,206.9704,0
2.744915,2.214574,3.484263,195.5709,202.2146,193.0315,206.9685,0
2.747583,2.213983,3.483334,195.5720,202.2140,193.0333,206.9667,0
2.750250,2.213393,3.482405,195.5732,202.2134,193.0352,206.9648,0
2.752918,2.212802,3.481476,195.5744,202.2128,193.0370,206.9630,0
2.755585,2.212212,3.480547,195.5756,202.2122,193.0389,206.9611,0
2.758253,2.211622,3.479619,195.5768,202.2116,193.0408,206.9592,0
2.760920,2.211032,3.478691,195.5779,202.2110,193.0426,206.9574,0
2.763588,2.210442,3.477763,195.5791,202.2104,193.0445,206.9555,0
2.766255,2.209853,3.476835,195.5803,202.2099,193.0463,206.9537,0
2.768923,2.209264,3.475908,195.5815,202.2093,193.0482,206.9518,0
2.771591,2.208674,3.474981,195.5827,202.2087,193.0500,206.9500,0
2.774258,2.208085,3.474054,195.5838,202.2081,193.0519,206.9481,0
2.776926,2.207496,3.473127,195.5850,202.2075,193.0537,206.9463,0
2.779593,2.206907,3.472201,195.5862,202.2069,193.0556,206.9444,0
2.782261,2.206319,3.471275,195.5874,202.2063,193.0575,206.9425,0
2.784928,2.205730,3.470349,195.5885,202.2057,193.0593,206.9407,0
2.787596,2.205142,3.469423,195.5897,202.2051,193.0612,206.9388,0
2.790263,2.204554,3.468498,195.5909,202.2046,193.0630,206.9370,0
2.792931,2.203966,3.467573,195.5921,202.2040,193.0649,206.9351,0
2.795599,2.203378,3.466648,195.5932,202.2034,193.0667,206.9333,0
2.798266,2.202790,3.465723,195.5944,202.2028,193.0686,206.9314,0
2.800934,2.202203,3.464799,195.5956,202.2022,193.0704,206.9296,0
2.803601,2.201615,3.463875,195.5968,202.2016,193.0723,206.9277,0
2.806269,2.201028,3.462951,195.5979,202.2010,193.0741,206.9259,0
2.808936,2.200441,3.462027,195.5991,202.2004,193.0759,206.9241,0
2.811604,2.199854,3.461104,195.6003,202.1999,193.0778,206.9222,0
2.814271,2.199268,3.460181,195.6015,202.1993,193.0796,206.9204,0
2.816939,2.198681,3.459258,195.6026,202.1987,193.0815,206.9185,0
2.819607,2.198094,3.458335,195.6038,202.1981,193.0833,206.9167,0
2.822274,2.197508,3.457413,195.6050,202.1975,193.0852,206.9148,0
2.824942,2.196922,3.456491,195.6062,202.1969,193.0870,206.9130,0
2.827609,2.196336,3.455569,195.6073,202.1963,193.0889,206.9111,0
2.830277,2.195750,3.454647,195.6085,202.1958,193.0907,206.9093,0
2.832944,2.195165,3.453726,195.6097,202.1952,193.0925,206.9075,0
2.835612,2.194579,3.452805,195.6108,202.1946,193.0944,206.9056,0
2.838279,2.193994,3.451884,195.6120,202.1940,193.0962,206.9038,0
2.840947,2.193409,3.450963,195.6132,202.1934,193.0981,206.9019,0
2.843615,2.192824,3.450043,195.6144,202.1928,193.0999,206.9001,0
2.846282,2.192239,3.449122,195.6155,202.1922,193.1018,206.8982,0
2.848950,2.191654,3.448202,195.6167,202.1917,193.1036,206.8964,0
2.851617,2.191070,3.447283,195.6179,202.1911,193.1054,206.8946,0
2.854285,2.190485,3.446363,195.6190,202.1905,193.1073,206.8927,0
2.856952,2.189901,3.445444,195.6202,202.1899,193.1091,206.8909,0
2.859620,2.189317,3.444525,195.6214,202.1893,193.1109,206.8891,0
2.862287,2.188733,3.443606,195.6225,202.1887,193.1128,206.8872,0
2.864955,2.188149,3.442688,195.6237,202.1881,193.1146,206.8854,0
2.867623,2.187565,3.441770,195.6249,202.1876,193.1165,206.8835,0
2.870290,2.186982,3.440852,195.6260,202.1870,193.1183,206.8817,0
2.872958,2.186399,3.439934,195.6272,202.1864,193.1201,206.8799,0
2.875625,2.185815,3.439016,195.6284,202.1858,193.1220,206.8780,0
2.878293,2.185232,3.438099,195.6295,202.1852,193.1238,206.8762,0
2.880960,2.184650,3.437182,195.6307,202.1846,193.1256,206.8744,0
2.883628,2.184067,3.436265,195.6319,202.1841,193.1275,206.8725,0
2.886295,2.183484,3.435349,195.6330,202.1835,193.1293,206.8707,0
2.888963,2.182902,3.434433,195.6342,202.1829,193.1311,206.8689,0
2.891631,2.182320,3.433517,195.6354,202.1823,193.1330,206.8670,0
2.894298,2.181738,3.432601,195.6365,202.1817,193.1348,206.8652,0
2.896966,2.181156,3.431685,195.6377,202.1812,193.1366,206.8634,0
2.899633,2.180574,3.430770,195.6389,202.1806,193.1385,206.8615,0
2.902301,2.179992,3.429855,195.6400,202.1800,193.1403,206.8597,0
2.904968,2.179411,3.428940,195.6412,202.1794,193.1421,206.8579,0
2.907636,2.178830,3.428025,195.6423,202.1788,193.1439,206.8561,0
2.910303,2.178249,3.427111,195.6435,202.1782,193.1458,206.8542,0
2.912971,2.177668,3.426197,195.6447,202.1777,193.1476,206.8524,0
2.915639,2.177087,3.425283,195.6458,202.1771,193.1494,206.8506,0
2.918306,2.176506,3.424370,195.6470,202.1765,193.1513,206.8487,0
2.920974,2.175926,3.423456,195.6481,202.1759,193.1531,206.8469,0
2.923641,2.175345,3.422543,195.6493,202.1753,193.1549,206.8451,0
2.926309,2.174765,3.421630,195.6505,202.1748,193.1567,206.8433,0
2.928976,2.174185,3.420718,195.6516,202.1742,193.1586,206.8414,0
2.931644,2.173605,3.419805,195.6528,202.1736,193.1604,206.8396,0
2.934311,2.173025,3.418893,195.6539,202.1730,193.1622,206.8378,0
2.936979,2.172446,3.417981,195.6551,202.1724,193.1640,206.8360,0
