t_s,protocol,eps_mod_pct,sigma_on
9.117039,short_100ms,1.829239,0
9.122207,short_100ms,1.828069,0
9.127376,short_100ms,1.826911,0
9.132544,short_100ms,1.825765,0
9.137713,short_100ms,1.824629,0
9.142881,short_100ms,1.823503,0
9.148049,short_100ms,1.822388,0
9.153218,short_100ms,1.821281,0
9.158386,short_100ms,1.820184,0
9.163555,short_100ms,1.819095,0
9.168723,short_100ms,1.818014,0
9.173891,short_100ms,1.816940,0
9.179060,short_100ms,1.815874,0
9.184228,short_100ms,1.814815,0
9.189396,short_100ms,1.813763,0
9.194565,short_100ms,1.812716,0
9.199733,short_100ms,1.811676,0
9.204902,short_100ms,1.810642,0
9.210070,short_100ms,1.809613,0
9.215238,short_100ms,1.808589,0
9.220407,short_100ms,1.807571,0
9.225575,short_100ms,1.806557,0
9.230744,short_100ms,1.805548,0
9.235912,short_100ms,1.804543,0
9.241080,short_100ms,1.803542,0
9.246249,short_100ms,1.802545,0
9.251417,short_100ms,1.801552,0
9.256586,short_100ms,1.800562,0
9.261754,short_100ms,1.799576,0
9.266922,short_100ms,1.798594,0
9.272091,short_100ms,1.797614,0
9.277259,short_100ms,1.796637,0
9.282427,short_100ms,1.795664,0
9.287596,short_100ms,1.794693,0
9.292764,short_100ms,1.793725,0
9.297933,short_100ms,1.792759,0
9.303101,short_100ms,1.791796,0
9.308269,short_100ms,1.790835,0
9.313438,short_100ms,1.789877,0
9.318606,short_100ms,1.788921,0
9.323775,short_100ms,1.787966,0
9.328943,short_100ms,1.787014,0
9.334111,short_100ms,1.786064,0
9.339280,short_100ms,1.785115,0
9.344448,short_100ms,1.784168,0
9.349617,short_100ms,1.783223,0
9.354785,short_100ms,1.782280,0
9.359953,short_100ms,1.781338,0
9.365122,short_100ms,1.780398,0
9.370290,short_100ms,1.779459,0
9.375458,short_100ms,1.778522,0
9.380627,short_100ms,1.777586,0
9.385795,short_100ms,1.776652,0
9.390964,short_100ms,1.775718,0
9.396132,short_100ms,1.774786,0
9.401300,short_100ms,1.773855,0
9.406469,short_100ms,1.772926,0
9.411637,short_100ms,1.771997,0
9.416806,short_100ms,1.771070,0
9.421974,short_100ms,1.770143,0
9.427142,short_100ms,1.769218,0
9.432311,short_100ms,1.768294,0
9.437479,short_100ms,1.767371,0
9.442648,short_100ms,1.766448,0
9.447816,short_100ms,1.765527,0
9.452984,short_100ms,1.764606,0
9.458153,short_100ms,1.763687,0
9.463321,short_100ms,1.762768,0
9.468489,short_100ms,1.761850,0
9.473658,short_100ms,1.760933,0
9.478826,short_100ms,1.760017,0
9.483995,short_100ms,1.759102,0
9.489163,short_100ms,1.758187,0
9.494331,short_100ms,1.757273,0
9.499500,short_100ms,1.756360,0
9.504668,short_100ms,1.755447,0
9.509837,short_100ms,1.754536,0
9.515005,short_100ms,1.753625,0
9.520173,short_100ms,1.752714,0
9.525342,short_100ms,1.751805,0
9.530510,short_100ms,1.750896,0
9.535679,short_100ms,1.749988,0
9.540847,short_100ms,1.749080,0
9.546015,short_100ms,1.748173,0
9.551184,short_100ms,1.747266,0
9.556352,short_100ms,1.746361,0
9.561521,short_100ms,1.745456,0
9.566689,short_100ms,1.744551,0
9.571857,short_100ms,1.743647,0
9.577026,short_100ms,1.742744,0
9.582194,short_100ms,1.741841,0
9.587362,short_100ms,1.740939,0
9.592531,short_100ms,1.740037,0
9.597699,short_100ms,1.739136,0
9.602868,short_100ms,1.738236,0
9.608036,short_100ms,1.737336,0
9.613204,short_100ms,1.736437,0
9.618373,short_100ms,1.735538,0
9.623541,short_100ms,1.734640,0
9.628710,short_100ms,1.733742,0
9.633878,short_100ms,1.732845,0
9.639046,short_100ms,1.731948,0
9.644215,short_100ms,1.731052,0
9.649383,short_100ms,1.730156,0
9.654552,short_100ms,1.729261,0
9.659720,short_100ms,1.728367,0
9.664888,short_100ms,1.727473,0
9.670057,short_100ms,1.726579,0
9.675225,short_100ms,1.725686,0
9.680393,short_100ms,1.724794,0
9.685562,short_100ms,1.723902,0
9.690730,short_100ms,1.723010,0
9.695899,short_100ms,1.722119,0
9.701067,short_100ms,1.721228,0
9.706235,short_100ms,1.720338,0
9.711404,short_100ms,1.719449,0
9.716572,short_100ms,1.718560,0
9.721741,short_100ms,1.717671,0
9.726909,short_100ms,1.716783,0
9.732077,short_100ms,1.715896,0
9.737246,short_100ms,1.715009,0
9.742414,short_100ms,1.714122,0
9.747583,short_100ms,1.713236,0
9.752751,short_100ms,1.712350,0
9.757919,short_100ms,1.711465,0
9.763088,short_100ms,1.710580,0
9.768256,short_100ms,1.709696,0
9.773424,short_100ms,1.708812,0
9.778593,short_100ms,1.707929,0
9.783761,short_100ms,1.707046,0
9.788930,short_100ms,1.706164,0
9.794098,short_100ms,1.705282,0
9.799266,short_100ms,1.704401,0
9.804435,short_100ms,1.703520,0
9.809603,short_100ms,1.702639,0
9.814772,short_100ms,1.701759,0
9.819940,short_100ms,1.700880,0
9.825108,short_100ms,1.700001,0
9.830277,short_100ms,1.699122,0
9.835445,short_100ms,1.698244,0
9.840614,short_100ms,1.697366,0
9.845782,short_100ms,1.696489,0
9.850950,short_100ms,1.695613,0
9.856119,short_100ms,1.694736,0
9.861287,short_100ms,1.693860,0
9.866455,short_100ms,1.692985,0
9.871624,short_100ms,1.692110,0
9.876792,short_100ms,1.691236,0
9.881961,short_100ms,1.690362,0
9.887129,short_100ms,1.689488,0
9.892297,short_100ms,1.688615,0
9.897466,short_100ms,1.687743,0
9.902634,short_100ms,1.686870,0
9.907803,short_100ms,1.685999,0
9.912971,short_100ms,1.685127,0
9.918139,short_100ms,1.684257,0
9.923308,short_100ms,1.683386,0
9.928476,short_100ms,1.682516,0
9.933645,short_100ms,1.681647,0
9.938813,short_100ms,1.680778,0
9.943981,short_100ms,1.679909,0
9.949150,short_100ms,1.679041,0
9.954318,short_100ms,1.678174,0
9.959486,short_100ms,1.677307,0
9.964655,short_100ms,1.676440,0
9.969823,short_100ms,1.675574,0
9.974992,short_100ms,1.674708,0
9.980160,short_100ms,1.673842,0
9.985328,short_100ms,1.672978,0
9.990497,short_100ms,1.672113,0
9.995665,short_100ms,1.671249,0
10.000834,short_100ms,1.670385,0
10.006002,short_100ms,1.669522,0
10.011170,short_100ms,1.668660,0
10.016339,short_100ms,1.667797,0
10.021507,short_100ms,1.666936,0
10.026676,short_100ms,1.666074,0
10.031844,short_100ms,1.665213,0
10.037012,short_100ms,1.664353,0
10.042181,short_100ms,1.663493,0
10.047349,short_100ms,1.662633,0
10.052518,short_100ms,1.661774,0
10.057686,short_100ms,1.660916,0
10.062854,short_100ms,1.660057,0
10.068023,short_100ms,1.659200,0
10.073191,short_100ms,1.658342,0
10.078359,short_100ms,1.657485,0
10.083528,short_100ms,1.656629,0
10.088696,short_100ms,1.655773,0
10.093865,short_100ms,1.654917,0
10.099033,short_100ms,1.654062,0
10.104201,short_100ms,1.653208,0
10.109370,short_100ms,1.652353,0
10.114538,short_100ms,1.651500,0
10.119707,short_100ms,1.650646,0
10.124875,short_100ms,1.649793,0
10.130043,short_100ms,1.648941,0
10.135212,short_100ms,1.648089,0
10.140380,short_100ms,1.647237,0
10.145549,short_100ms,1.646386,0
10.150717,short_100ms,1.645535,0
10.155885,short_100ms,1.644685,0
10.161054,short_100ms,1.643835,0
10.166222,short_100ms,1.642986,0
10.171390,short_100ms,1.642137,0
10.176559,short_100ms,1.641288,0
10.181727,short_100ms,1.640440,0
10.186896,short_100ms,1.639593,0
10.192064,short_100ms,1.638746,0
10.197232,short_100ms,1.637899,0
10.202401,short_100ms,1.637052,0
10.207569,short_100ms,1.636207,0
10.212738,short_100ms,1.635361,0
10.217906,short_100ms,1.634516,0
10.223074,short_100ms,1.633672,0
10.228243,short_100ms,1.632827,0
10.233411,short_100ms,1.631984,0
10.238580,short_100ms,1.631140,0
10.243748,short_100ms,1.630298,0
10.248916,short_100ms,1.629455,0
10.254085,short_100ms,1.628613,0
10.259253,short_100ms,1.627772,0
10.264421,short_100ms,1.626931,0
10.269590,short_100ms,1.626090,0
10.274758,short_100ms,1.625250,0
10.279927,short_100ms,1.624410,0
10.285095,short_100ms,1.623571,0
10.290263,short_100ms,1.622732,0
10.295432,short_100ms,1.621893,0
10.300600,short_100ms,1.621055,0
10.305769,short_100ms,1.620218,0
10.310937,short_100ms,1.619381,0
10.316105,short_100ms,1.618544,0
10.321274,short_100ms,1.617707,0
10.326442,short_100ms,1.616872,0
10.331611,short_100ms,1.616036,0
10.336779,short_100ms,1.615201,0
10.341947,short_100ms,1.614367,0
10.347116,short_100ms,1.613532,0
10.352284,short_100ms,1.612699,0
10.357452,short_100ms,1.611865,0
10.362621,short_100ms,1.611033,0
10.367789,short_100ms,1.610200,0
10.372958,short_100ms,1.609368,0
10.378126,short_100ms,1.608537,0
10.383294,short_100ms,1.607705,0
10.388463,short_100ms,1.606875,0
10.393631,short_100ms,1.606044,0
10.398800,short_100ms,1.605215,0
10.403968,short_100ms,1.604385,0
10.409136,short_100ms,1.603556,0
10.414305,short_100ms,1.602728,0
10.419473,short_100ms,1.601899,0
10.424642,short_100ms,1.601072,0
10.429810,short_100ms,1.600244,0
10.434978,short_100ms,1.599418,0
10.440147,short_100ms,1.598591,0
10.445315,short_100ms,1.597765,0
10.450483,short_100ms,1.596940,0
10.455652,short_100ms,1.596114,0
10.460820,short_100ms,1.595290,0
10.465989,short_100ms,1.594465,0
10.471157,short_100ms,1.593642,0
10.476325,short_100ms,1.592818,0
10.481494,short_100ms,1.591995,0
10.486662,short_100ms,1.591172,0
10.491831,short_100ms,1.590350,0
10.496999,short_100ms,1.589529,0
10.502167,short_100ms,1.588707,0
10.507336,short_100ms,1.587886,0
10.512504,short_100ms,1.587066,0
10.517673,short_100ms,1.586246,0
10.522841,short_100ms,1.585426,0
10.528009,short_100ms,1.584607,0
10.533178,short_100ms,1.583788,0
10.538346,short_100ms,1.582970,0
10.543515,short_100ms,1.582152,0
10.548683,short_100ms,1.581334,0
10.553851,short_100ms,1.580517,0
10.559020,short_100ms,1.579701,0
10.564188,short_100ms,1.578884,0
10.569356,short_100ms,1.578069,0
10.574525,short_100ms,1.577253,0
10.579693,short_100ms,1.576438,0
10.584862,short_100ms,1.575624,0
10.590030,short_100ms,1.574810,0
10.595198,short_100ms,1.573996,0
10.600367,short_100ms,1.573183,0
10.605535,short_100ms,1.572370,0
10.610704,short_100ms,1.571557,0
10.615872,short_100ms,1.570745,0
10.621040,short_100ms,1.569934,0
10.626209,short_100ms,1.569122,0
10.631377,short_100ms,1.568312,0
10.636546,short_100ms,1.567501,0
10.641714,short_100ms,1.566691,0
10.646882,short_100ms,1.565882,0
10.652051,short_100ms,1.565073,0
10.657219,short_100ms,1.564264,0
10.662387,short_100ms,1.563456,0
10.667556,short_100ms,1.562648,0
10.672724,short_100ms,1.561841,0
10.677893,short_100ms,1.561034,0
10.683061,short_100ms,1.560227,0
10.688229,short_100ms,1.559421,0
10.693398,short_100ms,1.558615,0
10.698566,short_100ms,1.557810,0
10.703735,short_100ms,1.557005,0
10.708903,short_100ms,1.556200,0
10.714071,short_100ms,1.555396,0
10.719240,short_100ms,1.554592,0
10.724408,short_100ms,1.553789,0
10.729577,short_100ms,1.552986,0
10.734745,short_100ms,1.552184,0
10.739913,short_100ms,1.551382,0
10.745082,short_100ms,1.550580,0
10.750250,short_100ms,1.549779,0
10.755418,short_100ms,1.548978,0
10.760587,short_100ms,1.548178,0
10.765755,short_100ms,1.547378,0
10.770924,short_100ms,1.546578,0
10.776092,short_100ms,1.545779,0
10.781260,short_100ms,1.544981,0
10.786429,short_100ms,1.544182,0
10.791597,short_100ms,1.543384,0
10.796766,short_100ms,1.542587,0
10.801934,short_100ms,1.541790,0
10.807102,short_100ms,1.540993,0
10.812271,short_100ms,1.540197,0
10.817439,short_100ms,1.539401,0
10.822608,short_100ms,1.538606,0
10.827776,short_100ms,1.537811,0
10.832944,short_100ms,1.537016,0
10.838113,short_100ms,1.536222,0
10.843281,short_100ms,1.535428,0
10.848449,short_100ms,1.534635,0
10.853618,short_100ms,1.533842,0
10.858786,short_100ms,1.533049,0
10.863955,short_100ms,1.532257,0
10.869123,short_100ms,1.531465,0
10.874291,short_100ms,1.530674,0
10.879460,short_100ms,1.529883,0
10.884628,short_100ms,1.529093,0
10.889797,short_100ms,1.528303,0
10.894965,short_100ms,1.527513,0
10.900133,short_100ms,1.526724,0
10.905302,short_100ms,1.525935,0
10.910470,short_100ms,1.525146,0
10.915639,short_100ms,1.524358,0
10.920807,short_100ms,1.523571,0
10.925975,short_100ms,1.522783,0
10.931144,short_100ms,1.521997,0
10.936312,short_100ms,1.521210,0
10.941480,short_100ms,1.520424,0
10.946649,short_100ms,1.519638,0
10.951817,short_100ms,1.518853,0
10.956986,short_100ms,1.518068,0
10.962154,short_100ms,1.517284,0
10.967322,short_100ms,1.516500,0
10.972491,short_100ms,1.515717,0
10.977659,short_100ms,1.514933,0
10.982828,short_100ms,1.514151,0
10.987996,short_100ms,1.513368,0
10.993164,short_100ms,1.512586,0
10.998333,short_100ms,1.511805,0
11.003501,short_100ms,1.511024,0
11.008670,short_100ms,1.510243,0
11.013838,short_100ms,1.509462,0
11.019006,short_100ms,1.508682,0
11.024175,short_100ms,1.507903,0
11.029343,short_100ms,1.507124,0
11.034512,short_100ms,1.506345,0
11.039680,short_100ms,1.505567,0
11.044848,short_100ms,1.504789,0
11.050017,short_100ms,1.504011,0
11.055185,short_100ms,1.503234,0
11.060353,short_100ms,1.502457,0
11.065522,short_100ms,1.501681,0
11.070690,short_100ms,1.500905,0
11.075859,short_100ms,1.500130,0
11.081027,short_100ms,1.499354,0
11.086195,short_100ms,1.498580,0
11.091364,short_100ms,1.497805,0
11.096532,short_100ms,1.497031,0
11.101701,short_100ms,1.496258,0
11.106869,short_100ms,1.495485,0
11.112037,short_100ms,1.494712,0
11.117206,short_100ms,1.493940,0
11.122374,short_100ms,1.493168,0
11.127543,short_100ms,1.492396,0
11.132711,short_100ms,1.491625,0
11.137879,short_100ms,1.490854,0
11.143048,short_100ms,1.490084,0
11.148216,short_100ms,1.489314,0
11.153384,short_100ms,1.488545,0
11.158553,short_100ms,1.487776,0
11.163721,short_100ms,1.487007,0
11.168890,short_100ms,1.486238,0
11.174058,short_100ms,1.485471,0
11.179226,short_100ms,1.484703,0
11.184395,short_100ms,1.483936,0
11.189563,short_100ms,1.483169,0
11.194732,short_100ms,1.482403,0
11.199900,short_100ms,1.481637,0
11.205068,short_100ms,1.480871,0
11.210237,short_100ms,1.480106,0
11.215405,short_100ms,1.479341,0
11.220574,short_100ms,1.478577,0
11.225742,short_100ms,1.477813,0
11.230910,short_100ms,1.477049,0
11.236079,short_100ms,1.476286,0
11.241247,short_100ms,1.475523,0
11.246415,short_100ms,1.474761,0
11.251584,short_100ms,1.473999,0
11.256752,short_100ms,1.473237,0
11.261921,short_100ms,1.472476,0
11.267089,short_100ms,1.471715,0
11.272257,short_100ms,1.470955,0
11.277426,short_100ms,1.470195,0
11.282594,short_100ms,1.469435,0
11.287763,short_100ms,1.468676,0
11.292931,short_100ms,1.467917,0
11.298099,short_100ms,1.467158,0
11.303268,short_100ms,1.466400,0
11.308436,short_100ms,1.465643,0
11.313605,short_100ms,1.464885,0
11.318773,short_100ms,1.464128,0
11.323941,short_100ms,1.463372,0
11.329110,short_100ms,1.462616,0
11.334278,short_100ms,1.461860,0
11.339446,short_100ms,1.461105,0
11.344615,short_100ms,1.460350,0
11.349783,short_100ms,1.459595,0
11.354952,short_100ms,1.458841,0
11.360120,short_100ms,1.458087,0
11.365288,short_100ms,1.457334,0
11.370457,short_100ms,1.456581,0
11.375625,short_100ms,1.455828,0
11.380794,short_100ms,1.455076,0
11.385962,short_100ms,1.454324,0
11.391130,short_100ms,1.453573,0
11.396299,short_100ms,1.452821,0
11.401467,short_100ms,1.452071,0
11.406636,short_100ms,1.451320,0
11.411804,short_100ms,1.450571,0
11.416972,short_100ms,1.449821,0
11.422141,short_100ms,1.449072,0
11.427309,short_100ms,1.448323,0
11.432477,short_100ms,1.447575,0
11.437646,short_100ms,1.446827,0
11.442814,short_100ms,1.446079,0
11.447983,short_100ms,1.445332,0
11.453151,short_100ms,1.444585,0
11.458319,short_100ms,1.443839,0
11.463488,short_100ms,1.443093,0
11.468656,short_100ms,1.442347,0
11.473825,short_100ms,1.441602,0
11.478993,short_100ms,1.440857,0
11.484161,short_100ms,1.440112,0
11.489330,short_100ms,1.439368,0
11.494498,short_100ms,1.438625,0
11.499667,short_100ms,1.437881,0
11.504835,short_100ms,1.437138,0
11.510003,short_100ms,1.436396,0
11.515172,short_100ms,1.435654,0
11.520340,short_100ms,1.434912,0
11.525509,short_100ms,1.434170,0
11.530677,short_100ms,1.433429,0
11.535845,short_100ms,1.432689,0
11.541014,short_100ms,1.431948,0
11.546182,short_100ms,1.431208,0
11.551350,short_100ms,1.430469,0
11.556519,short_100ms,1.429730,0
11.561687,short_100ms,1.428991,0
11.566856,short_100ms,1.428253,0
11.572024,short_100ms,1.427515,0
11.577192,short_100ms,1.426777,0
11.582361,short_100ms,1.426040,0
11.587529,short_100ms,1.425303,0
11.592698,short_100ms,1.424567,0
11.597866,short_100ms,1.423830,0
11.603034,short_100ms,1.423095,0
11.608203,short_100ms,1.422359,0
11.613371,short_100ms,1.421625,0
11.618540,short_100ms,1.420890,0
11.623708,short_100ms,1.420156,0
11.628876,short_100ms,1.419422,0
11.634045,short_100ms,1.418689,0
11.639213,short_100ms,1.417956,0
11.644381,short_100ms,1.417223,0
11.649550,short_100ms,1.416491,0
11.654718,short_100ms,1.415759,0
11.659887,short_100ms,1.415027,0
11.665055,short_100ms,1.414296,0
11.670223,short_100ms,1.413565,0
11.675392,short_100ms,1.412835,0
11.680560,short_100ms,1.412105,0
11.685729,short_100ms,1.411375,0
11.690897,short_100ms,1.410646,0
11.696065,short_100ms,1.409917,0
11.701234,short_100ms,1.409188,0
11.706402,short_100ms,1.408460,0
11.711571,short_100ms,1.407733,0
11.716739,short_100ms,1.407005,0
11.721907,short_100ms,1.406278,0
11.727076,short_100ms,1.405552,0
11.732244,short_100ms,1.404825,0
11.737412,short_100ms,1.404099,0
11.742581,short_100ms,1.403374,0
11.747749,short_100ms,1.402649,0
11.752918,short_100ms,1.401924,0
11.758086,short_100ms,1.401200,0
11.763254,short_100ms,1.400476,0
11.768423,short_100ms,1.399752,0
11.773591,short_100ms,1.399029,0
11.778760,short_100ms,1.398306,0
11.783928,short_100ms,1.397583,0
11.789096,short_100ms,1.396861,0
11.794265,short_100ms,1.396139,0
11.799433,short_100ms,1.395418,0
11.804602,short_100ms,1.394697,0
11.809770,short_100ms,1.393976,0
11.814938,short_100ms,1.393256,0
11.820107,short_100ms,1.392536,0
11.825275,short_100ms,1.391817,0
11.830443,short_100ms,1.391098,0
11.835612,short_100ms,1.390379,0
11.840780,short_100ms,1.389660,0
11.845949,short_100ms,1.388942,0
11.851117,short_100ms,1.388225,0
11.856285,short_100ms,1.387507,0
11.861454,short_100ms,1.386790,0
11.866622,short_100ms,1.386074,0
11.871791,short_100ms,1.385358,0
11.876959,short_100ms,1.384642,0
11.882127,short_100ms,1.383926,0
11.887296,short_100ms,1.383211,0
11.892464,short_100ms,1.382497,0
11.897633,short_100ms,1.381782,0
11.902801,short_100ms,1.381068,0
11.907969,short_100ms,1.380355,0
11.913138,short_100ms,1.379641,0
11.918306,short_100ms,1.378929,0
11.923474,short_100ms,1.378216,0
11.928643,short_100ms,1.377504,0
11.933811,short_100ms,1.376792,0
11.938980,short_100ms,1.376081,0
11.944148,short_100ms,1.375370,0
11.949316,short_100ms,1.374659,0
11.954485,short_100ms,1.373949,0
11.959653,short_100ms,1.373239,0
11.964822,short_100ms,1.372529,0
11.969990,short_100ms,1.371820,0
11.975158,short_100ms,1.371111,0
11.980327,short_100ms,1.370403,0
11.985495,short_100ms,1.369695,0
11.990664,short_100ms,1.368987,0
11.995832,short_100ms,1.368280,0
12.001000,short_100ms,1.367573,0
12.006169,short_100ms,1.366866,0
12.011337,short_100ms,1.366160,0
12.016506,short_100ms,1.365454,0
12.021674,short_100ms,1.364748,0
12.026842,short_100ms,1.364043,0
12.032011,short_100ms,1.363338,0
12.037179,short_100ms,1.362634,0
12.042347,short_100ms,1.361930,0
12.047516,short_100ms,1.361226,0
12.052684,short_100ms,1.360523,0
12.057853,short_100ms,1.359820,0
12.063021,short_100ms,1.359117,0
12.068189,short_100ms,1.358415,0
12.073358,short_100ms,1.357713,0
12.078526,short_100ms,1.357011,0
12.083695,short_100ms,1.356310,0
12.088863,short_100ms,1.355609,0
12.094031,short_100ms,1.354909,0
12.099200,short_100ms,1.354209,0
12.104368,short_100ms,1.353509,0
12.109537,short_100ms,1.352810,0
12.114705,short_100ms,1.352111,0
12.119873,short_100ms,1.351412,0
12.125042,short_100ms,1.350714,0
12.130210,short_100ms,1.350016,0
12.135378,short_100ms,1.349318,0
12.140547,short_100ms,1.348621,0
12.145715,short_100ms,1.347924,0
12.150884,short_100ms,1.347228,0
12.156052,short_100ms,1.346532,0
12.161220,short_100ms,1.345836,0
12.166389,short_100ms,1.345141,0
12.171557,short_100ms,1.344445,0
12.176726,short_100ms,1.343751,0
12.181894,short_100ms,1.343056,0
12.187062,short_100ms,1.342363,0
12.192231,short_100ms,1.341669,0
12.197399,short_100ms,1.340976,0
12.202568,short_100ms,1.340283,0
12.207736,short_100ms,1.339590,0
12.212904,short_100ms,1.338898,0
12.218073,short_100ms,1.338206,0
12.223241,short_100ms,1.337515,0
12.228409,short_100ms,1.336824,0
12.233578,short_100ms,1.336133,0
12.238746,short_100ms,1.335443,0
12.243915,short_100ms,1.334753,0
12.249083,short_100ms,1.334063,0
12.254251,short_100ms,1.333374,0
12.259420,short_100ms,1.332685,0
12.264588,short_100ms,1.331996,0
12.269757,short_100ms,1.331308,0
12.274925,short_100ms,1.330620,0
12.280093,short_100ms,1.329932,0
12.285262,short_100ms,1.329245,0
12.290430,short_100ms,1.328558,0
12.295599,short_100ms,1.327872,0
12.300767,short_100ms,1.327186,0
12.305935,short_100ms,1.326500,0
12.311104,short_100ms,1.325815,0
12.316272,short_100ms,1.325129,0
12.321440,short_100ms,1.324445,0
12.326609,short_100ms,1.323760,0
12.331777,short_100ms,1.323076,0
12.336946,short_100ms,1.322393,0
12.342114,short_100ms,1.321709,0
12.347282,short_100ms,1.321027,0
12.352451,short_100ms,1.320344,0
12.357619,short_100ms,1.319662,0
12.362788,short_100ms,1.318980,0
12.367956,short_100ms,1.318298,0
12.373124,short_100ms,1.317617,0
12.378293,short_100ms,1.316936,0
12.383461,short_100ms,1.316256,0
12.388630,short_100ms,1.315576,0
12.393798,short_100ms,1.314896,0
12.398966,short_100ms,1.314217,0
12.404135,short_100ms,1.313538,0
12.409303,short_100ms,1.312859,0
12.414471,short_100ms,1.312180,0
12.419640,short_100ms,1.311502,0
12.424808,short_100ms,1.310825,0
12.429977,short_100ms,1.310147,0
12.435145,short_100ms,1.309471,0
12.440313,short_100ms,1.308794,0
12.445482,short_100ms,1.308118,0
12.450650,short_100ms,1.307442,0
12.455819,short_100ms,1.306766,0
12.460987,short_100ms,1.306091,0
12.466155,short_100ms,1.305416,0
12.471324,short_100ms,1.304742,0
12.476492,short_100ms,1.304067,0
12.481661,short_100ms,1.303394,0
12.486829,short_100ms,1.302720,0
12.491997,short_100ms,1.302047,0
12.497166,short_100ms,1.301374,0
12.502334,short_100ms,1.300702,0
12.507503,short_100ms,1.300030,0
12.512671,short_100ms,1.299358,0
12.517839,short_100ms,1.298687,0
12.523008,short_100ms,1.298016,0
12.528176,short_100ms,1.297345,0
12.533344,short_100ms,1.296675,0
12.538513,short_100ms,1.296005,0
12.543681,short_100ms,1.295335,0
12.548850,short_100ms,1.294666,0
12.554018,short_100ms,1.293997,0
12.559186,short_100ms,1.293328,0
12.564355,short_100ms,1.292660,0
12.569523,short_100ms,1.291992,0
12.574692,short_100ms,1.291324,0
12.579860,short_100ms,1.290657,0
12.585028,short_100ms,1.289990,0
12.590197,short_100ms,1.289324,0
12.595365,short_100ms,1.288657,0
12.600534,short_100ms,1.287991,0
12.605702,short_100ms,1.287326,0
12.610870,short_100ms,1.286661,0
12.616039,short_100ms,1.285996,0
12.621207,short_100ms,1.285331,0
12.626375,short_100ms,1.284667,0
12.631544,short_100ms,1.284004,0
12.636712,short_100ms,1.283340,0
12.641881,short_100ms,1.282677,0
12.647049,short_100ms,1.282014,0
12.652217,short_100ms,1.281352,0
12.657386,short_100ms,1.280690,0
12.662554,short_100ms,1.280028,0
12.667723,short_100ms,1.279367,0
12.672891,short_100ms,1.278706,0
12.678059,short_100ms,1.278045,0
12.683228,short_100ms,1.277384,0
12.688396,short_100ms,1.276724,0
12.693565,short_100ms,1.276065,0
12.698733,short_100ms,1.275405,0
12.703901,short_100ms,1.274746,0
12.709070,short_100ms,1.274088,0
12.714238,short_100ms,1.273429,0
12.719406,short_100ms,1.272771,0
12.724575,short_100ms,1.272114,0
12.729743,short_100ms,1.271456,0
12.734912,short_100ms,1.270799,0
12.740080,short_100ms,1.270143,0
12.745248,short_100ms,1.269487,0
12.750417,short_100ms,1.268831,0
12.755585,short_100ms,1.268175,0
12.760754,short_100ms,1.267520,0
12.765922,short_100ms,1.266865,0
12.771090,short_100ms,1.266210,0
12.776259,short_100ms,1.265556,0
12.781427,short_100ms,1.264902,0
12.786596,short_100ms,1.264248,0
12.791764,short_100ms,1.263595,0
12.796932,short_100ms,1.262942,0
12.802101,short_100ms,1.262290,0
12.807269,short_100ms,1.261637,0
12.812437,short_100ms,1.260986,0
12.817606,short_100ms,1.260334,0
12.822774,short_100ms,1.259683,0
12.827943,short_100ms,1.259032,0
12.833111,short_100ms,1.258381,0
12.838279,short_100ms,1.257731,0
12.843448,short_100ms,1.257081,0
12.848616,short_100ms,1.256432,0
12.853785,short_100ms,1.255783,0
12.858953,short_100ms,1.255134,0
12.864121,short_100ms,1.254485,0
12.869290,short_100ms,1.253837,0
12.874458,short_100ms,1.253189,0
12.879627,short_100ms,1.252542,0
12.884795,short_100ms,1.251894,0
12.889963,short_100ms,1.251247,0
12.895132,short_100ms,1.250601,0
12.900300,short_100ms,1.249955,0
12.905468,short_100ms,1.249309,0
12.910637,short_100ms,1.248663,0
12.915805,short_100ms,1.248018,0
12.920974,short_100ms,1.247373,0
12.926142,short_100ms,1.246729,0
12.931310,short_100ms,1.246085,0
12.936479,short_100ms,1.245441,0
12.941647,short_100ms,1.244797,0
12.946816,short_100ms,1.244154,0
12.951984,short_100ms,1.243511,0
12.957152,short_100ms,1.242869,0
12.962321,short_100ms,1.242226,0
12.967489,short_100ms,1.241585,0
12.972658,short_100ms,1.240943,0
12.977826,short_100ms,1.240302,0
12.982994,short_100ms,1.239661,0
12.988163,short_100ms,1.239020,0
12.993331,short_100ms,1.238380,0
12.998499,short_100ms,1.237740,0
13.003668,short_100ms,1.237101,0
13.008836,short_100ms,1.236462,0
13.014005,short_100ms,1.235823,0
13.019173,short_100ms,1.235184,0
13.024341,short_100ms,1.234546,0
13.029510,short_100ms,1.233908,0
13.034678,short_100ms,1.233270,0
13.039847,short_100ms,1.232633,0
13.045015,short_100ms,1.231996,0
13.050183,short_100ms,1.231360,0
13.055352,short_100ms,1.230723,0
13.060520,short_100ms,1.230088,0
13.065689,short_100ms,1.229452,0
13.070857,short_100ms,1.228817,0
13.076025,short_100ms,1.228182,0
13.081194,short_100ms,1.227547,0
13.086362,short_100ms,1.226913,0
13.091531,short_100ms,1.226279,0
13.096699,short_100ms,1.225645,0
13.101867,short_100ms,1.225012,0
13.107036,short_100ms,1.224379,0
13.112204,short_100ms,1.223746,0
13.117372,short_100ms,1.223114,0
13.122541,short_100ms,1.222482,0
